737440.620136053,737440.620136053,737440.620309931,737440.620479826,737440.620479826,737440.620653623,737440.620823565,737440.620823565,737440.620997292
737440.621156794,737440.621153958,737440.621330509,737440.621489907,737440.621487083,737440.621663646,737440.621823009,737440.621820185,737440.621996701
737440.622177743,737440.622177743,737440.622351435,737440.622532616,737440.622532616,737440.622706308,737440.622887488,737440.622887488,737440.623061181
737440.623230683,737440.623230683,737440.623404363,737440.623573877,737440.623573877,737440.623747558,737440.623917083,737440.623917083,737440.624090775
737440.624242975,737440.624242975,737440.624416655,737440.624568808,737440.624568808,737440.6247425,737440.624894676,737440.624894676,737440.625068368
737440.625226343,737440.625226343,737440.625400035,737440.625557986,737440.625557986,737440.625731678,737440.625889572,737440.625889572,737440.626063252
737440.626226933,737440.626224086,737440.626400602,737440.626564282,737440.626561447,737440.626737951,737440.626901667,737440.626898843,737440.627075359
737440.627224583,737440.627224583,737440.627398275,737440.6275475,737440.6275475,737440.627721192,737440.627870486,737440.627870486,737440.628044178
737440.628213646,737440.628213646,737440.628387326,737440.628556817,737440.628556817,737440.628730509,737440.628899965,737440.628899965,737440.629073657
737440.62922434,737440.629221493,737440.629398021,737440.629548762,737440.629545926,737440.629722454,737440.629873171,737440.629870336,737440.630046863
737440.630206238,737440.630203391,737440.630379931,737440.630539317,737440.630536482,737440.630713009,737440.630872361,737440.630869525,737440.631046053
737440.631204062,737440.631204062,737440.631377755,737440.631535694,737440.631535694,737440.631709387,737440.631867373,737440.631867373,737440.632041065
737440.632200417,737440.632197593,737440.63237412,737440.632533495,737440.63253066,737440.632707188,737440.632866643,737440.632863808,737440.633040324
737440.633183762,737440.633183762,737440.633357431,737440.633500891,737440.633500891,737440.633674583,737440.633818067,737440.633818067,737440.633991748
737440.63413522,737440.63413522,737440.6343089,737440.634452373,737440.634452373,737440.634626065,737440.634769502,737440.634769502,737440.634943194
737440.635086644,737440.635086644,737440.635260359,737440.6354039,737440.6354039,737440.635577593,737440.635721053,737440.635721053,737440.635894757
737440.636043993,737440.636043993,737440.636217685,737440.636367025,737440.636367025,737440.636540718,737440.636689954,737440.636689954,737440.636863657
737440.637021586,737440.637021586,737440.637195266,737440.637353229,737440.637353229,737440.63752691,737440.637684838,737440.637684838,737440.637858519
737440.638013553,737440.638013553,737440.638187245,737440.638342303,737440.638342303,737440.638516007,737440.638671053,737440.638671053,737440.638844734
737440.638995428,737440.638992604,737440.63916912,737440.639319815,737440.639316979,737440.639493507,737440.639644201,737440.639641366,737440.639817894
737440.639987407,737440.639987407,737440.640161099,737440.640330671,737440.640330671,737440.64050434,737440.640673877,737440.640673877,737440.640847581
737440.640996829,737440.640996829,737440.641170509,737440.641319769,737440.641319769,737440.641493449,737440.641642708,737440.641642708,737440.6418164
737440.64196566,737440.64196566,737440.64213934,737440.642288611,737440.642288611,737440.642462303,737440.642611574,737440.642611574,737440.642785243
737440.642953333,737440.642950498,737440.643127025,737440.643295162,737440.643292326,737440.643468854,737440.643636933,737440.643634109,737440.643810625
737440.643970046,737440.643967211,737440.644143762,737440.64430316,737440.644300313,737440.644476852,737440.644636285,737440.644633438,737440.644809965
737440.644985336,737440.644985336,737440.645159039,737440.645334352,737440.645334352,737440.645508044,737440.64568338,737440.64568338,737440.645857083
737440.646007859,737440.646005012,737440.646181551,737440.646332257,737440.646329433,737440.646505949,737440.646656713,737440.646653877,737440.646830393
