grupo,banda,canal,psd_mean,psd_std,psd_db_mean,psd_db_std
all,total,C1,15.187479512173281,44.43527744609082,3.9709720649162357,6.548334414476204
all,total,C2,2.380654193454571,4.5418528986318885,0.9027500079159437,4.2521120558054974
all,total,C3,3.8066162657104714,12.319831636392692,0.30941211686807857,5.031516726252625
all,total,C4,3.5207903399931273,8.721061052531908,0.4505052703821755,5.4607023687802085
all,total,CP1,3.8562416935824313,11.268379981811261,-0.05071231869893498,6.849261530667737
all,total,CP3,8.25670965289693,24.231485435234724,1.3594925122706043,6.302562623395569
all,total,CPZ,6.2345802059373225,14.00002422639459,2.8067477952824427,5.663167911272402
all,total,CZ,3.7851058485536213,13.532625637239589,1.4469372696744267,4.126884831485461
all,total,F3,3.1864934536802982,9.517048829523004,-0.230617429196935,5.567109700639772
all,total,F4,2.186181282081341,5.59407509333103,-0.16209602470288487,4.265906044005902
all,total,F7,2.6009538953222346,5.619158042433351,1.2472745584331042,4.063554282292479
all,total,F8,3.098215040445275,8.195865504916915,1.2255034107628577,4.248459985676184
all,total,FC1,4.8162333037598435,15.198304327182264,1.5882041003390241,4.947947010180669
all,total,FC2,2.1569287413662073,4.94467528355855,0.7952783008663177,3.388821485986235
all,total,FC3,4.8471783068372325,15.617802754154447,0.921431532619149,5.583954216208088
all,total,FC4,7.274060311371837,21.46455538284079,1.6535774118317246,6.209588793985126
all,total,FCZ,4.618110846997372,13.875817118977377,1.869105475496939,4.797447894214118
all,total,FP1,2.225968874872144,7.506000224853351,-4.036759274050581,6.653148830789551
all,total,FP2,2.2555955976019506,6.731392159713497,-2.3719017821829,6.036575957873018
all,total,FZ,4.915933877273051,15.031483762283889,1.6285833396666012,5.1972732604288385
all,total,O1,5.618123591683752,10.446597572781032,3.39451511916609,5.302137585309573
all,total,O2,2.2959137898779622,2.7618239893810848,1.1704484751802064,4.636617311464756
all,total,OZ,12.264391035858504,33.79882992998393,1.5698783704771626,8.861020729082037
all,total,P3,6.000160978194337,16.26717207223999,2.308715028288755,5.647459156529086
all,total,P4,3.0083853772805615,5.943970236885788,0.1724916769452042,6.6090162480275225
all,total,P7,4.808802181379563,15.035217312769477,1.6944498430819555,4.872533093585709
all,total,P8,2.6272444190744397,6.475940232291307,1.2870758522361567,3.5977538324878773
all,total,PZ,2.4092102019741595,5.482488227795251,1.1212968828202468,3.593327601498558
all,total,T7,2.8136858986121904,6.8052883314574455,1.3349859600531018,4.00789519615022
all,total,T8,7.494258000598409,25.591759121350908,1.8466227041859593,5.755522774690983
all,delta,C1,5.646735727900252,13.080885721478854,3.5846146276893984,4.7242545425140605
all,delta,C2,2.362933174936215,5.415199040545883,1.0004680246984377,3.9588704332666107
all,delta,C3,4.707464784579656,23.32203375397667,0.4426558444039292,4.3663477087750495
all,delta,C4,3.5196092524009437,11.778093495034605,0.12222776631004226,5.268046859450224
all,delta,CP1,5.029550304171016,24.73554994797603,-1.0449669915911473,7.4913442516433735
all,delta,CP3,3.3428648554210563,6.4566123204459,1.4344846960307691,5.38342903279521
all,delta,CPZ,5.003764125463302,11.00775262554091,2.792246780188365,5.20056434447066
all,delta,CZ,3.2623201266797914,11.738292829746156,0.6408624214712272,3.912657591854682
all,delta,F3,4.17328817277592,18.886582114807876,-0.8254612640888243,6.18459084961638
all,delta,F4,5.916743434092488,28.42561706570793,0.8115792865456908,5.095162527542579
all,delta,F7,3.999292084135997,16.818696528478178,1.0731973127565289,4.0714066062887
all,delta,F8,4.973547057638685,23.87785330371683,0.8126808033887353,4.537799359034312
all,delta,FC1,5.539289978642647,27.849359935709096,0.6776998285386898,4.523174984365506
all,delta,FC2,5.200277357419046,20.791392416475567,1.7086057799116403,4.245074503393059
all,delta,FC3,5.214052929104885,24.88466913906948,0.8220761272355084,4.824895200560025
all,delta,FC4,6.1574965934754164,17.187099645534836,2.2908637931896116,5.8251817769182095
all,delta,FCZ,5.353442956609125,26.479141773436066,1.2864134860259202,4.074521562757267
all,delta,FP1,4.284384540764751,23.027356438594108,-3.02526184542495,6.412222776741086
all,delta,FP2,4.360446123203929,23.40632033622281,-3.449770287394242,6.886048023877918
all,delta,FZ,5.656077693247845,28.769425286017007,0.6363033391923767,4.580721076644137
all,delta,O1,3.97370844470089,9.324862508719823,0.8804840094899822,5.247654294997755
all,delta,O2,0.9667425787857565,1.856186332147405,-1.9937397027190489,3.6925833909100514
all,delta,OZ,4.185065489873616,9.86872484276985,-0.9606271635498447,9.09690741781734
all,delta,P3,3.3036321815166696,13.785291222511146,0.7318120140156489,3.784587988837645
all,delta,P4,2.0086435050667624,6.584028281691145,-1.7540911428186476,6.452062377962232
all,delta,P7,5.524076198795903,27.450329116920425,0.9360207964048264,4.366972051252992
all,delta,P8,5.247509496958223,22.79344151721143,1.659218684054733,4.349400582568168
all,delta,PZ,4.211048180626446,18.48516323915355,1.4893798110874263,3.9894723302998982
all,delta,T7,5.907679646035299,27.564378129165274,0.9511974646087816,5.162388063197547
all,delta,T8,7.262965853285214,33.91987633902227,0.9159086789033802,4.9984526403516645
all,theta,C1,11.323118791884545,31.098583370539792,3.885643923280026,5.992977372068189
all,theta,C2,2.1071733205053995,4.735554591547967,0.44018943881043304,4.25115033663404
all,theta,C3,3.315755898803039,14.687551539280028,0.4872113632716481,3.8768531211575974
all,theta,C4,2.82005947434924,7.480181234762881,-0.018830235403211475,5.778903850371086
all,theta,CP1,4.179772083709129,19.697284223048996,-1.0879471502155356,7.0605207237295735
all,theta,CP3,7.382625449197959,20.37459495840571,1.8662115559039552,6.015564245694786
all,theta,CPZ,4.223811093254731,10.308141137531432,2.1668723995318886,4.920955607234978
all,theta,CZ,3.360601273429006,13.983412624481256,0.37110618929351724,3.903174153526695
all,theta,F3,3.3197204388675514,13.794500914828827,-0.027536139872716064,5.111719913736423
all,theta,F4,4.237797350415367,18.588388159493327,1.0540161297171333,4.62697252606135
all,theta,F7,3.0907027899903037,11.438276585931,1.3789224960066906,3.519836174618884
all,theta,F8,4.189749558536182,18.18676244231031,1.3917741115954414,4.106229007954424
all,theta,FC1,4.870151717804278,22.631864388595424,1.4460926037831374,4.1784676450897535
all,theta,FC2,2.85963850688647,9.895891367908725,0.9278508856711672,3.45457353917287
all,theta,FC3,4.393229507789535,19.839674977537037,0.9883653794028082,4.612371895049356
all,theta,FC4,6.552618226715604,23.622188969724764,1.982550313288492,5.5805294882971825
all,theta,FCZ,4.178170820012564,18.902395370383328,1.4478795718917192,3.7851143380452164
all,theta,FP1,3.271334988438547,16.741326398644578,-2.9350352157223476,6.719485181359907
all,theta,FP2,3.277306325287272,16.390354218552883,-2.3555124863021235,5.788356470687032
all,theta,FZ,4.57549209836072,20.982058363192646,1.27222845255768,4.289958547725909
all,theta,O1,5.020896816917254,12.00443744399852,1.4753101364394923,5.476726521728436
all,theta,O2,1.0302167243451825,0.8459113302249524,-1.1397532246015034,3.3698287836971947
all,theta,OZ,4.630187531819143,12.070909249529642,-0.14278384900510077,7.586213923386197
all,theta,P3,4.7405401862094605,20.430132766617636,1.7100388647668499,4.229301498867195
all,theta,P4,2.4761803343583098,7.267823156773191,-0.7518984681989184,6.350056439529966
all,theta,P7,4.7998796357692735,22.07953444557,1.5268722893166935,4.0965549318362156
all,theta,P8,3.366700036209748,12.211568722823905,1.4866111578488874,3.607995434198911
all,theta,PZ,2.5777688219599733,8.908989183653881,0.7860804148017541,3.700331111859985
all,theta,T7,2.945688653333758,11.529348868768533,0.8573168594613736,4.116424739867267
all,theta,T8,6.507074968593531,32.769415437661515,1.2875517876663651,4.705172331242335
all,alfa,C1,12.730603823858518,35.22838904774726,3.9567210482371737,6.687217431210158
all,alfa,C2,1.703760485462176,1.5033901799111486,0.8690931971909558,3.6974739339981824
all,alfa,C3,1.7230573029932654,3.611100615738641,-0.7973426864609431,4.459073320895774
all,alfa,C4,1.881538654384671,3.219428763765711,0.00037370790278020333,4.215453469013721
all,alfa,CP1,2.035769260447832,2.815783830979579,0.31932797786704986,5.093461056917042
all,alfa,CP3,13.07219210356675,41.36523693791839,1.4053912363995187,7.397104670580589
all,alfa,CPZ,9.52279727977294,23.58420996744156,3.4339418646938213,6.683461057326845
all,alfa,CZ,5.652075329150499,20.332369848531428,2.7478166632963275,4.868783549218275
all,alfa,F3,3.2620790614085746,5.596144315130939,1.3725914775346584,5.385151592713768
all,alfa,F4,3.238056226494939,5.101448804037246,1.9475564343185854,4.959279476006623
all,alfa,F7,2.5560841251751136,2.4590028824694956,2.3792041816887983,3.8050321113928214
all,alfa,F8,2.624583741114094,2.870399500226138,2.4573707023070646,3.8390755514811
all,alfa,FC1,3.277462888807878,5.758784253981965,1.8092431747544295,4.96840281898325
all,alfa,FC2,1.962989313381527,2.9228509158129783,1.24325446766744,3.2128368278008947
all,alfa,FC3,3.4502979211587763,7.8458233390080965,1.4077751312011992,5.116255908970584
all,alfa,FC4,6.411073091038669,19.853795855529953,2.025476110904838,5.589604023422368
all,alfa,FCZ,2.9597858843751883,4.521252655814184,1.884451981797766,4.497883470438887
all,alfa,FP1,2.0016821756716388,3.572686643212141,-1.1778177240937142,6.199870920814187
all,alfa,FP2,2.1017521734182742,3.2525467190588855,0.07555577510311749,5.3623562012624015
all,alfa,FZ,3.408697290834519,5.7783376687390335,2.0229365763715372,4.924514713141491
all,alfa,O1,10.569132731435255,16.424295303011654,5.64547048454639,6.3943284117069625
all,alfa,O2,5.884939655640494,9.775934543597407,3.291743075931748,5.904349616726274
all,alfa,OZ,18.33920934851959,45.753126877818445,3.3820939875051037,9.312638476561439
all,alfa,P3,5.96242964878493,12.554680367072061,2.916884381980373,6.11927219086654
all,alfa,P4,4.979071194452239,7.810954032801076,1.4256685250910603,7.056410651906063
all,alfa,P7,3.0944332107222903,5.536749117313941,1.8723560200852611,4.628114666027249
all,alfa,P8,1.9282390447584064,3.3822229047635033,0.9564334520968567,3.140385176842907
all,alfa,PZ,2.2215823439983717,3.2909152966628152,1.3916516747889598,3.774691570548568
all,alfa,T7,2.0144386250242095,3.5266171917649207,1.2738558333918806,3.191818468598823
all,alfa,T8,5.371070125891349,14.238426723378861,3.020770227515464,4.846342811036539
all,beta,C1,41.977224011402484,150.92176233103706,3.205022134554747,8.192723268951344
all,beta,C2,4.059735630118609,11.746989698563874,0.7067632884857354,5.2598099491058035
all,beta,C3,4.426651310024618,13.482744125151093,0.3393564961084856,5.455056934794914
all,beta,C4,5.045927824967184,15.88936065180479,1.1809094581792932,5.24153821998247
all,beta,CP1,3.782602928925881,10.18416445562434,0.6205801022173502,5.519740412740232
all,beta,CP3,51.67104318558171,186.4892082523156,2.407303615734859,8.862963673328455
all,beta,CPZ,27.937565270850854,94.7472945576042,3.3424157688589085,7.857827440977897
all,beta,CZ,8.085626612521898,33.73560020828806,1.432164188900198,5.593084577331254
all,beta,F3,2.516939408095653,7.0158147630713446,-1.1326302420473982,5.455868388796819
all,beta,F4,1.2168921998786555,2.4698663148930566,-1.9329452983484303,4.078349089806703
all,beta,F7,1.7397319090464602,3.234573149495885,-0.04475854578733433,3.918593147895204
all,beta,F8,2.0562612729411027,4.611863336271527,0.08315614269832083,3.9968354905676837
all,beta,FC1,4.457198057726138,13.862406198019718,0.3472458008484433,5.302480546932335
all,beta,FC2,1.5425051471079445,2.4790420686436727,0.1459671943652244,3.0374814335967724
all,beta,FC3,4.823109203340463,14.975738926496222,-0.022635064579532977,6.001621911447096
all,beta,FC4,20.65877125273973,68.78061888165,1.463616384355296,8.094609123845787
all,beta,FCZ,4.513423958766826,13.765945561102077,0.7187509294600858,5.195009110790667
all,beta,FP1,1.4082645238101679,4.217828440605714,-5.4624256360202805,6.727313196729327
all,beta,FP2,1.3988296896511991,3.5161174202921535,-3.480869371510284,5.770858744113143
all,beta,FZ,4.633929769354923,13.913123836995933,0.7258011017295474,5.430297792631156
all,beta,O1,6.59594230696318,18.9365397145641,2.914923898637997,5.009037412640924
all,beta,O2,2.0620729584164943,2.3481425366317334,1.1780628386274736,4.41936673898728
all,beta,OZ,91.30997142082568,330.38045100364127,2.2075617704894106,10.378323755477401
all,beta,P3,12.501009731715623,40.766589472650416,2.130757253497864,6.719169274207067
all,beta,P4,2.714891255126783,4.812965312604394,0.8720061591684279,5.032630313810683
all,beta,P7,4.3893698235522,13.515347708933609,0.4691227700618245,5.200265109627515
all,beta,P8,2.1150214633256343,4.03686730167077,0.9296716575092221,3.4369470787096703
all,beta,PZ,2.1428934003818787,4.460021300636199,0.819602661270197,3.4997986697678196
all,beta,T7,2.560858711081293,5.665726017103368,1.1499839551566207,3.788291639713152
all,beta,T8,10.149119829228496,33.94243865607676,1.142527325813558,6.807139610693936
all,gamma,C1,61.99377330096421,213.50854756694906,4.449045057905908,8.389342687138155
all,gamma,C2,7.4871075429855525,22.26419153458535,1.9451636727937403,5.932060806238719
all,gamma,C3,6.658431486942613,20.079322651002393,1.1559332821707107,6.098003131168332
all,gamma,C4,9.660811296864116,30.21158743590719,2.1562670873842738,6.258987161601824
all,gamma,CP1,5.484704426776882,14.757794843959179,1.531281307254251,5.886129554461598
all,gamma,CP3,84.41120440238225,291.8033864852657,4.156682418621173,9.076152188118959
all,gamma,CPZ,57.71088666848,189.38966410929825,4.448968273215488,8.677028725102405
all,gamma,CZ,10.51525150566833,37.188056905597136,2.2812426769834024,5.9464860954256515
all,gamma,F3,3.3289785376356837,9.684157077412078,-0.9428823340363697,5.78040748624327
all,gamma,F4,1.429504360775314,2.946292714157332,-1.4914712498598832,4.12768053206578
all,gamma,F7,2.4422439993792673,5.531816432421321,0.06341842315322069,4.722062125294116
all,gamma,F8,3.0312931602750806,7.7917562737857775,0.05928185135777724,5.057184838929906
all,gamma,FC1,5.86006132402963,18.04866189771855,1.0401646372644378,5.564318321997659
all,gamma,FC2,1.340422059429481,1.675275807807802,0.0670657575861472,2.6269561519231917
all,gamma,FC3,6.772193395788032,20.939991000325314,0.689804937835806,6.399817649411684
all,gamma,FC4,38.7058606886797,124.99819307339365,2.1035691522434368,9.201893411323832
all,gamma,FCZ,6.505630118416469,20.05666487844642,1.7044756933272143,5.303339497597283
all,gamma,FP1,1.7276850926405058,5.323743807522635,-5.734798198497765,7.195357646269674
all,gamma,FP2,1.7832399344158518,4.593557986049076,-3.1341181687192297,6.446115786108469
all,gamma,FZ,5.853708460688547,17.401304653916448,1.3350096522255042,5.434154887687207
all,gamma,O1,8.104395887615693,22.93179599275748,3.704102108495651,5.037278002550679
all,gamma,O2,4.062571652614072,5.951414492863026,2.4039780575077523,7.137844817995501
all,gamma,OZ,124.12280448028649,432.5634642377151,2.660566690039783,10.917343550182876
all,gamma,P3,14.904364690751233,47.16917165814243,2.730296013930613,6.674761533372017
all,gamma,P4,2.581868099445083,4.769284617224104,0.8757389096413752,4.448376317961999
all,gamma,P7,6.021532706340873,18.731974242691248,0.9977089399705301,5.583529832591003
all,gamma,P8,1.7692476727555961,2.7505885336484965,0.7974253411831689,2.963048549992345
all,gamma,PZ,1.7967986438439194,2.9487658040263067,0.7826035401843193,3.002484636729823
all,gamma,T7,2.256062652845832,4.044673704315076,1.2434871903542661,3.493188882682271
all,gamma,T8,13.463312582853174,45.026908515416835,0.32983094303452304,7.87712347971104
