grupo,banda,canal,psd_mean,psd_std,psd_db_mean,psd_db_std
all,total,C1,506.4746949772814,1609.945134904242,15.823394173324266,7.830088617717285
all,total,C2,81.00098286376372,210.21156407769448,14.335349633413175,5.121936825526669
all,total,C3,85.81079538861667,280.29589980614935,13.802420244844704,4.9949737018456055
all,total,C4,118.06081972510434,293.2167888899577,15.229246402027831,5.6619265544239425
all,total,CP1,85.84944804106277,280.8320827733461,13.76001900690546,5.022390504231646
all,total,CP3,1203.7730414295506,3850.9323290731445,16.846940798559746,8.84562190877585
all,total,CPZ,1487.7886475036858,4535.1900953245795,17.08053354680455,9.39373024630557
all,total,CZ,500.0881211539673,2520.4019845875155,14.726253610477592,7.182667353843989
all,total,F3,90.4092728215921,274.3403003560747,14.812185767549742,4.659336651107862
all,total,F4,93.16721817147588,276.05560974348185,15.072959910408029,4.62158901290697
all,total,F7,98.59136322355334,275.57129406176597,15.909586662416025,4.214183603185945
all,total,F8,103.73812865959951,281.2712456046756,16.524302954076504,3.977965092845366
all,total,FC1,85.71359621909731,272.0872060987782,14.060861287413111,4.918018522850566
all,total,FC2,107.13431675675692,283.1520918284132,16.870328381412605,4.031865203418413
all,total,FC3,81.1093575480776,272.38948656535007,13.177034800654065,5.190489959332016
all,total,FC4,1321.184888822501,4458.767814926015,16.17891401961396,9.499245181862628
all,total,FCZ,87.32549988777997,272.204106903014,14.46470235178607,4.80954573253616
all,total,FP1,89.23855459543381,274.8773885298201,14.140251877148806,5.2957307210483515
all,total,FP2,87.33906568354699,278.62096699843676,13.332821006185238,5.601388134474452
all,total,FZ,88.98534054600417,272.12536720807975,14.449714884859974,4.899317230944914
all,total,O1,498.4374020302695,1250.7596903093186,20.477004256604996,5.962771062969115
all,total,O2,173.95532853931022,285.3124225478768,19.79080158045028,4.158518843853342
all,total,OZ,1383.88986971762,4253.104419496689,20.092979460931275,8.07175763834987
all,total,P3,103.57188612370234,264.5238800070514,15.480040187285727,5.3643865137468225
all,total,P4,337.76356802388614,1279.5215595587117,16.731147608385964,6.627641962436617
all,total,P7,86.79800619306761,272.2098614759257,14.19138512603236,4.897303112358894
all,total,P8,121.40461387401672,346.9892983852142,16.79047037984773,4.308990826735091
all,total,PZ,110.67998910765601,285.61220727428025,16.882707929211495,4.150937957255322
all,total,T7,120.67490422801058,263.2170761071121,17.971688402738828,3.8171944693550888
all,total,T8,112.16540983734575,285.9498798504015,16.63974835976206,4.554652837507208
all,delta,C1,63.125830833015975,222.2338024697349,8.871509195389054,6.911683641363462
all,delta,C2,30.01696466249106,123.72561141150712,6.887862593586885,6.736528043579425
all,delta,C3,27.696476327306485,154.94881873543935,4.821192380286872,5.582632101829623
all,delta,C4,46.22858267230118,168.0695535642841,7.403255325451247,7.458457065895242
all,delta,CP1,28.19901757518483,153.40060579538311,5.875586863633674,5.407677253731996
all,delta,CP3,241.09951768273854,740.1055864234527,9.71193169101857,9.290658806642591
all,delta,CPZ,625.6029176650659,2108.309838402172,9.777960280721508,11.03262963573626
all,delta,CZ,233.43860902741994,1219.9245298688825,7.18034983203084,8.830301335529763
all,delta,F3,28.460244385139507,153.3613180497226,6.09587117852785,5.396398532306675
all,delta,F4,28.724846809442013,153.47389450681172,6.119389401421248,5.3737792544388885
all,delta,F7,31.56301367476921,152.19861622051909,8.385166549897646,4.529441293439656
all,delta,F8,33.46232990529929,156.04430199323758,9.387939287513737,4.540935025777656
all,delta,FC1,28.18738540093888,152.80770215855154,5.518578601682729,5.521230015593319
all,delta,FC2,32.53205820589478,156.5807910429856,7.397727250837813,5.375489859115675
all,delta,FC3,27.533687037079517,151.8466918021104,5.250574943607683,5.7485410448518515
all,delta,FC4,572.8563579470162,2120.9995711551537,9.250760164926598,11.064306287600273
all,delta,FCZ,28.054594330410424,152.2451602793829,6.073006717111549,5.260842912153438
all,delta,FP1,28.690112860763275,153.77947073579446,6.134922615378315,5.461781064351562
all,delta,FP2,28.734856274697066,154.67657549421943,5.243121838885979,5.962840179928014
all,delta,FZ,28.67422080667297,152.5314986595172,6.069939924554932,5.405619607691148
all,delta,O1,241.36059557201116,714.9505420225435,10.367162372957877,8.562742396231426
all,delta,O2,41.20694400745448,146.1554526805876,9.063905804719148,5.966554766461953
all,delta,OZ,262.0037018473584,820.9038704307906,11.327377388712785,8.549455877832942
all,delta,P3,22.80562476874798,114.72071521018357,6.044254890186914,5.3543183291727425
all,delta,P4,130.35434863675795,692.6416291930498,7.2409693520435345,7.6696038583767185
all,delta,P7,28.40692603834541,152.36252696785687,5.749738228299601,5.494819497232635
all,delta,P8,36.80226723384769,191.50630233867022,7.706734071794131,5.268079344763546
all,delta,PZ,29.503910504724875,152.2622594317424,7.819008048859445,4.785693576829875
all,delta,T7,30.784948784703175,112.47778038042897,8.925533728988615,5.063230462521596
all,delta,T8,34.016590617378455,160.35039947095015,7.552260293762523,5.223012246665497
all,theta,C1,54.22524768494407,163.8834385921482,8.393000432245437,6.953288718393703
all,theta,C2,13.1529758828711,44.35074101903717,6.637674657868508,4.829937794333668
all,theta,C3,13.643674172440283,67.36296210102519,5.42765270581404,4.243787183915764
all,theta,C4,19.3638338814371,56.39773287832578,7.405810051835512,5.525901371257288
all,theta,CP1,13.598285775616306,67.21737943893855,5.400209592274673,4.240966773158609
all,theta,CP3,144.79329576001706,447.86332481990365,9.169542634651592,8.342257458123886
all,theta,CPZ,249.99053669193086,932.7565588266293,9.391657602083999,9.150048466653118
all,theta,CZ,128.5919495575635,709.0167687616909,7.190345160536258,7.307149185761438
all,theta,F3,14.462345217334924,65.05094959873847,6.865869936688799,3.7558182188725437
all,theta,F4,14.43300261733519,65.47701901895525,6.764887972210824,3.7842996599091867
all,theta,F7,16.0609023195893,64.42675110172054,8.153285362629983,3.516726870795788
all,theta,F8,17.33542104395585,66.51239546412089,8.790808379114159,3.423287658423771
all,theta,FC1,14.511045555014721,64.71035531518632,6.676264525712964,3.9920054192068455
all,theta,FC2,18.099702730574386,70.07586631859205,8.216927579487447,3.756615103536368
all,theta,FC3,13.076608490758156,65.34633209745333,5.114141667941798,4.293696248513995
all,theta,FC4,243.75698566828524,1049.9161280359451,8.669860529997074,9.217756748533194
all,theta,FCZ,14.835449534142821,65.1537566661904,7.210163357006896,3.7720025147038876
all,theta,FP1,13.875675429163595,65.25268089342792,5.9850298410779565,4.210941802507875
