,Número da Trajetória,Sorteio,Tempo 1,Tempo 2,ID,Fase,Score total,Score Parcial,Proporção espacial x,Proporção espacial y,Trajetória Completa,Trajetória Simplificada,Acuracia,Media Acuracia,Taxa de Falsos Positivos,Media FPR,Similaridade,Media Similaridade,Desempenho,Desempenho ponderado com proporção,Complexidade,nivel
198,1,13,737448.4708293403,737448.4711187037,df_ID_30,Fase Execucao,0.16666666666666669,0.1554639292474863,0.9288461538461539,0.9367209971236817,"[1, 3, 1, 3, 1, 3, 4, 4, 4, 2, 3, 3, 2, 2, 3, 4, 4, 4]","[1, 3, 1, 3, 1, 3, 4, 2, 3, 2, 3, 4]",0.6875,0.5902777777777778,0.7142857142857143,0.3813492063492064,0.6805037835670246,0.7611412371290641,0.5512393564271034,0.5141870178360786,4,Fácil
199,2,7,737448.4725899537,737448.4728793171,df_ID_30,Fase Execucao,0.9333333333333333,0.8661108242987439,0.9192307692307692,0.9367209971236817,"[1, 3, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 4, 2, 2, 4, 4, 4, 2, 4, 4, 4]","[1, 3, 1, 3, 2, 4, 1, 4, 2, 4, 2, 4]",0.75,0.5902777777777778,0.5,0.3813492063492064,0.7546986634314043,0.7611412371290641,0.6682328878104681,0.6201040042339869,4,Fácil
200,3,2,737448.4739677662,737448.4742571296,df_ID_30,Fase Execucao,0.33333333333333337,0.310287754750842,0.926923076923077,0.9348034515819751,"[1, 1, 2, 2, 1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 1, 4, 4]","[1, 2, 1, 3, 2, 4, 1, 4]",0.8125,0.5902777777777778,0.5,0.3813492063492064,0.8879640301920464,0.7611412371290641,0.7334880100640154,0.6827770433382792,4,Fácil
201,4,8,737448.4755958449,737448.4758851967,df_ID_30,Fase Execucao,0.21428571428571427,0.19926228493462433,0.9173076923076923,0.9424736337488016,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 2, 1, 3, 3, 2, 4, 4, 4]","[1, 3, 2, 4, 2, 1, 3, 2, 4]",0.75,0.5902777777777778,1.0,0.3813492063492064,0.8103109116782926,0.7611412371290641,0.5201036372260975,0.48363951606357863,6,Médio
202,5,5,737448.4773833912,737448.477672743,df_ID_30,Fase Execucao,0.6190476190476191,0.5753583983929142,0.926923076923077,0.9319271332694151,"[1, 3, 1, 1, 3, 3, 2, 2, 4, 2, 4, 4, 3, 4, 4, 4]","[1, 3, 1, 3, 2, 4, 2, 4, 3, 4]",1.0,0.5902777777777778,0.0,0.3813492063492064,0.8867889026274117,0.7611412371290641,0.9622629675424705,0.8943513597383863,6,Médio
203,6,12,737448.4786179282,737448.4789072917,df_ID_30,Fase Execucao,0.47619047619047616,0.44532405114859575,0.9288461538461539,0.9415148609779482,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 1, 4, 2, 4, 4, 2, 2, 2, 4, 4, 4, 4]","[1, 3, 2, 1, 4, 2, 4, 2, 4]",0.6875,0.5902777777777778,0.75,0.3813492063492064,0.7819021806741236,0.7611412371290641,0.5731340602247079,0.5359838012560714,6,Médio
204,7,16,737448.47975853,737448.480047882,df_ID_30,Fase Execucao,0.4074074074074074,0.38002181139765034,0.926923076923077,0.9386385426653883,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 1, 4, 2, 1, 1, 3, 3, 2, 4, 2, 2, 4, 4]","[1, 3, 2, 4, 1, 4, 2, 1, 3, 2, 4, 2, 4]",0.8125,0.5902777777777778,1.0,0.3813492063492064,0.6824987262099435,0.7611412371290641,0.4983329087366479,0.4648353741584858,8,Difícil
205,8,18,737448.4808621064,737448.4811514583,df_ID_30,Fase Execucao,0.3888888888888889,0.35919305340446284,0.9038461538461539,0.9434324065196549,"[1, 3, 3, 3, 1, 1, 4, 4, 4, 2, 2, 4, 3, 2, 4, 4, 3, 3, 2, 4, 4, 1, 3, 3, 2, 1, 1, 4, 4, 2, 2, 4]","[1, 3, 1, 4, 2, 4, 3, 2, 4, 3, 2, 4, 1, 3, 2, 1, 4, 2, 4]",0.6875,0.5902777777777778,0.0,0.3813492063492064,0.6945292079305901,0.7611412371290641,0.7940097359768634,0.733378580995888,8,Difícil
206,9,17,737448.4823263773,737448.4826157292,df_ID_30,Fase Execucao,0.18518518518518517,0.17478362738429853,0.9442307692307692,0.9434324065196549,"[1, 1, 1, 3, 3, 3, 2, 4, 2, 3, 2, 4, 4, 4, 4, 4, 3]","[1, 3, 2, 4, 2, 3, 2, 4, 3]",0.5625,0.5902777777777778,1.0,0.3813492063492064,0.8439494725697222,0.7611412371290641,0.4688164908565741,0.4424838129872452,8,Difícil
207,1,10,737448.4841651504,737448.4844545024,df_ID_30,Fase Execucao,0.5333333333333334,0.49748457359195625,0.9288461538461539,0.9367209971236817,"[2, 3, 2, 3, 2, 3, 4, 4, 4, 1, 3, 3, 1, 1, 3, 4, 4, 4]","[2, 3, 2, 3, 2, 3, 4, 1, 3, 1, 3, 4]",0.6875,0.5902777777777778,0.0,0.3813492063492064,0.6639061303092924,0.7611412371290641,0.7838020434364307,0.7311176725490187,4,Fácil
208,2,6,737448.4853502084,737448.4856395602,df_ID_30,Fase Execucao,0.23333333333333334,0.21652770607468597,0.9192307692307692,0.9367209971236817,"[2, 3, 2, 2, 3, 3, 1, 1, 1, 4, 4, 2, 4, 1, 1, 4, 4, 4, 1, 4, 4, 4]","[2, 3, 2, 3, 1, 4, 2, 4, 1, 4, 1, 4]",0.5625,0.5902777777777778,0.0,0.3813492063492064,0.7132272773160439,0.7611412371290641,0.7585757591053479,0.7039400100126194,4,Fácil
209,3,14,737448.4868129977,737448.4871023495,df_ID_30,Fase Execucao,0.4,0.37234530570101043,0.926923076923077,0.9348034515819751,"[2, 1, 2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 2, 4, 4, 4, 4]","[2, 1, 2, 3, 1, 4, 2, 4]",0.25,0.5902777777777778,0.5,0.3813492063492064,0.8691022133224672,0.7611412371290641,0.5397007377741557,0.5023875904839472,4,Fácil
210,4,9,737448.4888166203,737448.4891059722,df_ID_30,Fase Execucao,0.19047619047619047,0.1771220310529994,0.9173076923076923,0.9424736337488016,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 1, 1, 2, 3, 3, 1, 4, 4, 4]","[2, 3, 1, 4, 1, 2, 3, 1, 4]",0.5,0.5902777777777778,0.0,0.3813492063492064,0.7357995634779898,0.7611412371290641,0.7452665211593299,0.6930163794936043,6,Médio
211,5,15,737448.4900998727,737448.4903892245,df_ID_30,Fase Execucao,0.49999999999999994,0.46471255254812294,0.926923076923077,0.9319271332694151,"[2, 3, 2, 2, 3, 3, 1, 1, 4, 1, 4, 4, 3, 4, 4, 4]","[2, 3, 2, 3, 1, 4, 1, 4, 3, 4]",0.4375,0.5902777777777778,0.0,0.3813492063492064,0.84331885838097,0.7611412371290641,0.7602729527936566,0.7066167690520776,6,Médio
212,6,4,737448.4916861689,737448.4919755209,df_ID_30,Fase Execucao,0.40476190476190477,0.37852544347630634,0.9288461538461539,0.9415148609779482,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 2, 4, 1, 4, 4, 1, 1, 1, 4, 4, 4, 4]","[2, 3, 1, 2, 4, 1, 4, 1, 4]",0.4375,0.5902777777777778,0.5,0.3813492063492064,0.7287925259999315,0.7611412371290641,0.5554308419999772,0.5194280966538414,6,Médio
213,7,11,737448.4926256018,737448.4929149537,df_ID_30,Fase Execucao,0.5185185185185185,0.4836641235970095,0.926923076923077,0.9386385426653883,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 2, 4, 1, 2, 2, 3, 3, 1, 4, 1, 1, 4, 4]","[2, 3, 1, 4, 2, 4, 1, 2, 3, 1, 4, 1, 4]",0.5625,0.5902777777777778,0.0,0.3813492063492064,0.6806020087005665,0.7611412371290641,0.7477006695668554,0.6974408360422614,8,Difícil
214,8,1,737448.4934833102,737448.493772662,df_ID_30,Fase Execucao,0.5555555555555556,0.5131329334349468,0.9038461538461539,0.9434324065196549,"[2, 3, 3, 3, 2, 2, 4, 4, 4, 1, 1, 4, 3, 1, 4, 4, 3, 3, 1, 4, 4, 2, 3, 3, 1, 2, 2, 4, 4, 1, 1, 4]","[2, 3, 2, 4, 1, 4, 3, 1, 4, 3, 1, 4, 2, 3, 1, 2, 4, 1, 4]",0.125,0.5902777777777778,0.0,0.3813492063492064,0.6577748024454927,0.7611412371290641,0.5942582674818309,0.548880278419658,8,Difícil
215,9,3,737448.4946726505,737448.4949620023,df_ID_30,Fase Execucao,0.4074074074074074,0.38452398024545675,0.9442307692307692,0.9434324065196549,"[2, 2, 2, 3, 3, 3, 1, 4, 1, 3, 1, 4, 4, 4, 4, 4, 3]","[2, 3, 1, 4, 1, 3, 1, 4, 3]",0.3125,0.5902777777777778,0.4,0.3813492063492064,0.7848730094898416,0.7611412371290641,0.5657910031632806,0.5340114209211082,8,Difícil
216,1,6,737455.3786013542,737455.3793768055,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
217,2,3,737455.3798790277,737455.3804648727,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
218,3,16,737455.3809661806,737455.3815934028,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
219,4,11,737455.3820946875,737455.3828599653,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
220,5,7,737455.3833612037,737455.3839883333,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
221,6,17,737455.3844895833,737455.384989294,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
222,7,14,737455.3854905787,737455.386129537,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
223,8,8,737455.3866307639,737455.3869462037,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
224,9,5,737455.3874474305,737455.3879388889,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
225,1,15,737455.3884401504,737455.3889315277,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
226,2,1,737455.3894330555,737455.3901820949,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
227,3,2,737455.3906832986,737455.3910968981,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
228,4,4,737455.3915980903,737455.3924127662,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
229,5,18,737455.3929140046,737455.3932990393,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
230,6,13,737455.3938002547,737455.3942836806,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
231,7,9,737455.3947848727,737455.3950677315,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
232,8,10,737455.3955689584,737455.3960519676,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
233,9,12,737455.3965531945,737455.3970814467,df_ID_35,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
234,1,6,737455.3794834143,737455.3797727663,df_ID_35,Fase Execucao,0.16666666666666669,0.13266357523907862,0.8057692307692308,0.7861936720997124,"[1, 1, 3, 1, 3, 2, 3, 2, 4, 2, 4, 4, 2, 2, 3, 4, 4, 4]","[1, 3, 1, 3, 2, 3, 2, 4, 2, 4, 2, 3, 4]",0.5625,0.6038425925925925,0.7142857142857143,0.27949735449735447,0.6507383579882047,0.7620934415738806,0.4996508812341635,0.39771283365528226,4,Fácil
235,2,3,737455.3805708565,737455.3808602083,df_ID_35,Fase Execucao,0.8333333333333333,0.6744620731617376,0.7711538461538462,0.8475551294343241,"[1, 3, 1, 4, 1, 3, 3, 3, 2, 2, 4, 2, 4, 2, 2, 4, 4, 4, 2, 4, 4, 4]","[1, 3, 1, 4, 1, 3, 2, 4, 2, 4, 2, 4, 2, 4]",0.75,0.6038425925925925,0.75,0.27949735449735447,0.7472978698485586,0.7620934415738806,0.5824326232828528,0.4713944574916587,4,Fácil
236,3,16,737455.3816993635,737455.3819887269,df_ID_35,Fase Execucao,0.2,0.1608256508592079,0.8038461538461539,0.8044103547459253,"[1, 3, 1, 1, 3, 3, 2, 2, 4, 4, 1, 2, 2, 4, 4, 1, 4, 4]","[1, 3, 1, 3, 2, 4, 1, 2, 4, 1, 4]",0.8125,0.6038425925925925,0.0,0.27949735449735447,0.847025200818285,0.7620934415738806,0.8865084002727617,0.7128664523301105,4,Fácil
237,4,11,737455.3829659143,737455.3832552546,df_ID_35,Fase Execucao,0.16666666666666666,0.1481867824569167,0.9019230769230769,0.8763183125599233,"[3, 3, 3, 2, 2, 2, 4, 4, 4, 2, 2, 1, 3, 3, 2, 4, 4, 4]","[3, 2, 4, 2, 1, 3, 2, 4]",0.5,0.6038425925925925,0.0,0.27949735449735447,0.8008482280480237,0.7620934415738806,0.7669494093493413,0.6819105916722695,6,Médio
238,5,7,737455.3840942824,737455.3843836343,df_ID_35,Fase Execucao,0.6666666666666665,0.5398376232268849,0.7173076923076923,0.9022051773729626,"[1, 3, 1, 1, 3, 3, 2, 2, 2, 4, 1, 1, 4, 2, 2, 4]","[1, 3, 1, 3, 2, 4, 1, 4, 2, 4]",0.875,0.6038425925925925,0.5,0.27949735449735447,0.8643558937793571,0.7620934415738806,0.746451964593119,0.6044442816284824,6,Médio
239,6,17,737455.3850952778,737455.3853846296,df_ID_35,Fase Execucao,0.38095238095238093,0.34875693178665373,0.9019230769230769,0.9290508149568553,"[2, 2, 2, 1, 1, 1, 3, 3, 3, 2, 4, 4, 4, 2, 3, 3, 3, 2, 4, 4, 4]","[2, 1, 3, 2, 4, 2, 3, 2, 4]",0.375,0.6038425925925925,0.25,0.27949735449735447,0.7923044809025472,0.7620934415738806,0.6391014936341824,0.5850890745528284,6,Médio
240,7,14,737455.3862354861,737455.3865248496,df_ID_35,Fase Execucao,0.40740740740740744,0.34559394743958505,0.8346153846153846,0.8619367209971237,"[1, 1, 2, 4, 2, 2, 1, 3, 1, 1, 3, 3, 2, 2, 4, 4, 2, 4, 2, 4, 2, 2, 4, 4]","[1, 2, 4, 2, 1, 3, 1, 3, 2, 4, 2, 4, 2, 4, 2, 4]",0.5625,0.6038425925925925,0.3333333333333333,0.27949735449735447,0.7953078774179475,0.7620934415738806,0.6748248480282047,0.5724377584209459,8,Difícil
241,8,8,737455.3870521412,737455.3873414815,df_ID_35,Fase Execucao,0.4444444444444445,0.38534061017282495,0.8653846153846154,0.8686481303930969,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 4, 2, 3, 2, 1, 3, 3, 2, 4, 4, 4, 4, 1, 3, 3, 2, 1, 1, 4, 4, 2, 2, 4]","[1, 3, 2, 4, 2, 3, 2, 1, 3, 2, 4, 1, 3, 2, 1, 4, 2, 4]",1.0,0.6038425925925925,0.0,0.27949735449735447,0.7241164058964481,0.7620934415738806,0.9080388019654827,0.7872845085224551,8,Difícil
242,9,5,737455.388044838,737455.3883342014,df_ID_35,Fase Execucao,0.35185185185185186,0.2988067922631681,0.8384615384615385,0.8600191754554171,"[1, 3, 1, 1, 3, 3, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 3]","[1, 3, 1, 3, 2, 4, 2, 4, 3]",0.9375,0.6038425925925925,0.2,0.27949735449735447,0.8421415878507189,0.7620934415738806,0.859880529283573,0.7302452476304263,8,Difícil
243,1,15,737455.3890377778,737455.3893271296,df_ID_35,Fase Execucao,0.46666666666666673,0.3714580106694201,0.8057692307692308,0.7861936720997124,"[2, 2, 3, 2, 3, 1, 3, 1, 4, 1, 4, 4, 1, 1, 3, 4, 4, 4]","[2, 3, 2, 3, 1, 3, 1, 4, 1, 4, 1, 3, 4]",0.8125,0.6038425925925925,0.0,0.27949735449735447,0.5880248021306745,0.7620934415738806,0.8001749340435582,0.6369244054014741,4,Fácil
244,2,1,737455.3902880208,737455.3905773726,df_ID_35,Fase Execucao,0.26666666666666666,0.21582786341175603,0.7711538461538462,0.8475551294343241,"[2, 3, 2, 4, 2, 3, 3, 3, 1, 1, 4, 1, 4, 1, 1, 4, 4, 4, 1, 4, 4, 4]","[2, 3, 2, 4, 2, 3, 1, 4, 1, 4, 1, 4, 1, 4]",0.375,0.6038425925925925,0.5,0.27949735449735447,0.6966731912120169,0.7620934415738806,0.523891063737339,0.42401358355103236,4,Fácil
245,3,2,737455.3912028241,737455.3914921759,df_ID_35,Fase Execucao,0.5,0.40206412714801976,0.8038461538461539,0.8044103547459253,"[2, 3, 2, 2, 3, 3, 1, 1, 4, 4, 2, 1, 1, 2, 4, 4, 4, 4]","[2, 3, 2, 3, 1, 4, 2, 1, 2, 4]",0.25,0.6038425925925925,0.0,0.27949735449735447,0.7998816830578459,0.7620934415738806,0.6832938943526153,0.549455926436911,4,Fácil
246,4,4,737455.3925187152,737455.3928080671,df_ID_35,Fase Execucao,0.19047619047619047,0.16935632280790477,0.9019230769230769,0.8763183125599233,"[3, 3, 3, 1, 1, 1, 4, 4, 4, 1, 1, 2, 3, 3, 1, 4, 4, 4]","[3, 1, 4, 1, 2, 3, 1, 4]",0.6666666666666666,0.6038425925925925,0.3333333333333333,0.27949735449735447,0.7894853391106018,0.7620934415738806,0.7076062241479785,0.6291473376178602,6,Médio
247,5,18,737455.3934049653,737455.3936943056,df_ID_35,Fase Execucao,0.5476190476190477,0.44343804765065553,0.7173076923076923,0.9022051773729626,"[2, 3, 2, 2, 3, 3, 1, 1, 1, 4, 2, 2, 4, 1, 1, 4]","[2, 3, 2, 3, 1, 4, 2, 4, 1, 4]",0.375,0.6038425925925925,0.25,0.27949735449735447,0.7905694150420949,0.7620934415738806,0.638523138347365,0.5170482200712194,6,Médio
248,6,13,737455.3943895949,737455.3946789468,df_ID_35,Fase Execucao,0.6428571428571428,0.5885273223899781,0.9019230769230769,0.9290508149568553,"[1, 1, 1, 2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 1, 3, 3, 3, 1, 4, 4, 4]","[1, 2, 3, 1, 4, 1, 3, 1, 4]",0.75,0.6038425925925925,1.0,0.27949735449735447,0.7725875577509221,0.7620934415738806,0.507529185916974,0.46463634439052787,6,Médio
249,7,9,737455.395173669,737455.3954630324,df_ID_35,Fase Execucao,0.2222222222222222,0.1885057895125009,0.8346153846153846,0.8619367209971237,"[2, 2, 1, 4, 1, 1, 2, 3, 2, 2, 3, 3, 1, 1, 4, 4, 1, 4, 1, 4, 1, 1, 4, 4]","[2, 1, 4, 1, 2, 3, 2, 3, 1, 4, 1, 4, 1, 4, 1, 4]",0.64,0.6038425925925925,0.0,0.27949735449735447,0.7440659145620316,0.7620934415738806,0.794688638187344,0.6741153412115377,8,Difícil
250,8,10,737455.3961579051,737455.3964472685,df_ID_35,Fase Execucao,0.5555555555555556,0.4816757627160312,0.8653846153846154,0.8686481303930969,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 1, 3, 1, 2, 3, 3, 1, 4, 4, 4, 4, 2, 3, 3, 1, 2, 2, 4, 4, 1, 1, 4]","[2, 3, 1, 4, 1, 3, 1, 2, 3, 1, 4, 2, 3, 1, 2, 4, 1, 4]",0.25,0.6038425925925925,0.0,0.27949735449735447,0.6879105856016257,0.7620934415738806,0.6459701952005419,0.5600667356370802,8,Difícil
251,9,12,737455.3971874074,737455.3974767593,df_ID_35,Fase Execucao,0.40740740740740744,0.3459868120941947,0.8384615384615385,0.8600191754554171,"[2, 3, 2, 2, 3, 3, 1, 1, 4, 1, 4, 4, 4, 4, 4, 4, 3]","[2, 3, 2, 3, 1, 4, 1, 4, 3]",0.375,0.6038425925925925,0.2,0.27949735449735447,0.784347557311944,0.7620934415738806,0.6531158524373147,0.5546523396591057,8,Difícil
252,1,13,737460.4962753125,737460.4996986343,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
253,2,7,737460.500200868,737460.5015054977,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
254,3,2,737460.5020069445,737460.5027323958,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
255,4,8,737460.5032338657,737460.5045041551,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
256,5,5,737460.5050055092,737460.505902963,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
257,6,12,737460.5064043519,737460.5074734723,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
258,7,16,737460.5079748959,737460.5086764814,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
259,8,18,737460.5091779167,737460.5098752662,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
260,9,17,737460.5103766667,737460.5115447569,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
261,1,10,737460.5120461805,737460.5142963658,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
262,2,6,737460.5147977894,737460.5157847338,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
263,3,14,737460.5162860879,737460.516851493,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
264,4,9,737460.5173529166,737460.5177916088,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
265,5,15,737460.5182930208,737460.5189523149,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
266,6,4,737460.5194537037,737460.5225694675,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
267,7,11,737460.5230709028,737460.5235421065,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
268,8,1,737460.5240434838,737460.5275872338,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
269,9,3,737460.5280886227,737460.5291696527,df_ID_41,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
270,1,13,737460.4998052778,737460.5000946296,df_ID_41,Fase Execucao,0.16666666666666669,0.1283200580180446,0.6846153846153846,0.8552253116011506,"[1, 3, 1, 3, 1, 3, 4, 4, 4, 2, 4, 4, 2, 2, 3, 4, 4, 4]","[1, 3, 1, 3, 1, 3, 4, 2, 4, 2, 3, 4]",0.4375,0.5731292517006802,0.7142857142857143,0.3440035273368607,0.6958444777909523,0.7770199028986562,0.4730195878350793,0.3641874057280135,4,Fácil
271,2,7,737460.5016115856,737460.5019009375,df_ID_41,Fase Execucao,0.6666666666666667,0.5116951840106203,0.698076923076923,0.8370086289549377,"[3, 1, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 2, 4, 2, 4, 4, 4, 2, 4, 4, 4]","[3, 1, 3, 2, 4, 1, 2, 4, 2, 4, 2, 4]",0.6875,0.5731292517006802,0.5,0.3440035273368607,0.7845877194088856,0.7770199028986562,0.6573625731362952,0.5045538942340071,4,Fácil
272,3,2,737460.5028385185,737460.5031278704,df_ID_41,Fase Execucao,0.33333333333333337,0.257769747031492,0.7076923076923077,0.8389261744966443,"[1, 1, 2, 2, 1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4, 4, 4]","[1, 2, 1, 3, 2, 4]",0.75,0.5731292517006802,0.5,0.3440035273368607,0.8846889689631078,0.7770199028986562,0.7115629896543693,0.5502582355205368,4,Fácil
273,4,8,737460.504610162,737460.5048995023,df_ID_41,Fase Execucao,0.21428571428571427,0.1680759616701611,0.7211538461538461,0.8475551294343241,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 2, 3, 3, 4, 4, 4, 4, 4]","[1, 3, 2, 4, 2, 3, 4]",0.75,0.5731292517006802,0.75,0.3440035273368607,0.8679970605809241,0.7770199028986562,0.6226656868603081,0.4883906258842692,6,Médio
274,5,5,737460.506008993,737460.5062983565,df_ID_41,Fase Execucao,0.5119047619047619,0.37352643561296484,0.7038461538461539,0.7555129434324065,"[3, 1, 1, 1, 3, 3, 2, 2, 2, 4, 4, 4, 4, 2, 2, 4]","[3, 1, 3, 2, 4, 2, 4]",0.8125,0.5731292517006802,0.25,0.3440035273368607,0.8690303074195257,0.7770199028986562,0.8105101024731752,0.5914126457402032,6,Médio
275,6,12,737460.5075795486,737460.5078689004,df_ID_41,Fase Execucao,0.42857142857142855,0.3322353102314751,0.7,0.850431447746884,"[3, 1, 1, 1, 4, 3, 3, 3, 2, 2, 2, 4, 4, 4, 3, 3, 3, 2, 4, 4, 4]","[3, 1, 4, 3, 2, 4, 3, 2, 4]",0.5,0.5731292517006802,1.0,0.3440035273368607,0.764362292130608,0.7770199028986562,0.4214540973768693,0.3267178431774378,6,Médio
276,7,16,737460.5087825694,737460.5090719329,df_ID_41,Fase Execucao,0.31481481481481477,0.23966667964151184,0.6865384615384615,0.8360498561840843,"[1, 3, 1, 1, 3, 2, 3, 2, 2, 4, 4, 4, 2, 2, 4, 4, 2, 4, 2, 4, 2, 2, 4, 4]","[1, 3, 1, 3, 2, 3, 2, 4, 2, 4, 2, 4, 2, 4, 2, 4]",0.9375,0.5731292517006802,0.0,0.3440035273368607,0.7646317114371718,0.7770199028986562,0.9007105704790573,0.6857056961303113,8,Difícil
277,8,18,737460.5099813079,737460.5102706597,df_ID_41,Fase Execucao,0.37037037037037035,0.28604855869956536,0.6942307692307692,0.850431447746884,"[3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 2, 2, 1, 3, 3, 2, 4, 4, 4, 4, 1, 3, 3, 2, 1, 1, 4, 4, 2, 2, 4]","[3, 1, 4, 2, 1, 3, 2, 4, 1, 3, 2, 1, 4, 2, 4]",0.75,0.5731292517006802,0.0,0.3440035273368607,0.6683366941521861,0.7770199028986562,0.806112231384062,0.6225855532312541,8,Difícil
278,9,17,737460.5116507986,737460.5119401504,df_ID_41,Fase Execucao,0.0,0.0,0.7096153846153846,0.8513902205177373,"[1, 1, 1, 3, 3, 3, 4, 4, 4, 2, 2, 2, 3, 3, 3, 4, 4]","[1, 3, 4, 2, 3, 4]",0.4375,0.5731292517006802,0.8,0.3440035273368607,0.8549108042488857,0.7770199028986562,0.4974702680829619,0.3882769384322902,8,Difícil
279,1,10,737460.5144024075,737460.5146917593,df_ID_41,Fase Execucao,0.5,0.3849601740541338,0.6846153846153846,0.8552253116011506,"[2, 3, 2, 3, 2, 3, 4, 4, 4, 1, 4, 4, 1, 1, 3, 4, 4, 4]","[2, 3, 2, 3, 2, 3, 4, 1, 4, 1, 3, 4]",0.5,0.5731292517006802,0.0,0.3440035273368607,0.6799091080705487,0.7770199028986562,0.7266363693568496,0.5594521264433534,4,Fácil
280,2,6,737460.5158907523,737460.5161801158,df_ID_41,Fase Execucao,0.23333333333333334,0.1790933144037171,0.698076923076923,0.8370086289549377,"[3, 2, 2, 2, 3, 3, 1, 1, 1, 4, 4, 2, 1, 4, 1, 4, 4, 4, 1, 4, 4, 4]","[3, 2, 3, 1, 4, 2, 1, 4, 1, 4, 1, 4]",0.5625,0.5731292517006802,0.0,0.3440035273368607,0.7587524226766424,0.7770199028986562,0.7737508075588808,0.5938868427783113,4,Fácil
281,3,14,737460.5169575694,737460.5172469213,df_ID_41,Fase Execucao,0.28,0.21652658750645332,0.7076923076923077,0.8389261744966443,"[2, 2, 1, 1, 2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4]","[2, 1, 2, 3, 1, 4]",0.25,0.5731292517006802,0.5,0.3440035273368607,0.860339731285224,0.7770199028986562,0.536779910428408,0.415096865168153,4,Fácil
282,4,9,737460.517897662,737460.5181870139,df_ID_41,Fase Execucao,0.19047619047619047,0.14940085481792098,0.7211538461538461,0.8475551294343241,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 1, 1, 3, 3, 4, 4, 4, 4, 4]","[2, 3, 1, 4, 1, 3, 4]",0.5,0.5731292517006802,0.0,0.3440035273368607,0.8124110419230324,0.7770199028986562,0.7708036806410107,0.6045833261189755,6,Médio
