,Número da Trajetória,Sorteio,Tempo 1,Tempo 2,ID,Fase,Score total,Score Parcial,Proporção espacial x,Proporção espacial y,Trajetória Completa,Trajetória Simplificada,Acuracia,Media Acuracia,Taxa de Falsos Positivos,Media FPR,Similaridade,Media Similaridade,Desempenho,Desempenho ponderado com proporção,Complexidade,nivel
100,2,1,737439.8483926042,737439.8486819561,df_ID_14,Fase Execucao,0.2,0.1583682424957593,0.926923076923077,0.6567593480345159,"[2, 3, 2, 3, 4, 4, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 1, 1, 1, 4, 4, 4]","[2, 3, 2, 3, 4, 2, 3, 1, 4, 1, 4]",0.6875,0.5555555555555556,0.0,0.4396825396825397,0.7093245810322272,0.7586270824468584,0.7989415270107424,0.6326348274478473,4,Fácil
101,3,2,737439.8498189005,737439.8501082524,df_ID_14,Fase Execucao,0.30000000000000004,0.25950724610959514,0.8134615384615385,0.9165867689357622,"[2, 2, 2, 3, 3, 4, 4, 3, 1, 3, 1, 3, 2, 1, 1, 4, 4, 4]","[2, 3, 4, 3, 1, 3, 1, 3, 2, 1, 4]",0.25,0.5555555555555556,0.5,0.4396825396825397,0.7976351854422372,0.7586270824468584,0.5158783951474124,0.44624727217380833,4,Fácil
102,4,4,737439.8516700115,737439.8519593634,df_ID_14,Fase Execucao,0.2857142857142857,0.28310400050572626,0.9807692307692307,1.0009587727708533,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 2, 4, 2, 3]","[2, 3, 1, 4, 2, 4, 2, 3]",0.5,0.5555555555555556,0.0,0.4396825396825397,0.8836538125444723,0.7586270824468584,0.7945512708481575,0.7872922518440779,6,Médio
103,5,18,737439.852883125,737439.8531724884,df_ID_14,Fase Execucao,0.5476190476190476,0.4842969350879226,0.9307692307692308,0.837967401725791,"[3, 2, 2, 3, 2, 4, 1, 3, 3, 1, 1, 4, 2, 4, 1, 4]","[3, 2, 3, 2, 4, 1, 3, 1, 4, 2, 4, 1, 4]",0.375,0.5555555555555556,0.25,0.4396825396825397,0.731310340973526,0.7586270824468584,0.618770113657842,0.5472206835598666,6,Médio
104,6,13,737439.8544726736,737439.8547620254,df_ID_14,Fase Execucao,0.25,0.21667642340880594,0.9826923076923076,0.75071907957814,"[3, 4, 2, 3, 2, 3, 3, 4, 4, 4, 3, 2, 3, 3, 1, 1, 1, 4, 4, 4, 4]","[3, 4, 2, 3, 2, 3, 4, 3, 2, 3, 1, 4]",0.375,0.5555555555555556,0.25,0.4396825396825397,0.7123884496034246,0.7586270824468584,0.6124628165344749,0.5308250102302948,6,Médio
105,7,9,737439.8560208102,737439.856310162,df_ID_14,Fase Execucao,0.38888888888888884,0.37134099122354153,0.9576923076923077,0.9520613614573347,"[2, 3, 2, 2, 3, 4, 4, 1, 3, 3, 3, 4, 1, 4, 2, 2, 3, 3, 1, 4, 1, 1, 4, 4]","[2, 3, 2, 3, 4, 1, 3, 4, 1, 4, 2, 3, 1, 4, 1, 4]",0.375,0.5555555555555556,0.0,0.4396825396825397,0.7327310126111117,0.7586270824468584,0.7025770042037038,0.6708745058190936,8,Difícil
106,8,10,737439.8575489814,737439.8578383334,df_ID_14,Fase Execucao,0.5555555555555556,0.5217245003318829,0.9903846153846154,0.887823585810163,"[4, 1, 3, 2, 4, 2, 3, 2, 4, 1, 3, 3, 3, 1, 4, 4, 3, 3, 1, 4, 4, 2, 3, 3, 1, 2, 2, 4, 4, 1, 1, 4]","[4, 1, 3, 2, 4, 2, 3, 2, 4, 1, 3, 1, 4, 3, 1, 4, 2, 3, 1, 2, 4, 1, 4]",0.375,0.5555555555555556,0.0,0.4396825396825397,0.666185050123765,0.7586270824468584,0.6803950167079217,0.6389617502164384,8,Difícil
107,9,12,737439.8589666666,737439.8592560301,df_ID_14,Fase Execucao,0.14814814814814814,0.12213098857394158,0.8884615384615384,0.7603068072866731,"[3, 2, 2, 4, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 3, 3]","[3, 2, 4, 2, 3, 1, 4, 2, 3]",0.3125,0.5555555555555556,0.4,0.4396825396825397,0.7925033995388387,0.7586270824468584,0.5683344665129463,0.46852593909212137,8,Difícil
108,1,5,737442.4936197222,737442.4945128588,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
109,2,13,737442.4950151042,737442.4981354513,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
110,3,7,737442.4986368056,737442.4999846527,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
111,4,8,737442.5004859838,737442.5013177893,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
112,5,3,737442.501819074,737442.5027775695,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
113,6,18,737442.5032788657,737442.5040979745,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
114,7,6,737442.5045992361,737442.5052750463,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
115,8,11,737442.5057763311,737442.5060672801,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
116,9,15,737442.506568507,737442.5071666088,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
117,1,1,737442.5076678357,737442.5091085185,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
118,2,14,737442.5096099074,737442.5100644792,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
119,3,2,737442.5105658101,737442.510901956,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
120,4,10,737442.5114032292,737442.5121647569,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
121,5,4,737442.5126660069,737442.513870081,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
122,6,16,737442.5143713889,737442.5148878125,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
123,7,17,737442.5153890625,737442.5162824075,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
124,8,9,737442.5167836458,737442.5172263079,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
125,9,12,737442.5177275463,737442.5183174653,df_ID_20,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
126,1,5,737442.4946194792,737442.4949088541,df_ID_20,Fase Execucao,0.30000000000000004,0.19625977210708756,0.8865384615384615,0.4218600191754554,"[1, 1, 3, 3, 3, 1, 2, 2, 2, 4, 4, 4]","[1, 3, 1, 2, 4]",0.625,0.5833333333333334,0.5714285714285714,0.4382275132275132,0.7266376295437166,0.7510364802473508,0.5934030193717151,0.3882038044985015,4,Fácil
127,2,13,737442.4982414352,737442.4985307986,df_ID_20,Fase Execucao,0.6,0.5881805442879269,0.9692307692307692,0.9913710450623202,"[1, 3, 1, 3, 1, 3, 4, 4, 4, 2, 3, 3, 2, 3, 2, 4, 4, 4, 2, 4, 4, 4]","[1, 3, 1, 3, 1, 3, 4, 2, 3, 2, 3, 2, 4, 2, 4]",0.6875,0.5833333333333334,1.0,0.4382275132275132,0.7370315907722076,0.7510364802473508,0.4748438635907359,0.46548987023096855,4,Fácil
128,3,7,737442.5000906714,737442.5003800347,df_ID_20,Fase Execucao,0.30000000000000004,0.2857439707943064,0.9576923076923077,0.947267497603068,"[1, 1, 3, 1, 3, 2, 3, 2, 2, 4, 1, 4, 2, 4, 2, 4, 4, 4]","[1, 3, 1, 3, 2, 3, 2, 4, 1, 4, 2, 4, 2, 4]",0.75,0.5833333333333334,1.0,0.4382275132275132,0.8537198732636624,0.7510364802473508,0.5345732910878874,0.5091703162534451,4,Fácil
129,4,8,737442.5014237384,737442.5017131019,df_ID_20,Fase Execucao,0.5238095238095237,0.5009138632221086,0.9403846153846154,0.9721955896452541,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 2, 3, 1, 3, 2, 4, 4, 4]","[1, 3, 2, 4, 2, 3, 1, 3, 2, 4]",0.75,0.5833333333333334,1.0,0.4382275132275132,0.787026115365698,0.7510364802473508,0.5123420384552326,0.489947620477065,6,Médio
130,5,3,737442.5028835533,737442.5031729051,df_ID_20,Fase Execucao,0.8809523809523809,0.8420285989976786,0.9442307692307692,0.9674017257909875,"[1, 3, 1, 4, 1, 3, 3, 3, 2, 2, 4, 2, 3, 4, 4, 4]","[1, 3, 1, 4, 1, 3, 2, 4, 2, 3, 4]",0.8125,0.5833333333333334,0.75,0.4382275132275132,0.8196011418647681,0.7510364802473508,0.627367047288256,0.5996476169510406,6,Médio
131,6,18,737442.5042039236,737442.5044932754,df_ID_20,Fase Execucao,0.2857142857142857,0.27020613614573347,0.925,0.9664429530201343,"[1, 3, 3, 3, 1, 1, 4, 4, 4, 2, 3, 4, 1, 3, 2, 2, 2, 4, 4, 4, 4]","[1, 3, 1, 4, 2, 3, 4, 1, 3, 2, 4]",0.6875,0.5833333333333334,0.75,0.4382275132275132,0.7359898499963431,0.7510364802473508,0.557829949998781,0.5275517639543841,6,Médio
132,7,6,737442.5053810301,737442.505670382,df_ID_20,Fase Execucao,0.5555555555555556,0.5312676696904886,0.9346153846153846,0.9779482262703739,"[1, 3, 1, 1, 4, 3, 3, 2, 2, 3, 2, 4, 4, 4, 1, 1, 3, 3, 2, 4, 2, 2, 4, 4]","[1, 3, 1, 4, 3, 2, 3, 2, 4, 1, 3, 2, 4, 2, 4]",0.8125,0.5833333333333334,0.6666666666666666,0.4382275132275132,0.7420655419543516,0.7510364802473508,0.629299625095895,0.6017877816512295,8,Difícil
133,8,11,737442.5061732176,737442.506462581,df_ID_20,Fase Execucao,0.18518518518518517,0.17931475062347546,0.9576923076923077,0.9789069990412272,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4, 3, 2, 4, 4, 3, 3, 2, 4, 4, 1, 3, 3, 2, 1, 1, 4, 4, 2, 2, 4]","[1, 3, 2, 4, 3, 2, 4, 3, 2, 4, 1, 3, 2, 1, 4, 2, 4]",0.75,0.5833333333333334,0.0,0.4382275132275132,0.7200822998230956,0.7510364802473508,0.8233607666076986,0.7972599449020306,8,Difícil
134,9,15,737442.5072725578,737442.5075619097,df_ID_20,Fase Execucao,0.09259259259259259,0.08921247469905187,0.95,0.9769894534995206,"[1, 1, 2, 2, 1, 1, 1, 3, 3, 2, 3, 2, 2, 4, 4, 4, 3]","[1, 2, 1, 3, 2, 3, 2, 4, 3]",0.4375,0.5833333333333334,1.0,0.4382275132275132,0.7976136682069206,0.7510364802473508,0.41170455606897355,0.396675168751307,8,Difícil
135,1,1,737442.5092146065,737442.5095039699,df_ID_20,Fase Execucao,0.26666666666666666,0.1744531307618556,0.8865384615384615,0.4218600191754554,"[2, 2, 3, 3, 3, 2, 1, 1, 1, 4, 4, 4]","[2, 3, 2, 1, 4]",0.6875,0.5833333333333334,0.0,0.4382275132275132,0.6517265337144674,0.7510364802473508,0.7797421779048225,0.5101067404596152,4,Fácil
136,2,14,737442.5101704167,737442.5104597685,df_ID_20,Fase Execucao,0.5,0.49015045357327236,0.9692307692307692,0.9913710450623202,"[2, 3, 2, 3, 2, 3, 4, 4, 4, 1, 3, 3, 1, 3, 1, 4, 4, 4, 1, 4, 4, 4]","[2, 3, 2, 3, 2, 3, 4, 1, 3, 1, 3, 1, 4, 1, 4]",0.5625,0.5833333333333334,0.0,0.4382275132275132,0.6989459502201723,0.7510364802473508,0.7538153167400573,0.7389658388212381,4,Fácil
137,3,2,737442.5110079513,737442.5112973033,df_ID_20,Fase Execucao,0.30000000000000004,0.2857439707943064,0.9576923076923077,0.947267497603068,"[2, 2, 3, 2, 3, 1, 3, 1, 1, 4, 2, 4, 1, 4, 1, 4, 4, 4]","[2, 3, 2, 3, 1, 3, 1, 4, 2, 4, 1, 4, 1, 4]",0.3125,0.5833333333333334,0.5,0.4382275132275132,0.8237125806122771,0.7510364802473508,0.5454041935374258,0.519486533164168,4,Fácil
138,4,10,737442.512270706,737442.5125600694,df_ID_20,Fase Execucao,0.5476190476190476,0.5236826751867499,0.9403846153846154,0.9721955896452541,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 1, 1, 3, 2, 3, 1, 4, 4, 4]","[2, 3, 1, 4, 1, 3, 2, 3, 1, 4]",0.5,0.5833333333333334,0.0,0.4382275132275132,0.731142604215471,0.7510364802473508,0.7437142014051569,0.7112065299035503,6,Médio
139,5,4,737442.5139760996,737442.5142654398,df_ID_20,Fase Execucao,0.5238095238095237,0.5006656534580791,0.9442307692307692,0.9674017257909875,"[2, 3, 2, 4, 2, 3, 3, 3, 1, 1, 4, 1, 3, 4, 4, 4]","[2, 3, 2, 4, 2, 3, 1, 4, 1, 3, 4]",0.375,0.5833333333333334,0.25,0.4382275132275132,0.7750576015460307,0.7510364802473508,0.6333525338486768,0.6053686422547488,6,Médio
140,6,16,737442.5149937732,737442.515283125,df_ID_20,Fase Execucao,0.26190476190476186,0.247688958133589,0.925,0.9664429530201343,"[2, 3, 3, 3, 2, 2, 4, 4, 4, 1, 3, 4, 2, 3, 1, 1, 1, 4, 4, 4, 4]","[2, 3, 2, 4, 1, 3, 4, 2, 3, 1, 4]",0.375,0.5833333333333334,0.0,0.4382275132275132,0.7056397530892774,0.7510364802473508,0.6935465843630925,0.6559018997923777,6,Médio
141,7,17,737442.5163883681,737442.5166777084,df_ID_20,Fase Execucao,0.31481481481481477,0.30105167949127676,0.9346153846153846,0.9779482262703739,"[2, 3, 2, 2, 4, 3, 3, 1, 1, 3, 1, 4, 4, 4, 2, 2, 3, 3, 1, 4, 1, 1, 4, 4]","[2, 3, 2, 4, 3, 1, 3, 1, 4, 2, 3, 1, 4, 1, 4]",0.5625,0.5833333333333334,0.0,0.4382275132275132,0.7330317362268767,0.7510364802473508,0.7651772454089589,0.7317250777234883,8,Difícil
142,8,9,737442.5173322569,737442.5176216203,df_ID_20,Fase Execucao,0.5555555555555556,0.5379442518704264,0.9576923076923077,0.9789069990412272,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 3, 1, 4, 4, 3, 3, 1, 4, 4, 2, 3, 3, 1, 2, 2, 4, 4, 1, 1, 4]","[2, 3, 1, 4, 3, 1, 4, 3, 1, 4, 2, 3, 1, 2, 4, 1, 4]",0.5,0.5833333333333334,0.0,0.4382275132275132,0.7022112569239042,0.7510364802473508,0.7340704189746347,0.7108001322399365,8,Difícil
143,9,12,737442.5184233912,737442.5187127546,df_ID_20,Fase Execucao,0.14814814814814814,0.142739959518483,0.95,0.9769894534995206,"[2, 2, 1, 1, 2, 2, 2, 3, 3, 1, 3, 1, 1, 4, 4, 4, 3]","[2, 1, 2, 3, 1, 3, 1, 4, 3]",0.3125,0.5833333333333334,0.4,0.4382275132275132,0.7774209171130745,0.7510364802473508,0.5633069723710248,0.5427432974208553,8,Difícil
144,1,5,737443.516860081,737443.51872375,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
145,2,13,737443.5192259606,737443.5213514814,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
146,3,7,737443.5218527315,737443.5235484954,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
147,4,8,737443.5240497338,737443.525430625,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
148,5,3,737443.5259318635,737443.5271973264,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
149,6,18,737443.5276985301,737443.5287444097,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
150,7,6,737443.5292456134,737443.5299622801,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
151,8,11,737443.5304634722,737443.5318364352,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
152,9,15,737443.5323376621,737443.5329602315,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
153,1,1,737443.5334614121,737443.5366355903,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
154,2,14,737443.5371368403,737443.5382831829,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
155,3,2,737443.5387843634,737443.5394887269,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
156,4,10,737443.5399899074,737443.5412751505,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
157,5,4,737443.5417763542,737443.5451216898,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
158,6,16,737443.5456229977,737443.5467289699,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
159,7,17,737443.5472301621,737443.5479716782,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
160,8,9,737443.5484728472,737443.5492681018,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
161,9,12,737443.5497692825,737443.5504369907,df_ID_22,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
162,1,5,737443.5188303357,737443.519119699,df_ID_22,Fase Execucao,0.33333333333333337,0.4970994050692038,1.2826923076923078,1.6999041227229146,"[0, 1, 1, 3, 3, 1, 2, 2, 2, 4, 4, 4]","[1, 3, 1, 2, 4]",0.75,0.5763888888888888,0.2857142857142857,0.4177248677248677,0.7659433143146005,0.7736045465513777,0.743409676200105,1.1086455232852848,4,Fácil
163,2,13,737443.5214574421,737443.521746794,df_ID_22,Fase Execucao,0.6,0.5424138948300021,0.9307692307692308,0.8772770853307766,"[3, 1, 3, 1, 3, 1, 4, 4, 2, 2, 3, 1, 3, 2, 2, 4, 4, 4, 2, 4, 4, 4]","[3, 1, 3, 1, 3, 1, 4, 2, 3, 1, 3, 2, 4, 2, 4]",0.5625,0.5763888888888888,1.0,0.4177248677248677,0.7434997499478994,0.7736045465513777,0.43533324998263306,0.3935513394534717,4,Fácil
164,3,7,737443.5236544329,737443.5239438078,df_ID_22,Fase Execucao,0.30000000000000004,0.2772488752857881,0.9346153846153846,0.9137104506232023,"[1, 1, 3, 1, 3, 2, 2, 3, 2, 4, 1, 4, 2, 4, 2, 4, 4, 4]","[1, 3, 1, 3, 2, 3, 2, 4, 1, 4, 2, 4, 2, 4]",0.6875,0.5763888888888888,1.0,0.4177248677248677,0.8614110432930648,0.7736045465513777,0.5163036810976883,0.4771487163008209,4,Fácil
165,4,8,737443.5255365509,737443.5258259028,df_ID_22,Fase Execucao,0.21428571428571427,0.21027111670687892,0.9730769230769231,0.9894534995206136,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 2, 1, 3, 3, 2, 4, 4, 4]","[1, 3, 2, 4, 2, 1, 3, 2, 4]",0.75,0.5763888888888888,1.0,0.4177248677248677,0.8103109116782926,0.7736045465513777,0.5201036372260975,0.5103596054799245,6,Médio
166,5,3,737443.5273032639,737443.5275926157,df_ID_22,Fase Execucao,0.45238095238095233,0.4430332251640976,0.9653846153846154,0.9932885906040269,"[1, 3, 1, 3, 1, 3, 2, 2, 2, 4, 4, 4, 3, 4, 4, 4]","[1, 3, 1, 3, 1, 3, 2, 4, 3, 4]",0.75,0.5763888888888888,0.5,0.4177248677248677,0.869400884928835,0.7736045465513777,0.706466961642945,0.6918689543431211,6,Médio
167,6,18,737443.5288503588,737443.5291396991,df_ID_22,Fase Execucao,0.38095238095238093,0.32169917011719507,0.8480769230769231,0.840843720038351,"[1, 3, 1, 1, 3, 3, 2, 2, 2, 4, 4, 4, 1, 3, 2, 2, 2, 4, 4, 4, 4]","[1, 3, 1, 3, 2, 4, 1, 3, 2, 4]",0.625,0.5763888888888888,0.75,0.4177248677248677,0.7945521577046603,0.7736045465513777,0.5565173859015534,0.4699568506508413,6,Médio
168,7,6,737443.5300682175,737443.5303575695,df_ID_22,Fase Execucao,0.6296296296296295,0.5051147864067327,0.825,0.7794822627037392,"[1, 3, 1, 1, 3, 2, 3, 2, 2, 1, 4, 4, 2, 4, 1, 1, 3, 3, 2, 4, 2, 2, 4, 4]","[1, 3, 1, 3, 2, 3, 2, 1, 4, 2, 4, 1, 3, 2, 4, 2, 4]",0.875,0.5763888888888888,0.3333333333333333,0.4177248677248677,0.744544064956302,0.7736045465513777,0.762070243874323,0.611364094615332,8,Difícil
169,8,11,737443.5319423842,737443.5322317361,df_ID_22,Fase Execucao,0.18518518518518517,0.1538907121960813,0.8288461538461539,0.8331735378715245,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4, 3, 2, 4, 4, 3, 3, 2, 4, 4, 1, 3, 3, 2, 1, 1, 4, 4, 2, 2, 4]","[1, 3, 2, 4, 3, 2, 4, 3, 2, 4, 1, 3, 2, 1, 4, 2, 4]",0.75,0.5763888888888888,0.0,0.4177248677248677,0.7200822998230956,0.7736045465513777,0.8233607666076986,0.6842209037448793,8,Difícil
170,9,15,737443.5330661458,737443.5333554976,df_ID_22,Fase Execucao,0.14814814814814814,0.11292717970570319,0.6903846153846154,0.8341323106423778,"[1, 1, 1, 3, 2, 3, 3, 2, 2, 4, 4, 4, 2, 4, 4, 4, 3]","[1, 3, 2, 3, 2, 4, 2, 4, 3]",0.4375,0.5763888888888888,1.0,0.4177248677248677,0.8578083544249646,0.7736045465513777,0.4317694514749882,0.329119918457505,8,Difícil
171,1,1,737443.5367415857,737443.537030926,df_ID_22,Fase Execucao,0.23333333333333334,0.3479695835484426,1.2826923076923078,1.6999041227229146,"[0, 2, 2, 3, 3, 2, 1, 1, 1, 4, 4, 4]","[2, 3, 2, 1, 4]",0.625,0.5763888888888888,0.0,0.4177248677248677,0.6869800860347448,0.7736045465513777,0.7706600286782482,1.1492839252997182,4,Fácil
172,2,14,737443.5383891088,737443.5386784606,df_ID_22,Fase Execucao,0.30000000000000004,0.2712069474150012,0.9307692307692308,0.8772770853307766,"[3, 2, 3, 2, 3, 2, 4, 4, 1, 1, 3, 2, 3, 1, 1, 4, 4, 4, 1, 4, 4, 4]","[3, 2, 3, 2, 3, 2, 4, 1, 3, 2, 3, 1, 4, 1, 4]",0.5625,0.5763888888888888,0.0,0.4177248677248677,0.6962508007526331,0.7736045465513777,0.7529169335842111,0.6806543440481234,4,Fácil
173,3,2,737443.5395946297,737443.5398839815,df_ID_22,Fase Execucao,0.4,0.36966516704771746,0.9346153846153846,0.9137104506232023,"[2, 2, 3, 2, 3, 1, 1, 3, 1, 4, 2, 4, 1, 4, 1, 4, 4, 4]","[2, 3, 2, 3, 1, 3, 1, 4, 2, 4, 1, 4, 1, 4]",0.3125,0.5763888888888888,0.5,0.4177248677248677,0.8081708338082719,0.7736045465513777,0.540223611269424,0.4992546287575819,4,Fácil
174,4,10,737443.541381088,737443.5416704514,df_ID_22,Fase Execucao,0.19047619047619047,0.18690765929500347,0.9730769230769231,0.9894534995206136,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 1, 1, 2, 3, 3, 1, 4, 4, 4]","[2, 3, 1, 4, 1, 2, 3, 1, 4]",0.5,0.5763888888888888,0.0,0.4177248677248677,0.7357995634779898,0.7736045465513777,0.7452665211593299,0.7313041103593079,6,Médio
175,5,4,737443.5452276621,737443.5455170255,df_ID_22,Fase Execucao,0.2857142857142857,0.27981045799837745,0.9653846153846154,0.9932885906040269,"[2, 3, 2, 3, 2, 3, 1, 1, 1, 4, 4, 4, 3, 4, 4, 4]","[2, 3, 2, 3, 2, 3, 1, 4, 3, 4]",0.375,0.5763888888888888,0.25,0.4177248677248677,0.8346248495316817,0.7736045465513777,0.6532082831772272,0.6397107810945383,6,Médio
176,6,16,737443.5468348842,737443.5471242361,df_ID_22,Fase Execucao,0.2857142857142857,0.24127437758789627,0.8480769230769231,0.840843720038351,"[2, 3, 2, 2, 3, 3, 1, 1, 1, 4, 4, 4, 2, 3, 1, 1, 1, 4, 4, 4, 4]","[2, 3, 2, 3, 1, 4, 2, 3, 1, 4]",0.4375,0.5763888888888888,0.5,0.4177248677248677,0.7599449584471767,0.7736045465513777,0.5658149861490589,0.47780830514556416,6,Médio
177,7,17,737443.5480776042,737443.5483669561,df_ID_22,Fase Execucao,0.5555555555555555,0.44568951741770524,0.825,0.7794822627037392,"[2, 3, 2, 2, 3, 1, 3, 1, 1, 2, 4, 4, 1, 4, 2, 2, 3, 3, 1, 4, 1, 1, 4, 4]","[2, 3, 2, 3, 1, 3, 1, 2, 4, 1, 4, 2, 3, 1, 4, 1, 4]",0.5,0.5763888888888888,0.0,0.4177248677248677,0.7275400782661229,0.7736045465513777,0.7425133594220409,0.5956747575066155,8,Difícil
178,8,9,737443.5493740278,737443.5496633797,df_ID_22,Fase Execucao,0.5555555555555556,0.461672136588244,0.8288461538461539,0.8331735378715245,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4, 3, 1, 4, 4, 3, 3, 1, 4, 4, 2, 3, 3, 1, 2, 2, 4, 4, 1, 1, 4]","[2, 3, 1, 4, 3, 1, 4, 3, 1, 4, 2, 3, 1, 2, 4, 1, 4]",0.5,0.5763888888888888,0.0,0.4177248677248677,0.7022112569239042,0.7736045465513777,0.7340704189746347,0.6100197457216446,8,Difícil
179,9,12,737443.5505429051,737443.5508322569,df_ID_22,Fase Execucao,0.3518518518518518,0.26820205180104506,0.6903846153846154,0.8341323106423778,"[2, 2, 2, 3, 1, 3, 3, 1, 1, 4, 4, 4, 1, 4, 4, 4, 3]","[2, 3, 1, 3, 1, 4, 1, 4, 3]",0.375,0.5763888888888888,0.4,0.4177248677248677,0.8058066296105564,0.7736045465513777,0.5936022098701854,0.4524783081370625,8,Difícil
180,1,13,737448.4680551273,737448.470722662,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
181,2,7,737448.4712250347,737448.472483831,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
182,3,2,737448.4729853473,737448.4738616783,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
183,4,8,737448.4743631944,737448.4754897917,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
184,5,5,737448.4759912384,737448.4772772801,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
185,6,12,737448.47777875,737448.4785119097,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
186,7,16,737448.4790133333,737448.4796524537,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
187,8,18,737448.4801539583,737448.4807560185,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
188,9,17,737448.4812575115,737448.4822203473,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
189,1,10,737448.4827217939,737448.4840591204,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
190,2,6,737448.4845605787,737448.4852441899,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
191,3,14,737448.4857455671,737448.4867069212,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,4,Fácil
192,4,9,737448.4872084028,737448.488710544,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
193,5,15,737448.4892120139,737448.489993831,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
194,6,4,737448.4904952546,737448.4915801042,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,6,Médio
195,7,11,737448.4920815278,737448.4925195486,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
196,8,1,737448.4930209954,737448.4933772337,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
197,9,3,737448.493878669,737448.4945665741,df_ID_30,Fase Exploracao,,,,,,,,,,,,,,,8,Difícil
