Trajectory,Repetition,Y_Position,X_Position
1,1,661,419
1,1,2220,741
1,1,2221,739
1,1,2218,739
1,1,2218,740
1,1,2218,740
1,1,2220,739
1,1,2221,738
1,1,2223,737
1,1,2223,737
1,1,2224,737
1,1,2224,737
1,1,2225,737
1,1,2226,737
1,1,2227,737
1,1,2227,736
1,1,2227,735
1,1,2228,735
1,1,2230,734
1,1,2230,734
1,1,2231,734
1,1,2232,733
1,1,2234,733
1,1,2234,733
1,1,2235,733
1,1,2236,733
1,1,2236,733
1,1,2236,733
1,1,2237,733
1,1,2237,732
1,1,2237,732
1,1,2237,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2239,732
1,1,2239,732
1,1,2239,732
1,1,2239,732
1,1,2239,732
1,1,2239,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2238,732
1,1,2239,732
1,1,2239,731
1,1,2239,731
1,1,2239,730
1,1,2241,729
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2242,728
1,1,2252,690
1,1,2241,685
1,1,2229,684
1,1,2225,691
1,1,2226,706
1,1,2231,720
1,1,2238,724
1,1,2251,722
1,1,2256,712
1,1,2255,707
1,1,2252,707
1,1,2250,707
1,1,2250,707
1,1,2250,706
1,1,2256,707
1,1,2273,711
1,1,2306,709
1,1,2349,703
1,1,2388,702
1,1,2409,702
1,1,2436,701
1,1,2462,697
1,1,2482,695
1,1,2493,693
1,1,2496,692
1,1,2497,694
1,1,2495,696
1,1,2498,696
1,1,2500,695
1,1,2503,695
1,1,2505,694
1,1,2504,695
1,1,2503,694
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
1,1,2505,692
