737442.493619722,737442.494512859,737442.494619479,737442.494908854
737442.495015104,737442.498135451,737442.498241435,737442.498530799
737442.498636806,737442.499984653,737442.500090671,737442.500380035
737442.500485984,737442.501317789,737442.501423738,737442.501713102
737442.501819074,737442.502777569,737442.502883553,737442.503172905
737442.503278866,737442.504097975,737442.504203924,737442.504493275
737442.504599236,737442.505275046,737442.50538103,737442.505670382
737442.505776331,737442.50606728,737442.506173218,737442.506462581
737442.506568507,737442.507166609,737442.507272558,737442.50756191
737442.507667836,737442.509108518,737442.509214606,737442.50950397
737442.509609907,737442.510064479,737442.510170417,737442.510459768
737442.51056581,737442.510901956,737442.511007951,737442.511297303
737442.511403229,737442.512164757,737442.512270706,737442.512560069
737442.512666007,737442.513870081,737442.5139761,737442.51426544
737442.514371389,737442.514887813,737442.514993773,737442.515283125
737442.515389062,737442.516282407,737442.516388368,737442.516677708
737442.516783646,737442.517226308,737442.517332257,737442.51762162
737442.517727546,737442.518317465,737442.518423391,737442.518712755
