737460.496275313,737460.499698634,737460.499805278,737460.50009463
737460.500200868,737460.501505498,737460.501611586,737460.501900938
737460.502006945,737460.502732396,737460.502838518,737460.50312787
737460.503233866,737460.504504155,737460.504610162,737460.504899502
737460.505005509,737460.505902963,737460.506008993,737460.506298356
737460.506404352,737460.507473472,737460.507579549,737460.5078689
737460.507974896,737460.508676481,737460.508782569,737460.509071933
737460.509177917,737460.509875266,737460.509981308,737460.51027066
737460.510376667,737460.511544757,737460.511650799,737460.51194015
737460.512046181,737460.514296366,737460.514402407,737460.514691759
737460.514797789,737460.515784734,737460.515890752,737460.516180116
737460.516286088,737460.516851493,737460.516957569,737460.517246921
737460.517352917,737460.517791609,737460.517897662,737460.518187014
737460.518293021,737460.518952315,737460.519058333,737460.519347685
737460.519453704,737460.522569468,737460.522675532,737460.522964884
737460.523070903,737460.523542107,737460.523648137,737460.523937488
737460.524043484,737460.527587234,737460.527693287,737460.527982639
737460.528088623,737460.529169653,737460.529275671,737460.529565023
