737434.647477917,737434.647477917,737434.647651794,737434.647804387,737434.647804387,737434.647978171,737434.64813088,737434.64813088,737434.648304595
737434.648448171,737434.648448171,737434.648621863,737434.648765405,737434.648765405,737434.64893912,737434.649082627,737434.649082627,737434.649256319
737434.649399826,737434.649399826,737434.649573507,737434.64971706,737434.64971706,737434.649890752,737434.650034306,737434.650034306,737434.650207986
737434.650357373,737434.650357373,737434.650531053,737434.65068044,737434.65068044,737434.650854132,737434.651003414,737434.651003414,737434.651177118
737434.651346748,737434.651346748,737434.651520451,737434.651689988,737434.651689988,737434.651863692,737434.652033252,737434.652033252,737434.652206944
737434.652364931,737434.652364931,737434.6525386,737434.652696667,737434.652696667,737434.652870347,737434.653028322,737434.653028322,737434.653202002
737434.653371586,737434.653371586,737434.653545278,737434.653714826,737434.653714826,737434.65388853,737434.654058056,737434.654058056,737434.654231748
737434.654391134,737434.654388299,737434.654564826,737434.654724213,737434.654721377,737434.654897917,737434.655057373,737434.655054549,737434.655231065
737434.655400729,737434.655400729,737434.655574421,737434.655743993,737434.655743993,737434.655917685,737434.656087292,737434.656087292,737434.656260984
737434.656436296,737434.656436296,737434.656609977,737434.656785347,737434.656785347,737434.656959028,737434.65713441,737434.65713441,737434.657308102
737434.657467546,737434.657464711,737434.657641238,737434.657800741,737434.657797905,737434.657974421,737434.658133843,737434.658131007,737434.658307523
737434.658456852,737434.658456852,737434.658630544,737434.658779954,737434.658779954,737434.658953646,737434.659103032,737434.659103032,737434.659276736
737434.65944647,737434.65944647,737434.659620162,737434.659789826,737434.659789826,737434.659963518,737434.660133137,737434.660133137,737434.660306829
737434.660450324,737434.660450324,737434.660624005,737434.660767535,737434.660767535,737434.660941238,737434.661084768,737434.661084768,737434.661258461
737434.661409306,737434.66140647,737434.661582998,737434.661733773,737434.661730938,737434.661907454,737434.662058252,737434.662055417,737434.662231945
737434.662395822,737434.662392998,737434.662569514,737434.662733299,737434.662730463,737434.662907002,737434.663070787,737434.663067951,737434.663244479
737434.663399572,737434.663399572,737434.663573264,737434.663728368,737434.663728368,737434.66390206,737434.664057188,737434.664057188,737434.66423088
737434.664381644,737434.664378808,737434.664555336,737434.664706134,737434.664703299,737434.664879826,737434.665030602,737434.665027778,737434.665204294
737434.665385463,737434.665385463,737434.665559144,737434.665740289,737434.665740289,737434.665913982,737434.666095185,737434.666095185,737434.666268877
737434.666437037,737434.66643419,737434.666610718,737434.666778866,737434.66677603,737434.666952558,737434.667120694,737434.667117859,737434.667294387
737434.667453877,737434.667451042,737434.667627569,737434.667787025,737434.66778419,737434.667960718,737434.668120174,737434.668117338,737434.668293866
737434.668443183,737434.668443194,737434.668616875,737434.668766215,737434.668766215,737434.668939896,737434.669089248,737434.669089248,737434.669262928
737434.669420949,737434.669420949,737434.66959463,737434.669752627,737434.669752627,737434.669926331,737434.670084491,737434.670084491,737434.670258194
737434.670408935,737434.670406111,737434.670582627,737434.670733461,737434.670730625,737434.670907141,737434.671057928,737434.671055104,737434.671231632
737434.671391111,737434.671388275,737434.671564803,737434.671724236,737434.6717214,737434.671897917,737434.672057442,737434.672054595,737434.672231134
737434.672389259,737434.672389259,737434.67256294,737434.672720938,737434.672720938,737434.672894618,737434.673052662,737434.673052662,737434.673226366
737434.673375752,737434.673375752,737434.673549444,737434.673698762,737434.673698762,737434.673872442,737434.674021782,737434.674021782,737434.674195486
