,Score Parcial,Score Total,Acurácia,Precisão,Recall,Taxa de Falsos Positivos,Similaridade
0,0.0,0.0,0.375,0.5454545454545454,0.5454545454545454,1.0,0.8367430244040812
1,0.18181818181818182,0.15345560479788667,0.5625,0.5833333333333334,0.7777777777777778,0.7142857142857143,0.8863192865255393
2,0.0,0.0,0.6875,0.75,0.8181818181818182,0.6,0.8367430244040812
3,0.0380952380952381,0.03407088596925606,0.625,0.8333333333333334,0.7142857142857143,1.0,0.8770580193070291
4,0.058823529411764705,0.04933102822956751,0.6875,0.8333333333333334,0.7692307692307693,0.6666666666666666,0.8781140799175228
5,0.025974025974025976,0.023853160262556235,1.0,1.0,1.0,0.0,0.8292360634509895
6,0.0761904761904762,0.07015147204984215,0.5625,0.8181818181818182,0.6428571428571429,1.0,0.8022422809510465
7,0.011695906432748537,0.010437770557869461,0.8125,0.8666666666666667,0.9285714285714286,1.0,0.7445026672387419
8,0.009523809523809525,0.008517563452846292,0.5625,0.75,0.6923076923076923,1.0,0.7694875639743057
9,0.01282051282051282,0.01066043748026195,0.5625,1.0,0.36363636363636365,0.0,0.8013876853447538
10,0.045454545454545456,0.03836390119947167,0.375,0.3333333333333333,0.1111111111111111,0.2857142857142857,0.7731721435648321
11,0.01282051282051282,0.010783959845007858,0.5,1.0,0.2727272727272727,0.0,0.8249579113843054
12,0.09523809523809523,0.08517721492314013,0.375,1.0,0.2857142857142857,0.0,0.9062932866172634
13,0.16911764705882354,0.1418267061600066,0.3125,1.0,0.15384615384615385,0.0,0.8451848019206156
14,0.025974025974025976,0.023853160262556235,0.25,1.0,0.25,0.0,0.8107358572806586
15,0.0380952380952381,0.035075736024921075,0.375,1.0,0.2857142857142857,0.0,0.7808491534590186
16,0.0,0.0,0.375,1.0,0.2857142857142857,0.0,0.754329775338138
17,0.009523809523809525,0.008517563452846292,0.3125,0.75,0.23076923076923078,0.3333333333333333,0.7800284895082003
18,0.038461538461538464,0.024436898284988115,0.7222222222222222,0.5384615384615384,0.6363636363636364,0.24,0.8385254915624211
19,0.05928853754940711,0.04108165688994402,0.625,0.6,1.0,0.8571428571428571,0.6389304490775459
20,0.014705882352941176,0.009012626733708454,0.6875,0.7142857142857143,0.9090909090909091,0.8,0.860886171337419
21,0.05714285714285714,0.04903216629966391,0.375,1.0,0.2857142857142857,0.0,0.862440385651912
22,0.16911764705882354,0.12345126744554302,0.75,0.8461538461538461,0.8461538461538461,0.6666666666666666,0.8307645695316135
23,0.06493506493506493,0.06356341405478509,1.0,1.0,1.0,0.0,0.8331921659677362
24,0.047619047619047616,0.04549460207418021,0.8125,0.9230769230769231,0.8571428571428571,0.5,0.8557250996811163
25,0.07017543859649122,0.050109010264432374,0.875,0.875,1.0,1.0,0.7716729553119661
26,0.05714285714285714,0.050043987651849586,0.75,0.8461538461538461,0.8461538461538461,0.6666666666666666,0.8105228981472717
27,0.01282051282051282,0.008145632761662705,0.7222222222222222,1.0,0.09090909090909091,0.0,0.8253072612498318
28,0.007905138339920948,0.005477554251992535,0.3125,0.25,0.1111111111111111,0.42857142857142855,0.6505473663335013
29,0.01904761904761905,0.011673497483660476,0.5,1.0,0.2727272727272727,0.0,0.8029550685469662
30,0.0380952380952381,0.032688110866442605,0.625,0.8333333333333334,0.7142857142857143,1.0,0.8478227519967948
31,0.03676470588235294,0.026837232053378915,0.375,1.0,0.23076923076923078,0.0,0.7722600223814999
32,0.025974025974025976,0.02542536562191404,0.25,1.0,0.25,0.0,0.7862517622512439
33,0.009523809523809525,0.009098920414836044,0.3125,1.0,0.21428571428571427,0.0,0.7915457172050325
34,0.032679738562091505,0.023335078309417043,0.375,1.0,0.2857142857142857,0.0,0.7433762918125657
35,0.02857142857142857,0.025021993825924793,0.375,1.0,0.23076923076923078,0.0,0.7797435475847171
36,0.01282051282051282,0.010420496084538418,0.75,0.8181818181818182,0.8181818181818182,0.4,0.8013876853447538
37,0.023715415019762844,0.01877884298368687,0.625,0.6,1.0,0.8571428571428571,0.6194224814505167
38,0.017543859649122806,0.015175862345590357,0.5625,0.6428571428571429,0.8181818181818182,1.0,0.7056422850727971
39,0.03333333333333333,0.0330288000590014,0.75,0.8571428571428571,0.8571428571428571,1.0,0.8555183532243665
40,0.10294117647058823,0.091037914907832,0.6875,0.8333333333333334,0.7692307692307693,0.6666666666666666,0.8116248762569048
41,0.008658008658008658,0.007503945399439167,0.875,1.0,0.875,0.0,0.7862517622512439
42,0.0033333333333333335,0.003182922781916071,0.875,0.9285714285714286,0.9285714285714286,0.5,0.7150934873512511
43,0.001893939393939394,0.001778606251131419,0.4375,0.8571428571428571,0.42857142857142855,0.5,0.5710903611749714
44,0.05228758169934641,0.04310505479080291,0.75,0.8,0.9230769230769231,1.0,0.8033976357906649
45,0.02564102564102564,0.020840992169076835,0.5625,1.0,0.36363636363636365,0.0,0.7424621202458749
46,0.007905138339920948,0.006259614327895623,0.25,0.2857142857142857,0.2222222222222222,0.7142857142857143,0.5868965038233361
47,0.011695906432748537,0.010117241563726904,0.4375,0.75,0.2727272727272727,0.2,0.6963575181639445
48,0.09166666666666666,0.09082920016225385,0.375,1.0,0.2857142857142857,0.0,0.8848107182833358
49,0.022058823529411766,0.01950812462310686,0.4375,1.0,0.3076923076923077,0.0,0.7915847558554998
50,0.008658008658008658,0.007503945399439167,0.25,1.0,0.25,0.0,0.7686491108575594
51,0.0,0.0,0.3125,1.0,0.21428571428571427,0.0,0.722465585158996
52,0.001893939393939394,0.001778606251131419,0.375,0.8333333333333334,0.35714285714285715,0.5,0.5686014032526943
53,0.0196078431372549,0.016164395546551094,0.3125,0.75,0.23076923076923078,0.3333333333333333,0.7945526216765877
54,0.01282051282051282,0.008387169748166133,0.75,0.8181818181818182,0.8181818181818182,0.4,0.8720983634634086
55,0.02766798418972332,0.02712295000010203,0.5,0.5333333333333333,0.8888888888888888,1.0,0.6166892270150894
