Desempenho,Acuracia,Similaridade,Especificidade,Proporção espacial x,Proporção espacial y,Complexidade,grupo
0.791384215357139,0.64,0.9159708278895987,0.8181818181818181,0.8307692307692308,0.7497603068072867,8,CF
0.5758021061297499,0.8125,0.9149063183892499,0.0,0.9211538461538461,0.8418024928092043,8,CF
0.770923357132158,0.8,0.7627700713964738,0.75,0.8692307692307693,0.7900287631831256,8,CF
0.4323041625752806,0.5625,0.7344124877258417,0.0,0.5788461538461539,0.3959731543624161,4,CF
0.8439102693985953,0.8888888888888888,0.7909900674550452,0.8518518518518519,0.8461538461538461,0.5675934803451582,4,CF
0.477511537562201,0.5625,0.870034612686603,0.0,0.8576923076923076,0.8744007670182167,4,CF
0.48470718046016104,0.6875,0.7666215413804831,0.0,0.8403846153846154,0.840843720038351,6,CF
0.49471140173855627,0.8125,0.6716342052156687,0.0,0.9711538461538461,0.900287631831256,6,CF
0.8596194160568441,0.8125,0.7663582481705322,1.0,0.8557692307692307,0.8044103547459253,6,CF
0.47764079202899595,0.625,0.8079223760869877,0.0,0.9865384615384616,0.5896452540747843,8,CF
0.8209432806109094,0.6875,0.7753298418327284,1.0,0.8115384615384615,0.8868648130393096,8,CF
0.7949596054606309,0.8055555555555556,0.7967145651741631,0.782608695652174,0.975,0.9060402684563759,8,CF
0.648769433922736,0.6,0.7748797303396366,0.5714285714285714,0.8384615384615385,0.7219558964525408,4,CF
0.8519250209837651,0.9183673469387755,0.73740771601252,0.9,0.8807692307692307,0.7996164908916586,4,CF
0.5068226699324089,0.5625,0.7579680097972268,0.19999999999999996,0.9230769230769231,0.4966442953020134,4,CF
0.5157617680497016,0.6875,0.8597853041491051,0.0,0.9019230769230769,0.8427612655800575,6,CF
0.515594814445831,0.8125,0.7342844433374932,0.0,0.85,0.8034515819750719,6,CF
0.8596194160568441,0.8125,0.7663582481705322,1.0,0.8057692307692308,0.8302972195589645,6,CF
0.5724538231386046,0.875,0.8423614694158139,0.0,0.85,0.7449664429530202,8,CF
0.8630487972260913,0.75,0.8391463916782737,1.0,0.7923076923076923,0.7948226270373921,8,CF
0.7561080524188627,0.75,0.7791937224739796,0.7391304347826086,0.875,0.7785234899328859,8,CF
0.7710612887971785,0.7346938775510204,0.7890163046299884,0.7894736842105263,0.8115384615384615,0.738255033557047,4,CF
0.7518927339215645,0.875,0.6663924874789788,0.7142857142857143,0.9576923076923077,0.8839884947267498,4,CF
0.5686056961283238,0.6875,0.8183170883849715,0.19999999999999996,0.8769230769230769,0.7526366251198466,4,CF
0.5065626191398679,0.6875,0.8321878574196034,0.0,0.9442307692307692,0.9367209971236817,6,CF
0.510051926124909,0.8125,0.7176557783747272,0.0,0.9730769230769231,0.8552253116011506,6,CF
0.8596194160568441,0.8125,0.7663582481705322,1.0,0.8076923076923077,0.87823585810163,6,CF
0.4814767570828387,0.5625,0.8819302712485163,0.0,0.8326923076923077,0.5685522531160115,8,CF
0.9231589159570724,0.875,0.8944767478712174,1.0,0.9,0.7593480345158198,8,CF
0.8155335213563147,0.8055555555555556,0.8149580519916495,0.8260869565217391,0.8326923076923077,0.7718120805369127,8,CF
0.711610047510582,0.875,0.6598301425317459,0.6,0.7307692307692307,0.675934803451582,4,CF
0.4929058079897752,0.5625,0.7733602811121825,0.1428571428571429,0.8730769230769231,0.9223394055608821,4,CF
0.7991787483763556,0.88,0.7318219594147815,0.7857142857142857,0.9865384615384616,0.900287631831256,4,CF
0.498418021136974,0.44,0.7825267906836493,0.2727272727272727,0.9538461538461539,0.9424736337488016,6,CF
0.9188909830712918,1.0,0.7566729492138756,1.0,0.9615384615384616,0.9424736337488016,6,CF
0.7314695753749927,0.64,0.7766309483472004,0.7777777777777778,0.9423076923076923,0.9443911792905082,6,CF
0.7640952559216769,0.68,0.8850130404923038,0.7272727272727273,0.8192307692307692,0.9395973154362416,8,CF
0.5555545592203196,0.8125,0.8541636776609587,0.0,0.9634615384615385,0.950143815915628,8,CF
0.7730877590316635,0.875,0.7775966104283237,0.6666666666666667,0.9403846153846154,0.9415148609779482,8,CF
0.6238800400037653,0.75,0.7216401200112957,0.4,0.6307692307692307,0.7871524448705657,4,CF
0.6678516267861054,0.72,0.6585548803583164,0.625,0.9461538461538461,0.9520613614573347,4,CF
