Trajectory,Repetition,Y_Position,X_Position
1,1,2100,763
1,1,2102,764
1,1,2102,764
1,1,2103,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2104,765
1,1,2105,765
1,1,2107,766
1,1,2110,773
1,1,2110,773
1,1,2110,774
1,1,2110,774
1,1,2110,775
1,1,2110,775
1,1,2110,775
1,1,2110,775
1,1,2110,775
1,1,2110,775
1,1,2110,776
1,1,2110,777
1,1,2110,777
1,1,2110,777
1,1,2110,777
1,1,2110,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2111,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,778
1,1,2110,777
1,1,2112,776
1,1,2114,775
1,1,2116,774
1,1,2119,774
1,1,2121,774
1,1,2124,773
1,1,2130,773
1,1,2147,772
1,1,2153,772
1,1,2160,771
1,1,2166,770
1,1,2194,766
1,1,2203,764
1,1,2213,761
1,1,2217,760
1,1,2217,760
1,1,2217,760
1,1,2217,759
1,1,2217,758
1,1,2216,757
1,1,2215,757
1,1,2214,756
1,1,2212,755
1,1,2208,755
1,1,2202,753
1,1,2195,752
1,1,2192,751
1,1,2189,751
1,1,2186,750
1,1,2185,750
1,1,2184,749
1,1,2183,748
1,1,2183,747
1,1,2183,746
1,1,2183,745
1,1,2184,743
1,1,2187,739
1,1,2197,735
1,1,2212,732
1,1,2225,730
1,1,2239,728
1,1,2252,726
1,1,2269,726
1,1,2285,725
1,1,2298,725
1,1,2310,724
1,1,2316,723
1,1,2317,722
1,1,2316,720
1,1,2309,714
1,1,2302,710
1,1,2294,706
1,1,2283,701
1,1,2275,697
1,1,2261,691
1,1,2247,683
1,1,2242,677
1,1,2243,674
1,1,2252,672
1,1,2266,669
1,1,2280,665
1,1,2295,662
1,1,2314,660
1,1,2341,656
1,1,2353,653
1,1,2360,651
1,1,2361,651
1,1,2361,651
1,1,2361,651
1,1,2361,651
1,1,2359,650
1,1,2354,648
1,1,2350,646
1,1,2345,644
1,1,2341,642
1,1,2336,640
1,1,2331,637
1,1,2324,630
1,1,2318,625
1,1,2311,615
1,1,2308,606
1,1,2307,599
1,1,2310,595
1,1,2316,592
1,1,2336,590
1,1,2359,589
1,1,2384,587
1,1,2398,583
1,1,2405,580
1,1,2406,580
1,1,2402,578
1,1,2391,575
1,1,2377,570
1,1,2368,566
1,1,2361,561
1,1,2351,553
1,1,2342,539
1,1,2340,528
1,1,2339,517
1,1,2342,511
1,1,2344,504
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
1,1,2345,502
