,Acuracia,Especificidade,Similaridade,grupo
440,0.7755102040816326,0.8611111111111112,0.8163679886628247,CV
441,0.52,0.6428571428571428,0.8207036138391908,CV
442,0.5625,0.4285714285714286,0.8447772061910234,CV
443,0.68,0.8571428571428572,0.8244873630109232,CV
444,0.6388888888888888,0.7272727272727273,0.7287040657115997,CV
445,0.76,0.8333333333333334,0.8507362408308435,CV
446,0.48,0.5555555555555556,0.9078232349993738,CV
447,0.625,0.5,0.8174430558288446,CV
448,0.5625,0.0,0.781129527916427,CV
449,0.7551020408163265,0.8333333333333334,0.8460287854927591,CV
450,0.5,0.8,0.7185821415242986,CV
451,0.7222222222222222,0.8148148148148149,0.8197618979789134,CV
452,0.875,0.9245283018867924,0.8907337387831413,CV
453,0.6,0.6363636363636364,0.8059779150822928,CV
454,0.8125,0.6666666666666667,0.8528997913607468,CV
455,0.6,0.8888888888888888,0.7141434007790348,CV
456,0.75,0.5,0.8362561355974163,CV
457,0.625,1.0,0.7541603210059575,CV
458,0.796875,0.8823529411764706,0.7330166661378315,CV
459,0.72,0.6428571428571428,0.7715033320111766,CV
460,0.6875,0.5714285714285714,0.8488382153210785,CV
461,0.6111111111111112,0.6799999999999999,0.8520563361656317,CV
462,0.64,0.6363636363636364,0.7462568500729019,CV
463,0.75,0.6666666666666667,0.8052561704203203,CV
464,0.7407407407407407,0.8153846153846154,0.7667502429412018,CV
465,0.8367346938775511,0.9428571428571428,0.82163362512238,CV
466,0.76,0.9090909090909092,0.8103069302271354,CV
467,0.8677685950413223,0.9166666666666666,0.8781967366124297,CV
468,0.52,0.7142857142857143,0.7579680097972268,CV
469,0.68,0.6875,0.8378823208695425,CV
470,0.6388888888888888,0.76,0.8303062067373488,CV
471,0.673469387755102,0.7428571428571429,0.7793252697074518,CV
472,0.8125,0.6666666666666667,0.8407302238155517,CV
473,0.48,0.5555555555555556,0.8889402801466364,CV
474,0.8333333333333334,0.9545454545454546,0.8344408667498865,CV
475,0.4375,0.0,0.7878385971583353,CV
476,0.76,0.8333333333333334,0.8237306052901903,CV
477,0.875,1.0,0.834489938099989,CV
478,0.375,0.5714285714285714,0.7523841248624463,CV
479,0.84375,0.8867924528301887,0.8406055240472927,CV
480,0.64,0.7272727272727273,0.8876253645985945,CV
481,0.8125,0.6666666666666667,0.802022209896544,CV
482,0.6111111111111112,0.75,0.6862036720940773,CV
483,0.6875,0.5,0.8145314840210527,CV
484,0.1875,1.0,0.8510218396797279,CV
485,0.8125,0.9019607843137256,0.7757307791742195,CV
729,0.8611111111111112,0.88,0.756687868683148,SV
730,0.4375,0.1428571428571429,0.7720605272874866,SV
731,0.8367346938775511,0.868421052631579,0.797681127219951,SV
732,0.625,0.5,0.8914824582191182,SV
733,0.5625,0.0,0.902427138521816,SV
734,0.6875,1.0,0.805418998778512,SV
735,0.6875,0.0,0.8446530265013354,SV
736,0.6875,0.5,0.8607916009117553,SV
737,0.5,0.6666666666666667,0.6390096504226938,SV
738,0.6875,0.6,0.8308504678941933,SV
739,0.75,0.5714285714285714,0.832377037053889,SV
740,0.7777777777777778,0.88,0.8113070800148313,SV
741,0.8125,1.0,0.7674257668936506,SV
742,0.6875,0.3333333333333333,0.789616347287475,SV
743,0.6875,1.0,0.8382932436266145,SV
744,0.625,0.5,0.7387486130633681,SV
745,0.625,0.5,0.773615163247558,SV
746,0.8333333333333334,0.9130434782608696,0.8309921450925271,SV
747,0.64,0.7857142857142857,0.7667484762335375,SV
748,0.6666666666666666,0.7407407407407407,0.7459776605836523,SV
749,0.5625,0.8,0.7166666666666667,SV
750,0.875,1.0,0.916248050208288,SV
751,0.75,0.6666666666666667,0.8121361275222275,SV
