737463.378672014,737463.379659201,737463.379765845,737463.380055197
737463.380161389,737463.380984525,737463.381090567,737463.381379919
737463.381485938,737463.38239081,737463.38249684,737463.382786204
737463.382892141,737463.383285509,737463.383391447,737463.383680799
737463.383786736,737463.384651609,737463.384757616,737463.385046968
737463.385152917,737463.386058461,737463.386164433,737463.386453785
737463.386559757,737463.387116817,737463.387222789,737463.387512141
737463.387618079,737463.38822441,737463.388330393,737463.388619745
737463.388725671,737463.389192512,737463.389298519,737463.38958787
737463.389693866,737463.391903993,737463.392010012,737463.392299363
737463.392405278,737463.395681146,737463.395787164,737463.396076516
737463.396182431,737463.39642419,737463.396530197,737463.396819537
737463.396925486,737463.400318634,737463.400424653,737463.400714005
737463.400819977,737463.401401759,737463.40150772,737463.401797072
737463.401903032,737463.403089988,737463.403195984,737463.403485336
737463.403591273,737463.404156412,737463.404262419,737463.404551771
737463.404657685,737463.406150775,737463.406256736,737463.406546088
737463.406652014,737463.407315208,737463.407421181,737463.407710532
