737406.787485579,737406.787690752,737406.787864375,737406.788003727,737406.788120324,737406.788293958,737406.788433044,737406.788543576,737406.788717187
737406.788856238,737406.788965023,737406.789138646,737406.789277708,737406.789397141,737406.789570752,737406.789709826,737406.789822326,737406.789995937
737406.790134988,737406.790240405,737406.790414005,737406.790553067,737406.790658877,737406.790832488,737406.790971539,737406.791076956,737406.791250567
737406.79138963,737406.791499769,737406.79167338,737406.791812442,737406.791925625,737406.792099236,737406.792238287,737406.792352338,737406.792525961
737406.792665,737406.792772836,737406.792946447,737406.793085498,737406.793200266,737406.793373877,737406.793512928,737406.793627558,737406.793801169
737406.793940231,737406.794055278,737406.794228889,737406.79436794,737406.794479433,737406.794653044,737406.794792106,737406.79490397,737406.795077581
737406.79521662,737406.795325926,737406.795499537,737406.7956386,737406.795746019,737406.795919641,737406.796058681,737406.796165776,737406.796339387
737406.796478426,737406.796585393,737406.796759005,737406.796898067,737406.797005995,737406.797179607,737406.797318657,737406.797429757,737406.797603368
737406.797742419,737406.797857847,737406.79803147,737406.798170532,737406.798290394,737406.798464005,737406.798603056,737406.798717488,737406.798891111
737406.799030174,737406.799142824,737406.799316435,737406.799455486,737406.799569317,737406.799742928,737406.799881968,737406.799993044,737406.800166644
737406.800305694,737406.800421331,737406.800594942,737406.800733993,737406.800841887,737406.801015498,737406.80115456,737406.801263889,737406.8014375
737406.801576551,737406.801696667,737406.801870266,737406.802009317,737406.802130255,737406.802303866,737406.802442917,737406.802562905,737406.802736528
737406.802875579,737406.802993299,737406.80316691,737406.803305961,737406.803418183,737406.803591794,737406.803730857,737406.803849549,737406.80402316
737406.804162222,737406.804271343,737406.804444965,737406.804584005,737406.804693889,737406.8048675,737406.805006551,737406.805114907,737406.80528853
737406.805427593,737406.805529363,737406.805702975,737406.805842025,737406.805948461,737406.806122072,737406.806261123,737406.806366979,737406.80654059
737406.806679641,737406.806792292,737406.806965903,737406.807104965,737406.807218646,737406.807392257,737406.807531308,737406.807647894,737406.807821505
737406.807960567,737406.80807272,737406.808246331,737406.808385382,737406.808501042,737406.808674664,737406.808813704,737406.808925139,737406.809098738
737406.809237801,737406.809348079,737406.80952169,737406.809660741,737406.80977353,737406.809947141,737406.810086204,737406.810202303,737406.810375914
737406.810514965,737406.810618981,737406.810792593,737406.810931655,737406.811035567,737406.811209178,737406.811348218,737406.811457361,737406.811630972
737406.811770023,737406.811887812,737406.812061424,737406.812200475,737406.812313206,737406.812486817,737406.812625868,737406.812737454,737406.812911065
737406.813050139,737406.813164873,737406.813338484,737406.813477535,737406.813585301,737406.813758912,737406.813897963,737406.814006551,737406.814180162
737406.814319213,737406.814425613,737406.814599236,737406.814738299,737406.814843657,737406.815017269,737406.815156319,737406.815264491,737406.815438102
737406.815577153,737406.815687512,737406.815861123,737406.816000162,737406.816104884,737406.816278507,737406.816417558,737406.816526227,737406.816699838
737406.8168389,737406.816956065,737406.817129676,737406.817268738,737406.817379456,737406.817553067,737406.817692106,737406.81780559,737406.817979213
737406.818118264,737406.818223854,737406.818397477,737406.818536528,737406.818643171,737406.818816782,737406.818955833,737406.819065602,737406.819239213
737406.819378264,737406.819487708,737406.819661319,737406.819800382,737406.819910417,737406.820084039,737406.82022309,737406.820329468,737406.82050309
737406.82064213,737406.820750937,737406.820924549,737406.8210636,737406.821173426,737406.821347037,737406.821486088,737406.821594144,737406.821767755
