Trajectory,Repetition,Y_Position,X_Position
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
1,1,2121,747
