,Número da Trajetória,Overlap,Tempo 1,Tempo 2,Tempo 3,ID
226,2,0.25,2019-01-15 17:44:08.404005,2019-01-15 17:44:08.404005,2019-01-15 17:44:23.412000,ID_17
227,3,0.25,2019-01-15 17:45:32.104999,2019-01-15 17:45:32.104999,2019-01-15 17:45:47.111003,ID_17
228,4,0.25,2019-01-15 17:46:56.558997,2019-01-15 17:46:56.558997,2019-01-15 17:47:11.567998,ID_17
229,5,0.25,2019-01-15 17:48:20.274998,2019-01-15 17:48:20.274998,2019-01-15 17:48:35.281002,ID_17
230,6,0.25,2019-01-15 17:49:46.237004,2019-01-15 17:49:46.237004,2019-01-15 17:50:01.242998,ID_17
231,7,0.25,2019-01-15 17:51:16.693001,2019-01-15 17:51:16.693001,2019-01-15 17:51:31.697999,ID_17
232,8,0.25,2019-01-15 17:52:43.023996,2019-01-15 17:52:42.778996,2019-01-15 17:52:58.030000,ID_17
233,9,0.25,2019-01-15 17:54:11.991004,2019-01-15 17:54:11.991004,2019-01-15 17:54:26.996998,ID_17
234,1,0.5,2019-01-15 17:55:37.199001,2019-01-15 17:55:37.199001,2019-01-15 17:55:52.204995,ID_17
235,2,0.5,2019-01-15 17:57:01.281999,2019-01-15 17:57:01.037000,2019-01-15 17:57:16.288003,ID_17
236,3,0.5,2019-01-15 17:58:33.239004,2019-01-15 17:58:33.239004,2019-01-15 17:58:48.247000,ID_17
237,4,0.5,2019-01-15 17:59:55.456995,2019-01-15 17:59:55.456995,2019-01-15 18:00:10.464005,ID_17
238,5,0.5,2019-01-15 18:01:21.792998,2019-01-15 18:01:21.547003,2019-01-15 18:01:36.799002,ID_17
239,6,0.5,2019-01-15 18:02:45.884998,2019-01-15 18:02:45.639999,2019-01-15 18:03:00.891002,ID_17
240,7,0.5,2019-01-15 18:04:08.102004,2019-01-15 18:04:08.102004,2019-01-15 18:04:23.109003,ID_17
241,8,0.5,2019-01-15 18:05:32.195995,2019-01-15 18:05:31.950996,2019-01-15 18:05:47.202995,ID_17
242,9,0.5,2019-01-15 18:06:58.165998,2019-01-15 18:06:58.165998,2019-01-15 18:07:13.172002,ID_17
243,1,0.0,2019-01-18 10:13:11.292999,2019-01-18 10:13:11.292999,2019-01-18 10:13:26.314996,ID_21
244,2,0.0,2019-01-18 10:14:36.859996,2019-01-18 10:14:36.859996,2019-01-18 10:14:51.868002,ID_21
245,3,0.0,2019-01-18 10:16:04.812003,2019-01-18 10:16:04.812003,2019-01-18 10:16:19.817997,ID_21
246,4,0.0,2019-01-18 10:17:31.625996,2019-01-18 10:17:31.380001,2019-01-18 10:17:46.632000,ID_21
247,5,0.0,2019-01-18 10:18:58.701002,2019-01-18 10:18:58.456002,2019-01-18 10:19:13.706996,ID_21
248,6,0.0,2019-01-18 10:20:25.390001,2019-01-18 10:20:25.390001,2019-01-18 10:20:40.397000,ID_21
249,7,0.0,2019-01-18 10:21:55.453996,2019-01-18 10:21:55.208001,2019-01-18 10:22:10.459004,ID_21
250,8,0.0,2019-01-18 10:23:21.768998,2019-01-18 10:23:21.523998,2019-01-18 10:23:36.775997,ID_21
251,9,0.0,2019-01-18 10:24:48.963003,2019-01-18 10:24:48.963003,2019-01-18 10:25:03.968997,ID_21
252,1,0.25,2019-01-18 10:26:17.909996,2019-01-18 10:26:17.909996,2019-01-18 10:26:32.916000,ID_21
253,2,0.25,2019-01-18 10:27:44.609998,2019-01-18 10:27:44.609998,2019-01-18 10:27:59.616998,ID_21
254,3,0.25,2019-01-18 10:29:07.807002,2019-01-18 10:29:07.807002,2019-01-18 10:29:22.812996,ID_21
255,4,0.25,2019-01-18 10:30:32.755998,2019-01-18 10:30:32.755998,2019-01-18 10:30:47.762998,ID_21
256,5,0.25,2019-01-18 10:31:56.952997,2019-01-18 10:31:56.952997,2019-01-18 10:32:11.958005,ID_21
257,6,0.25,2019-01-18 10:33:20.150001,2019-01-18 10:33:20.150001,2019-01-18 10:33:35.157996,ID_21
258,7,0.25,2019-01-18 10:34:43.728998,2019-01-18 10:34:43.483998,2019-01-18 10:34:58.735998,ID_21
259,8,0.25,2019-01-18 10:36:09.932001,2019-01-18 10:36:09.932001,2019-01-18 10:36:24.941002,ID_21
260,9,0.25,2019-01-18 10:37:35.132997,2019-01-18 10:37:35.132997,2019-01-18 10:37:50.139997,ID_21
261,1,0.5,2019-01-18 10:38:59.593000,2019-01-18 10:38:59.593000,2019-01-18 10:39:14.599003,ID_21
262,2,0.5,2019-01-18 10:40:26.543001,2019-01-18 10:40:26.543001,2019-01-18 10:40:41.550000,ID_21
263,3,0.5,2019-01-18 10:41:54.996001,2019-01-18 10:41:54.749996,2019-01-18 10:42:10.002005,ID_21
264,4,0.5,2019-01-18 10:43:21.195996,2019-01-18 10:43:21.195996,2019-01-18 10:43:36.202000,ID_21
265,5,0.5,2019-01-18 10:44:45.774003,2019-01-18 10:44:45.529003,2019-01-18 10:45:00.781002,ID_21
266,6,0.5,2019-01-18 10:46:13.483998,2019-01-18 10:46:13.483998,2019-01-18 10:46:28.490001,ID_21
267,7,0.5,2019-01-18 10:47:41.197996,2019-01-18 10:47:41.197996,2019-01-18 10:47:56.204000,ID_21
268,8,0.5,2019-01-18 10:49:04.030005,2019-01-18 10:49:03.784995,2019-01-18 10:49:19.037004,ID_21
269,9,0.5,2019-01-18 10:50:28.115004,2019-01-18 10:50:27.871000,2019-01-18 10:50:43.120998,ID_21
270,1,0.0,2019-01-18 10:13:39.245996,2019-01-18 10:13:39.245996,2019-01-18 10:13:54.261002,ID_21
271,2,0.0,2019-01-18 10:15:06.509000,2019-01-18 10:15:06.509000,2019-01-18 10:15:21.518997,ID_21
272,3,0.0,2019-01-18 10:16:33.457996,2019-01-18 10:16:33.457996,2019-01-18 10:16:48.464000,ID_21
273,4,0.0,2019-01-18 10:18:01.149996,2019-01-18 10:18:00.904997,2019-01-18 10:18:16.156000,ID_21
274,5,0.0,2019-01-18 10:19:26.720997,2019-01-18 10:19:26.475997,2019-01-18 10:19:41.727001,ID_21
275,6,0.0,2019-01-18 10:20:56.036998,2019-01-18 10:20:56.036998,2019-01-18 10:21:11.043002,ID_21
276,7,0.0,2019-01-18 10:22:24.228996,2019-01-18 10:22:23.983996,2019-01-18 10:22:39.237001,ID_21
277,8,0.0,2019-01-18 10:23:50.540004,2019-01-18 10:23:50.295005,2019-01-18 10:24:05.545998,ID_21
278,9,0.0,2019-01-18 10:25:18.609995,2019-01-18 10:25:18.609995,2019-01-18 10:25:33.615999,ID_21
279,1,0.25,2019-01-18 10:26:47.556998,2019-01-18 10:26:47.556998,2019-01-18 10:27:02.563998,ID_21
280,2,0.25,2019-01-18 10:28:12.012998,2019-01-18 10:28:12.012998,2019-01-18 10:28:27.019997,ID_21
281,3,0.25,2019-01-18 10:29:36.209996,2019-01-18 10:29:36.209996,2019-01-18 10:29:51.218002,ID_21
282,4,0.25,2019-01-18 10:31:00.905001,2019-01-18 10:31:00.905001,2019-01-18 10:31:15.911004,ID_21
283,5,0.25,2019-01-18 10:32:24.852000,2019-01-18 10:32:24.852000,2019-01-18 10:32:39.859000,ID_21
284,6,0.25,2019-01-18 10:33:47.550999,2019-01-18 10:33:47.550999,2019-01-18 10:34:02.557003,ID_21
285,7,0.25,2019-01-18 10:35:12.505004,2019-01-18 10:35:12.260004,2019-01-18 10:35:27.512999,ID_21
286,8,0.25,2019-01-18 10:36:38.583998,2019-01-18 10:36:38.583998,2019-01-18 10:36:53.590997,ID_21
287,9,0.25,2019-01-18 10:38:03.032001,2019-01-18 10:38:03.032001,2019-01-18 10:38:18.038005,ID_21
288,1,0.5,2019-01-18 10:39:28.241999,2019-01-18 10:39:28.241999,2019-01-18 10:39:43.248999,ID_21
289,2,0.5,2019-01-18 10:40:56.195002,2019-01-18 10:40:56.195002,2019-01-18 10:41:11.200996,ID_21
290,3,0.5,2019-01-18 10:42:24.144998,2019-01-18 10:42:23.899998,2019-01-18 10:42:39.151002,ID_21
291,4,0.5,2019-01-18 10:43:49.095996,2019-01-18 10:43:49.095996,2019-01-18 10:44:04.102000,ID_21
292,5,0.5,2019-01-18 10:45:14.552996,2019-01-18 10:45:14.307996,2019-01-18 10:45:29.559995,ID_21
293,6,0.5,2019-01-18 10:46:43.635997,2019-01-18 10:46:43.635997,2019-01-18 10:46:58.642000,ID_21
294,7,0.5,2019-01-18 10:48:08.597998,2019-01-18 10:48:08.597998,2019-01-18 10:48:23.604002,ID_21
295,8,0.5,2019-01-18 10:49:32.057996,2019-01-18 10:49:31.812996,2019-01-18 10:49:47.064996,ID_21
296,9,0.5,2019-01-18 10:50:56.142000,2019-01-18 10:50:55.897996,2019-01-18 10:51:11.148004,ID_21
297,1,0.0,2019-01-18 10:14:07.194999,2019-01-18 10:14:07.194999,2019-01-18 10:14:22.204996,ID_21
298,2,0.0,2019-01-18 10:15:36.161002,2019-01-18 10:15:36.161002,2019-01-18 10:15:51.166996,ID_21
299,3,0.0,2019-01-18 10:17:02.101001,2019-01-18 10:17:02.101001,2019-01-18 10:17:17.108000,ID_21
300,4,0.0,2019-01-18 10:18:30.670003,2019-01-18 10:18:30.425004,2019-01-18 10:18:45.677003,ID_21
301,5,0.0,2019-01-18 10:19:54.743003,2019-01-18 10:19:54.496998,2019-01-18 10:20:09.750003,ID_21
302,6,0.0,2019-01-18 10:21:26.683000,2019-01-18 10:21:26.683000,2019-01-18 10:21:41.689999,ID_21
303,7,0.0,2019-01-18 10:22:53.000003,2019-01-18 10:22:52.755003,2019-01-18 10:23:08.005996,ID_21
304,8,0.0,2019-01-18 10:24:19.313003,2019-01-18 10:24:19.068999,2019-01-18 10:24:34.320002,ID_21
305,9,0.0,2019-01-18 10:25:48.259000,2019-01-18 10:25:48.259000,2019-01-18 10:26:03.265004,ID_21
306,1,0.25,2019-01-18 10:27:17.202000,2019-01-18 10:27:17.202000,2019-01-18 10:27:32.210005,ID_21
307,2,0.25,2019-01-18 10:28:39.410003,2019-01-18 10:28:39.410003,2019-01-18 10:28:54.417002,ID_21
308,3,0.25,2019-01-18 10:30:04.608002,2019-01-18 10:30:04.608997,2019-01-18 10:30:19.615997,ID_21
309,4,0.25,2019-01-18 10:31:29.052001,2019-01-18 10:31:29.052001,2019-01-18 10:31:44.059001,ID_21
310,5,0.25,2019-01-18 10:32:52.749998,2019-01-18 10:32:52.749998,2019-01-18 10:33:07.756002,ID_21
311,6,0.25,2019-01-18 10:34:14.951001,2019-01-18 10:34:14.951001,2019-01-18 10:34:29.957005,ID_21
312,7,0.25,2019-01-18 10:35:41.280004,2019-01-18 10:35:41.035004,2019-01-18 10:35:56.287999,ID_21
313,8,0.25,2019-01-18 10:37:07.232997,2019-01-18 10:37:07.232997,2019-01-18 10:37:22.239001,ID_21
314,9,0.25,2019-01-18 10:38:30.943004,2019-01-18 10:38:30.943004,2019-01-18 10:38:45.948998,ID_21
315,1,0.5,2019-01-18 10:39:56.893996,2019-01-18 10:39:56.893996,2019-01-18 10:40:11.900996,ID_21
316,2,0.5,2019-01-18 10:41:25.845003,2019-01-18 10:41:25.845003,2019-01-18 10:41:40.850996,ID_21
317,3,0.5,2019-01-18 10:42:53.295997,2019-01-18 10:42:53.050997,2019-01-18 10:43:08.302001,ID_21
318,4,0.5,2019-01-18 10:44:16.997997,2019-01-18 10:44:16.997997,2019-01-18 10:44:32.004001,ID_21
319,5,0.5,2019-01-18 10:45:43.331999,2019-01-18 10:45:43.086999,2019-01-18 10:45:58.338002,ID_21
320,6,0.5,2019-01-18 10:47:13.791003,2019-01-18 10:47:13.791003,2019-01-18 10:47:28.796997,ID_21
321,7,0.5,2019-01-18 10:48:36.002999,2019-01-18 10:48:36.002999,2019-01-18 10:48:51.009003,ID_21
322,8,0.5,2019-01-18 10:50:00.087999,2019-01-18 10:49:59.842999,2019-01-18 10:50:15.096004,ID_21
323,9,0.5,2019-01-18 10:51:24.170997,2019-01-18 10:51:23.925001,2019-01-18 10:51:39.176005,ID_21
324,1,0.0,2019-01-21 11:52:19.724997,2019-01-21 11:52:19.724997,2019-01-21 11:52:34.748995,ID_24
325,2,0.0,2019-01-21 11:53:45.911001,2019-01-21 11:53:45.666001,2019-01-21 11:54:00.918001,ID_24
326,3,0.0,2019-01-21 11:55:12.245003,2019-01-21 11:55:12.000003,2019-01-21 11:55:27.252002,ID_24
327,4,0.0,2019-01-21 11:56:37.697999,2019-01-21 11:56:37.697999,2019-01-21 11:56:52.704003,ID_24
328,5,0.0,2019-01-21 11:58:03.154003,2019-01-21 11:58:03.154003,2019-01-21 11:58:18.161003,ID_24
329,6,0.0,2019-01-21 11:59:29.848997,2019-01-21 11:59:29.848997,2019-01-21 11:59:44.855996,ID_24
330,7,0.0,2019-01-21 12:00:52.544998,2019-01-21 12:00:52.544998,2019-01-21 12:01:07.551002,ID_24
331,8,0.0,2019-01-21 12:02:17.487999,2019-01-21 12:02:17.242004,2019-01-21 12:02:32.494999,ID_24
332,9,0.0,2019-01-21 12:03:45.432996,2019-01-21 12:03:45.432996,2019-01-21 12:04:00.439995,ID_24
333,1,0.25,2019-01-21 12:05:14.251997,2019-01-21 12:05:14.006997,2019-01-21 12:05:29.258997,ID_24
334,2,0.25,2019-01-21 12:06:42.953004,2019-01-21 12:06:42.953004,2019-01-21 12:06:57.960004,ID_24
335,3,0.25,2019-01-21 12:08:10.149001,2019-01-21 12:08:10.149001,2019-01-21 12:08:25.156001,ID_24
336,4,0.25,2019-01-21 12:09:34.093999,2019-01-21 12:09:34.093999,2019-01-21 12:09:49.102005,ID_24
337,5,0.25,2019-01-21 12:10:58.302002,2019-01-21 12:10:58.302002,2019-01-21 12:11:13.307995,ID_24
338,6,0.25,2019-01-21 12:12:22.746997,2019-01-21 12:12:22.748003,2019-01-21 12:12:37.753001,ID_24
339,7,0.25,2019-01-21 12:13:50.205998,2019-01-21 12:13:50.205998,2019-01-21 12:14:05.212002,ID_24
340,8,0.25,2019-01-21 12:15:19.291000,2019-01-21 12:15:19.045005,2019-01-21 12:15:34.297004,ID_24
341,9,0.25,2019-01-21 12:16:46.500002,2019-01-21 12:16:46.500002,2019-01-21 12:17:01.505996,ID_24
342,1,0.5,2019-01-21 12:18:14.199999,2019-01-21 12:18:14.199999,2019-01-21 12:18:29.206003,ID_24
343,2,0.5,2019-01-21 12:19:39.024001,2019-01-21 12:19:38.779997,2019-01-21 12:19:54.031001,ID_24
344,3,0.5,2019-01-21 12:21:05.729003,2019-01-21 12:21:05.729003,2019-01-21 12:21:20.734001,ID_24
345,4,0.5,2019-01-21 12:22:34.442995,2019-01-21 12:22:34.442995,2019-01-21 12:22:49.449995,ID_24
346,5,0.5,2019-01-21 12:23:58.032001,2019-01-21 12:23:57.787001,2019-01-21 12:24:13.039001,ID_24
347,6,0.5,2019-01-21 12:25:23.617002,2019-01-21 12:25:23.372003,2019-01-21 12:25:38.624002,ID_24
348,7,0.5,2019-01-21 12:26:47.077996,2019-01-21 12:26:47.077996,2019-01-21 12:27:02.084996,ID_24
349,8,0.5,2019-01-21 12:28:09.913998,2019-01-21 12:28:09.668003,2019-01-21 12:28:24.920002,ID_24
350,9,0.5,2019-01-21 12:29:34.631996,2019-01-21 12:29:34.631996,2019-01-21 12:29:49.638000,ID_24
351,1,0.0,2019-01-21 11:52:48.428000,2019-01-21 11:52:48.428000,2019-01-21 11:53:03.442000,ID_24
352,2,0.0,2019-01-21 11:54:14.688998,2019-01-21 11:54:14.445004,2019-01-21 11:54:29.698000,ID_24
353,3,0.0,2019-01-21 11:55:41.023996,2019-01-21 11:55:40.778000,2019-01-21 11:55:56.029004,ID_24
354,4,0.0,2019-01-21 11:57:05.602998,2019-01-21 11:57:05.602998,2019-01-21 11:57:20.609002,ID_24
355,5,0.0,2019-01-21 11:58:32.802002,2019-01-21 11:58:32.802002,2019-01-21 11:58:47.807000,ID_24
356,6,0.0,2019-01-21 11:59:57.248003,2019-01-21 11:59:57.248003,2019-01-21 12:00:12.255003,ID_24
357,7,0.0,2019-01-21 12:01:20.442000,2019-01-21 12:01:20.442000,2019-01-21 12:01:35.448004,ID_24
358,8,0.0,2019-01-21 12:02:46.636000,2019-01-21 12:02:46.391001,2019-01-21 12:03:01.643000,ID_24
359,9,0.0,2019-01-21 12:04:15.082000,2019-01-21 12:04:15.082000,2019-01-21 12:04:30.089000,ID_24
360,1,0.25,2019-01-21 12:05:43.775997,2019-01-21 12:05:43.530997,2019-01-21 12:05:58.780995,ID_24
361,2,0.25,2019-01-21 12:07:12.599997,2019-01-21 12:07:12.599997,2019-01-21 12:07:27.606997,ID_24
362,3,0.25,2019-01-21 12:08:38.046999,2019-01-21 12:08:38.046999,2019-01-21 12:08:53.053999,ID_24
363,4,0.25,2019-01-21 12:10:02.250002,2019-01-21 12:10:02.250002,2019-01-21 12:10:17.255996,ID_24
364,5,0.25,2019-01-21 12:11:26.200000,2019-01-21 12:11:26.200000,2019-01-21 12:11:41.206004,ID_24
365,6,0.25,2019-01-21 12:12:51.400996,2019-01-21 12:12:51.400996,2019-01-21 12:13:06.407000,ID_24
366,7,0.25,2019-01-21 12:14:20.364002,2019-01-21 12:14:20.364002,2019-01-21 12:14:35.369995,ID_24
367,8,0.25,2019-01-21 12:15:48.068998,2019-01-21 12:15:47.823002,2019-01-21 12:16:03.075002,ID_24
368,9,0.25,2019-01-21 12:17:16.148997,2019-01-21 12:17:16.148997,2019-01-21 12:17:31.155001,ID_24
369,1,0.5,2019-01-21 12:18:42.601002,2019-01-21 12:18:42.601002,2019-01-21 12:18:57.606996,ID_24
370,2,0.5,2019-01-21 12:20:07.054004,2019-01-21 12:20:06.810000,2019-01-21 12:20:22.059998,ID_24
371,3,0.5,2019-01-21 12:21:36.380999,2019-01-21 12:21:36.380999,2019-01-21 12:21:51.387003,ID_24
372,4,0.5,2019-01-21 12:23:01.844003,2019-01-21 12:23:01.844003,2019-01-21 12:23:16.849997,ID_24
373,5,0.5,2019-01-21 12:24:26.812000,2019-01-21 12:24:26.567000,2019-01-21 12:24:41.818999,ID_24
374,6,0.5,2019-01-21 12:25:51.645004,2019-01-21 12:25:51.398998,2019-01-21 12:26:06.650002,ID_24
375,7,0.5,2019-01-21 12:27:14.480996,2019-01-21 12:27:14.480996,2019-01-21 12:27:29.487000,ID_24
376,8,0.5,2019-01-21 12:28:37.941999,2019-01-21 12:28:37.697000,2019-01-21 12:28:52.948999,ID_24
377,9,0.5,2019-01-21 12:30:03.287000,2019-01-21 12:30:03.287000,2019-01-21 12:30:18.293004,ID_24
378,1,0.0,2019-01-21 11:53:17.126003,2019-01-21 11:53:17.126003,2019-01-21 11:53:32.135005,ID_24
379,2,0.0,2019-01-21 11:54:43.466000,2019-01-21 11:54:43.221996,2019-01-21 11:54:58.475001,ID_24
380,3,0.0,2019-01-21 11:56:09.795002,2019-01-21 11:56:09.550003,2019-01-21 11:56:24.800996,ID_24
381,4,0.0,2019-01-21 11:57:33.500996,2019-01-21 11:57:33.500996,2019-01-21 11:57:48.507000,ID_24
382,5,0.0,2019-01-21 11:59:02.450996,2019-01-21 11:59:02.450996,2019-01-21 11:59:17.457000,ID_24
383,6,0.0,2019-01-21 12:00:24.644998,2019-01-21 12:00:24.644998,2019-01-21 12:00:39.649996,ID_24
384,7,0.0,2019-01-21 12:01:48.339002,2019-01-21 12:01:48.339002,2019-01-21 12:02:03.346002,ID_24
385,8,0.0,2019-01-21 12:03:15.782996,2019-01-21 12:03:15.539002,2019-01-21 12:03:30.789995,ID_24
386,9,0.0,2019-01-21 12:04:44.729999,2019-01-21 12:04:44.729999,2019-01-21 12:04:59.736998,ID_24
387,1,0.25,2019-01-21 12:06:13.299997,2019-01-21 12:06:13.054001,2019-01-21 12:06:28.304995,ID_24
388,2,0.25,2019-01-21 12:07:42.247996,2019-01-21 12:07:42.247996,2019-01-21 12:07:57.254000,ID_24
389,3,0.25,2019-01-21 12:09:05.944001,2019-01-21 12:09:05.944001,2019-01-21 12:09:20.951997,ID_24
390,4,0.25,2019-01-21 12:10:30.399005,2019-01-21 12:10:30.399005,2019-01-21 12:10:45.407000,ID_24
391,5,0.25,2019-01-21 12:11:54.099003,2019-01-21 12:11:54.099003,2019-01-21 12:12:09.104001,ID_24
392,6,0.25,2019-01-21 12:13:20.053003,2019-01-21 12:13:20.053003,2019-01-21 12:13:35.058997,ID_24
393,7,0.25,2019-01-21 12:14:50.513999,2019-01-21 12:14:50.513999,2019-01-21 12:15:05.520003,ID_24
394,8,0.25,2019-01-21 12:16:16.848001,2019-01-21 12:16:16.603997,2019-01-21 12:16:31.855000,ID_24
395,9,0.25,2019-01-21 12:17:45.798001,2019-01-21 12:17:45.798001,2019-01-21 12:18:00.805001,ID_24
396,1,0.5,2019-01-21 12:19:11.000003,2019-01-21 12:19:11.000003,2019-01-21 12:19:26.005997,ID_24
397,2,0.5,2019-01-21 12:20:35.078002,2019-01-21 12:20:34.833998,2019-01-21 12:20:50.085002,ID_24
398,3,0.5,2019-01-21 12:22:07.039000,2019-01-21 12:22:07.039000,2019-01-21 12:22:22.045004,ID_24
399,4,0.5,2019-01-21 12:23:29.255995,2019-01-21 12:23:29.255995,2019-01-21 12:23:44.261003,ID_24
400,5,0.5,2019-01-21 12:24:55.589997,2019-01-21 12:24:55.344997,2019-01-21 12:25:10.596001,ID_24
401,6,0.5,2019-01-21 12:26:19.671999,2019-01-21 12:26:19.426999,2019-01-21 12:26:34.678999,ID_24
402,7,0.5,2019-01-21 12:27:41.883995,2019-01-21 12:27:41.883995,2019-01-21 12:27:56.890995,ID_24
403,8,0.5,2019-01-21 12:29:05.970001,2019-01-21 12:29:05.725001,2019-01-21 12:29:20.976005,ID_24
404,9,0.5,2019-01-21 12:30:31.940003,2019-01-21 12:30:31.940003,2019-01-21 12:30:46.947003,ID_24
405,1,0.0,2019-01-25 09:56:48.117000,2019-01-25 09:56:48.117000,2019-01-25 09:57:03.142004,ID_31
406,2,0.0,2019-01-25 09:58:13.681000,2019-01-25 09:58:13.687005,2019-01-25 09:58:28.695996,ID_31
407,3,0.0,2019-01-25 09:59:41.648004,2019-01-25 09:59:41.648004,2019-01-25 09:59:56.655004,ID_31
408,4,0.0,2019-01-25 10:01:08.480997,2019-01-25 10:01:08.235997,2019-01-25 10:01:23.487997,ID_31
409,5,0.0,2019-01-25 10:02:35.563003,2019-01-25 10:02:35.318004,2019-01-25 10:02:50.568997,ID_31
410,6,0.0,2019-01-25 10:04:02.257997,2019-01-25 10:04:02.257997,2019-01-25 10:04:17.264996,ID_31
411,7,0.0,2019-01-25 10:05:32.339996,2019-01-25 10:05:32.096003,2019-01-25 10:05:47.348002,ID_31
412,8,0.0,2019-01-25 10:06:58.673002,2019-01-25 10:06:58.428998,2019-01-25 10:07:13.680998,ID_31
413,9,0.0,2019-01-25 10:08:25.870005,2019-01-25 10:08:25.870005,2019-01-25 10:08:40.877004,ID_31
414,1,0.25,2019-01-25 10:09:54.814000,2019-01-25 10:09:54.814000,2019-01-25 10:10:09.820004,ID_31
415,2,0.25,2019-01-25 10:11:21.512001,2019-01-25 10:11:21.512001,2019-01-25 10:11:36.519001,ID_31
416,3,0.25,2019-01-25 10:12:44.724002,2019-01-25 10:12:44.724002,2019-01-25 10:12:59.729996,ID_31
417,4,0.25,2019-01-25 10:14:09.674004,2019-01-25 10:14:09.674004,2019-01-25 10:14:24.681004,ID_31
418,5,0.25,2019-01-25 10:15:33.883998,2019-01-25 10:15:33.883998,2019-01-25 10:15:48.890002,ID_31
419,6,0.25,2019-01-25 10:16:57.090004,2019-01-25 10:16:57.090004,2019-01-25 10:17:12.095998,ID_31
420,7,0.25,2019-01-25 10:18:20.671003,2019-01-25 10:18:20.426003,2019-01-25 10:18:35.676997,ID_31
421,8,0.25,2019-01-25 10:19:46.873000,2019-01-25 10:19:46.873000,2019-01-25 10:20:01.880995,ID_31
422,9,0.25,2019-01-25 10:21:12.108999,2019-01-25 10:21:12.108999,2019-01-25 10:21:27.115999,ID_31
423,1,0.5,2019-01-25 10:22:36.571003,2019-01-25 10:22:36.571003,2019-01-25 10:22:51.578003,ID_31
424,2,0.5,2019-01-25 10:24:03.531002,2019-01-25 10:24:03.531002,2019-01-25 10:24:18.538002,ID_31
425,3,0.5,2019-01-25 10:25:32.001997,2019-01-25 10:25:31.756001,2019-01-25 10:25:47.008001,ID_31
426,4,0.5,2019-01-25 10:26:58.207997,2019-01-25 10:26:58.207997,2019-01-25 10:27:13.214001,ID_31
427,5,0.5,2019-01-25 10:28:22.793004,2019-01-25 10:28:22.546998,2019-01-25 10:28:37.800003,ID_31
428,6,0.5,2019-01-25 10:29:50.521999,2019-01-25 10:29:50.521999,2019-01-25 10:30:05.528998,ID_31
429,7,0.5,2019-01-25 10:31:18.242002,2019-01-25 10:31:18.242002,2019-01-25 10:31:33.247996,ID_31
430,8,0.5,2019-01-25 10:32:41.079000,2019-01-25 10:32:40.834000,2019-01-25 10:32:56.085999,ID_31
431,9,0.5,2019-01-25 10:34:05.168002,2019-01-25 10:34:04.923998,2019-01-25 10:34:20.175002,ID_31
432,1,0.0,2019-01-25 09:57:16.073004,2019-01-25 09:57:16.073004,2019-01-25 09:57:31.088000,ID_31
433,2,0.0,2019-01-25 09:58:43.345001,2019-01-25 09:58:43.345001,2019-01-25 09:58:58.356004,ID_31
434,3,0.0,2019-01-25 10:00:10.300001,2019-01-25 10:00:10.300001,2019-01-25 10:00:25.305995,ID_31
435,4,0.0,2019-01-25 10:01:38.006003,2019-01-25 10:01:37.761003,2019-01-25 10:01:53.011997,ID_31
436,5,0.0,2019-01-25 10:03:03.585995,2019-01-25 10:03:03.340996,2019-01-25 10:03:18.594001,ID_31
437,6,0.0,2019-01-25 10:04:32.917999,2019-01-25 10:04:32.917999,2019-01-25 10:04:47.924003,ID_31
438,7,0.0,2019-01-25 10:06:01.114996,2019-01-25 10:06:00.869997,2019-01-25 10:06:16.123002,ID_31
439,8,0.0,2019-01-25 10:07:27.446996,2019-01-25 10:07:27.201997,2019-01-25 10:07:42.453000,ID_31
440,9,0.0,2019-01-25 10:08:55.516997,2019-01-25 10:08:55.516997,2019-01-25 10:09:10.523997,ID_31
441,1,0.25,2019-01-25 10:10:24.464000,2019-01-25 10:10:24.464000,2019-01-25 10:10:39.470004,ID_31
442,2,0.25,2019-01-25 10:11:48.912999,2019-01-25 10:11:48.912999,2019-01-25 10:12:03.919999,ID_31
443,3,0.25,2019-01-25 10:13:13.123999,2019-01-25 10:13:13.123999,2019-01-25 10:13:28.130999,ID_31
444,4,0.25,2019-01-25 10:14:37.827995,2019-01-25 10:14:37.827995,2019-01-25 10:14:52.833999,ID_31
445,5,0.25,2019-01-25 10:16:01.783002,2019-01-25 10:16:01.783002,2019-01-25 10:16:16.790997,ID_31
446,6,0.25,2019-01-25 10:17:24.493999,2019-01-25 10:17:24.493999,2019-01-25 10:17:39.500999,ID_31
447,7,0.25,2019-01-25 10:18:49.444001,2019-01-25 10:18:49.199997,2019-01-25 10:19:04.451001,ID_31
448,8,0.25,2019-01-25 10:20:15.538998,2019-01-25 10:20:15.538998,2019-01-25 10:20:30.545002,ID_31
449,9,0.25,2019-01-25 10:21:40.013997,2019-01-25 10:21:40.013997,2019-01-25 10:21:55.020001,ID_31
450,1,0.5,2019-01-25 10:23:05.223996,2019-01-25 10:23:05.223996,2019-01-25 10:23:20.230000,ID_31
451,2,0.5,2019-01-25 10:24:33.195999,2019-01-25 10:24:33.195999,2019-01-25 10:24:48.202003,ID_31
452,3,0.5,2019-01-25 10:26:01.154001,2019-01-25 10:26:00.909002,2019-01-25 10:26:16.161001,ID_31
453,4,0.5,2019-01-25 10:27:26.109998,2019-01-25 10:27:26.109998,2019-01-25 10:27:41.116998,ID_31
