,Número da Trajetória,Overlap,Tempo 1,Tempo 2,Tempo 3,ID
682,8,0.0,2019-01-08 19:30:31.980002,2019-01-08 19:30:31.980002,2019-01-08 19:30:46.987001,ID_06
683,9,0.0,2019-01-08 19:31:57.446999,2019-01-08 19:31:57.201004,2019-01-08 19:32:12.451997,ID_06
684,1,0.25,2019-01-08 19:33:24.542001,2019-01-08 19:33:24.297001,2019-01-08 19:33:39.549000,ID_06
685,2,0.25,2019-01-08 19:34:49.518999,2019-01-08 19:34:49.518999,2019-01-08 19:35:04.525003,ID_06
686,3,0.25,2019-01-08 19:36:14.992997,2019-01-08 19:36:14.747998,2019-01-08 19:36:29.999001,ID_06
687,4,0.25,2019-01-08 19:37:43.095004,2019-01-08 19:37:43.095004,2019-01-08 19:37:58.100998,ID_06
688,5,0.25,2019-01-08 19:39:07.566996,2019-01-08 19:39:07.566996,2019-01-08 19:39:22.573000,ID_06
689,6,0.25,2019-01-08 19:40:31.289998,2019-01-08 19:40:31.291004,2019-01-08 19:40:46.296002,ID_06
690,7,0.25,2019-01-08 19:41:54.261998,2019-01-08 19:41:54.261998,2019-01-08 19:42:09.268998,ID_06
691,8,0.25,2019-01-08 19:43:20.741000,2019-01-08 19:43:20.496000,2019-01-08 19:43:35.747004,ID_06
692,9,0.25,2019-01-08 19:44:47.598002,2019-01-08 19:44:47.598002,2019-01-08 19:45:02.603996,ID_06
693,1,0.5,2019-01-08 19:46:13.084000,2019-01-08 19:46:13.084000,2019-01-08 19:46:28.090999,ID_06
694,2,0.5,2019-01-08 19:47:37.309996,2019-01-08 19:47:37.309996,2019-01-08 19:47:52.315004,ID_06
695,3,0.5,2019-01-08 19:49:01.289997,2019-01-08 19:49:01.044998,2019-01-08 19:49:16.296997,ID_06
696,4,0.5,2019-01-08 19:50:24.145000,2019-01-08 19:50:24.145000,2019-01-08 19:50:39.151999,ID_06
697,5,0.5,2019-01-08 19:51:50.878999,2019-01-08 19:51:50.878999,2019-01-08 19:52:05.885999,ID_06
698,6,0.5,2019-01-08 19:53:17.860000,2019-01-08 19:53:17.860000,2019-01-08 19:53:32.867000,ID_06
699,7,0.5,2019-01-08 19:54:42.351002,2019-01-08 19:54:42.351002,2019-01-08 19:54:57.358002,ID_06
700,8,0.5,2019-01-08 19:56:06.341997,2019-01-08 19:56:06.096997,2019-01-08 19:56:21.348997,ID_06
701,9,0.5,2019-01-08 19:57:31.708995,2019-01-08 19:57:31.708995,2019-01-08 19:57:46.714999,ID_06
702,1,0.0,2019-01-08 19:20:47.911997,2019-01-08 19:20:47.911997,2019-01-08 19:21:02.922004,ID_06
703,2,0.0,2019-01-08 19:22:16.904000,2019-01-08 19:22:16.904000,2019-01-08 19:22:31.911996,ID_06
704,3,0.0,2019-01-08 19:23:43.252003,2019-01-08 19:23:43.007004,2019-01-08 19:23:58.259999,ID_06
705,4,0.0,2019-01-08 19:25:07.368002,2019-01-08 19:25:07.123003,2019-01-08 19:25:22.375002,ID_06
706,5,0.0,2019-01-08 19:26:33.726999,2019-01-08 19:26:33.481999,2019-01-08 19:26:48.733003,ID_06
707,6,0.0,2019-01-08 19:28:04.196997,2019-01-08 19:28:04.196997,2019-01-08 19:28:19.203001,ID_06
708,7,0.0,2019-01-08 19:29:36.166997,2019-01-08 19:29:36.166997,2019-01-08 19:29:51.173001,ID_06
709,8,0.0,2019-01-08 19:30:59.885996,2019-01-08 19:30:59.885996,2019-01-08 19:31:14.892000,ID_06
710,9,0.0,2019-01-08 19:32:26.228004,2019-01-08 19:32:25.981998,2019-01-08 19:32:41.233002,ID_06
711,1,0.25,2019-01-08 19:33:53.697998,2019-01-08 19:33:53.454004,2019-01-08 19:34:08.706004,ID_06
712,2,0.25,2019-01-08 19:35:17.428001,2019-01-08 19:35:17.428001,2019-01-08 19:35:32.434005,ID_06
713,3,0.25,2019-01-08 19:36:43.774002,2019-01-08 19:36:43.529002,2019-01-08 19:36:58.781997,ID_06
714,4,0.25,2019-01-08 19:38:12.750999,2019-01-08 19:38:12.750999,2019-01-08 19:38:27.759004,ID_06
715,5,0.25,2019-01-08 19:39:34.975004,2019-01-08 19:39:34.975004,2019-01-08 19:39:49.980998,ID_06
716,6,0.25,2019-01-08 19:40:59.448998,2019-01-08 19:40:59.448998,2019-01-08 19:41:14.455002,ID_06
717,7,0.25,2019-01-08 19:42:21.671002,2019-01-08 19:42:21.671002,2019-01-08 19:42:36.678002,ID_06
718,8,0.25,2019-01-08 19:43:50.274002,2019-01-08 19:43:50.029002,2019-01-08 19:44:05.281002,ID_06
719,9,0.25,2019-01-08 19:45:16.257000,2019-01-08 19:45:16.257000,2019-01-08 19:45:31.263999,ID_06
720,1,0.5,2019-01-08 19:46:41.490997,2019-01-08 19:46:41.490997,2019-01-08 19:46:56.497997,ID_06
721,2,0.5,2019-01-08 19:48:05.218998,2019-01-08 19:48:05.218998,2019-01-08 19:48:20.225002,ID_06
722,3,0.5,2019-01-08 19:49:29.325995,2019-01-08 19:49:29.080995,2019-01-08 19:49:44.331999,ID_06
723,4,0.5,2019-01-08 19:50:51.555000,2019-01-08 19:50:51.555000,2019-01-08 19:51:06.562995,ID_06
724,5,0.5,2019-01-08 19:52:20.538997,2019-01-08 19:52:20.538997,2019-01-08 19:52:35.545997,ID_06
725,6,0.5,2019-01-08 19:53:46.520003,2019-01-08 19:53:46.520003,2019-01-08 19:54:01.527003,ID_06
726,7,0.5,2019-01-08 19:55:10.265999,2019-01-08 19:55:10.265999,2019-01-08 19:55:25.272002,ID_06
727,8,0.5,2019-01-08 19:56:34.379000,2019-01-08 19:56:34.134001,2019-01-08 19:56:49.386000,ID_06
728,9,0.5,2019-01-08 19:58:00.371000,2019-01-08 19:58:00.371000,2019-01-08 19:58:15.378996,ID_06
729,1,0.0,2019-01-09 15:32:22.092001,2019-01-09 15:32:22.092001,2019-01-09 15:32:37.115003,ID_09
730,2,0.0,2019-01-09 15:33:45.922003,2019-01-09 15:33:45.922003,2019-01-09 15:34:00.929002,ID_09
731,3,0.0,2019-01-09 15:35:08.145003,2019-01-09 15:35:08.145003,2019-01-09 15:35:23.150996,ID_09
732,4,0.0,2019-01-09 15:36:30.877002,2019-01-09 15:36:30.877002,2019-01-09 15:36:45.882996,ID_09
733,5,0.0,2019-01-09 15:37:56.358997,2019-01-09 15:37:56.358997,2019-01-09 15:38:11.367002,ID_09
734,6,0.0,2019-01-09 15:39:24.330004,2019-01-09 15:39:24.330004,2019-01-09 15:39:39.335002,ID_09
735,7,0.0,2019-01-09 15:40:51.305000,2019-01-09 15:40:51.305000,2019-01-09 15:41:06.312000,ID_09
736,8,0.0,2019-01-09 15:42:19.394001,2019-01-09 15:42:19.149002,2019-01-09 15:42:34.401001,ID_09
737,9,0.0,2019-01-09 15:43:46.622999,2019-01-09 15:43:46.622999,2019-01-09 15:44:01.629999,ID_09
738,1,0.25,2019-01-09 15:45:16.096000,2019-01-09 15:45:16.096000,2019-01-09 15:45:31.102004,ID_09
739,2,0.25,2019-01-09 15:46:45.196000,2019-01-09 15:46:44.951000,2019-01-09 15:47:00.202999,ID_09
740,3,0.25,2019-01-09 15:48:10.671999,2019-01-09 15:48:10.671999,2019-01-09 15:48:25.678999,ID_09
741,4,0.25,2019-01-09 15:49:36.174996,2019-01-09 15:49:36.174996,2019-01-09 15:49:51.181995,ID_09
742,5,0.25,2019-01-09 15:51:02.907999,2019-01-09 15:51:02.907999,2019-01-09 15:51:17.914003,ID_09
743,6,0.25,2019-01-09 15:52:25.763997,2019-01-09 15:52:25.518998,2019-01-09 15:52:40.770997,ID_09
744,7,0.25,2019-01-09 15:53:50.999001,2019-01-09 15:53:50.754997,2019-01-09 15:54:06.006000,ID_09
745,8,0.25,2019-01-09 15:55:17.723002,2019-01-09 15:55:17.723002,2019-01-09 15:55:32.730002,ID_09
746,9,0.25,2019-01-09 15:56:42.574001,2019-01-09 15:56:42.329001,2019-01-09 15:56:57.581000,ID_09
747,1,0.5,2019-01-09 15:58:09.303997,2019-01-09 15:58:09.303997,2019-01-09 15:58:24.310001,ID_09
748,2,0.5,2019-01-09 15:59:40.160002,2019-01-09 15:59:39.913996,2019-01-09 15:59:55.165996,ID_09
749,3,0.5,2019-01-09 16:01:08.014997,2019-01-09 16:01:07.769997,2019-01-09 16:01:23.021997,ID_09
750,4,0.5,2019-01-09 16:02:33.490997,2019-01-09 16:02:33.492003,2019-01-09 16:02:48.497996,ID_09
751,5,0.5,2019-01-09 16:03:57.969999,2019-01-09 16:03:57.969999,2019-01-09 16:04:12.976003,ID_09
752,6,0.5,2019-01-09 16:05:23.331999,2019-01-09 16:05:23.088005,2019-01-09 16:05:38.338998,ID_09
753,7,0.5,2019-01-09 16:06:48.191999,2019-01-09 16:06:47.946999,2019-01-09 16:07:03.198999,ID_09
754,8,0.5,2019-01-09 16:08:14.431996,2019-01-09 16:08:14.431996,2019-01-09 16:08:29.438000,ID_09
755,9,0.5,2019-01-09 16:09:39.664998,2019-01-09 16:09:39.664998,2019-01-09 16:09:54.671997,ID_09
756,1,0.0,2019-01-09 15:32:50.298999,2019-01-09 15:32:50.298999,2019-01-09 15:33:05.313995,ID_09
757,2,0.0,2019-01-09 15:34:13.330997,2019-01-09 15:34:13.330997,2019-01-09 15:34:28.339998,ID_09
758,3,0.0,2019-01-09 15:35:35.553997,2019-01-09 15:35:35.553997,2019-01-09 15:35:50.560997,ID_09
759,4,0.0,2019-01-09 15:36:58.789997,2019-01-09 15:36:58.789997,2019-01-09 15:37:13.796997,ID_09
760,5,0.0,2019-01-09 15:38:26.015002,2019-01-09 15:38:26.015002,2019-01-09 15:38:41.022997,ID_09
761,6,0.0,2019-01-09 15:39:52.991999,2019-01-09 15:39:52.991999,2019-01-09 15:40:07.998003,ID_09
762,7,0.0,2019-01-09 15:41:20.961005,2019-01-09 15:41:20.961005,2019-01-09 15:41:35.969000,ID_09
763,8,0.0,2019-01-09 15:42:48.171998,2019-01-09 15:42:47.926999,2019-01-09 15:43:03.180004,ID_09
764,9,0.0,2019-01-09 15:44:16.280996,2019-01-09 15:44:16.280996,2019-01-09 15:44:31.287995,ID_09
765,1,0.25,2019-01-09 15:45:46.254004,2019-01-09 15:45:46.254004,2019-01-09 15:46:01.259998,ID_09
766,2,0.25,2019-01-09 15:47:13.984005,2019-01-09 15:47:13.738995,2019-01-09 15:47:28.989999,ID_09
767,3,0.25,2019-01-09 15:48:38.588002,2019-01-09 15:48:38.588002,2019-01-09 15:48:53.595001,ID_09
768,4,0.25,2019-01-09 15:50:05.840999,2019-01-09 15:50:05.840999,2019-01-09 15:50:20.847998,ID_09
769,5,0.25,2019-01-09 15:51:30.315002,2019-01-09 15:51:30.315002,2019-01-09 15:51:45.322998,ID_09
770,6,0.25,2019-01-09 15:52:53.798003,2019-01-09 15:52:53.553004,2019-01-09 15:53:08.803997,ID_09
771,7,0.25,2019-01-09 15:54:20.157000,2019-01-09 15:54:19.912000,2019-01-09 15:54:35.164995,ID_09
772,8,0.25,2019-01-09 15:55:46.130995,2019-01-09 15:55:46.130995,2019-01-09 15:56:01.137995,ID_09
773,9,0.25,2019-01-09 15:57:10.609998,2019-01-09 15:57:10.364998,2019-01-09 15:57:25.616998,ID_09
774,1,0.5,2019-01-09 15:58:39.961002,2019-01-09 15:58:39.961002,2019-01-09 15:58:54.968002,ID_09
775,2,0.5,2019-01-09 16:00:09.694000,2019-01-09 16:00:09.449000,2019-01-09 16:00:24.700999,ID_09
776,3,0.5,2019-01-09 16:01:36.798999,2019-01-09 16:01:36.553999,2019-01-09 16:01:51.805999,ID_09
777,4,0.5,2019-01-09 16:03:01.401004,2019-01-09 16:03:01.401004,2019-01-09 16:03:16.406998,ID_09
778,5,0.5,2019-01-09 16:04:26.626995,2019-01-09 16:04:26.626995,2019-01-09 16:04:41.635001,ID_09
779,6,0.5,2019-01-09 16:05:51.371004,2019-01-09 16:05:51.126004,2019-01-09 16:06:06.376998,ID_09
780,7,0.5,2019-01-09 16:07:16.973999,2019-01-09 16:07:16.729000,2019-01-09 16:07:31.980003,ID_09
781,8,0.5,2019-01-09 16:08:43.089002,2019-01-09 16:08:43.089002,2019-01-09 16:08:58.094996,ID_09
782,9,0.5,2019-01-09 16:10:07.573004,2019-01-09 16:10:07.573004,2019-01-09 16:10:22.578998,ID_09
783,1,0.0,2019-01-09 15:33:18.507999,2019-01-09 15:33:18.507999,2019-01-09 15:33:33.517001,ID_09
784,2,0.0,2019-01-09 15:34:40.738996,2019-01-09 15:34:40.738996,2019-01-09 15:34:55.745995,ID_09
785,3,0.0,2019-01-09 15:36:02.963997,2019-01-09 15:36:02.963997,2019-01-09 15:36:17.970001,ID_09
786,4,0.0,2019-01-09 15:37:26.694995,2019-01-09 15:37:26.694995,2019-01-09 15:37:41.703001,ID_09
787,5,0.0,2019-01-09 15:38:55.672998,2019-01-09 15:38:55.672998,2019-01-09 15:39:10.679998,ID_09
788,6,0.0,2019-01-09 15:40:21.647004,2019-01-09 15:40:21.647004,2019-01-09 15:40:36.652998,ID_09
789,7,0.0,2019-01-09 15:41:50.616004,2019-01-09 15:41:50.616004,2019-01-09 15:42:05.623004,ID_09
790,8,0.0,2019-01-09 15:43:16.956996,2019-01-09 15:43:16.713002,2019-01-09 15:43:31.963996,ID_09
791,9,0.0,2019-01-09 15:44:45.941999,2019-01-09 15:44:45.941999,2019-01-09 15:45:00.948999,ID_09
792,1,0.25,2019-01-09 15:46:16.413003,2019-01-09 15:46:16.413003,2019-01-09 15:46:31.420003,ID_09
793,2,0.25,2019-01-09 15:47:42.764004,2019-01-09 15:47:42.519004,2019-01-09 15:47:57.769997,ID_09
794,3,0.25,2019-01-09 15:49:06.502002,2019-01-09 15:49:06.502002,2019-01-09 15:49:21.509998,ID_09
795,4,0.25,2019-01-09 15:50:35.502998,2019-01-09 15:50:35.502998,2019-01-09 15:50:50.509998,ID_09
796,5,0.25,2019-01-09 15:51:57.723997,2019-01-09 15:51:57.723997,2019-01-09 15:52:12.730996,ID_09
797,6,0.25,2019-01-09 15:53:21.832995,2019-01-09 15:53:21.587996,2019-01-09 15:53:36.840005,ID_09
798,7,0.25,2019-01-09 15:54:49.316005,2019-01-09 15:54:49.070995,2019-01-09 15:55:04.323005,ID_09
799,8,0.25,2019-01-09 15:56:14.541000,2019-01-09 15:56:14.541000,2019-01-09 15:56:29.548000,ID_09
800,9,0.25,2019-01-09 15:57:38.644004,2019-01-09 15:57:38.400000,2019-01-09 15:57:53.651004,ID_09
801,1,0.5,2019-01-09 15:59:10.624002,2019-01-09 15:59:10.624002,2019-01-09 15:59:25.631002,ID_09
802,2,0.5,2019-01-09 16:00:39.227998,2019-01-09 16:00:38.982998,2019-01-09 16:00:54.234997,ID_09
803,3,0.5,2019-01-09 16:02:05.583001,2019-01-09 16:02:05.338001,2019-01-09 16:02:20.590001,ID_09
804,4,0.5,2019-01-09 16:03:29.311002,2019-01-09 16:03:29.311002,2019-01-09 16:03:44.316996,ID_09
805,5,0.5,2019-01-09 16:04:55.300004,2019-01-09 16:04:55.300004,2019-01-09 16:05:10.308000,ID_09
806,6,0.5,2019-01-09 16:06:19.405000,2019-01-09 16:06:19.160996,2019-01-09 16:06:34.412995,ID_09
807,7,0.5,2019-01-09 16:07:45.763000,2019-01-09 16:07:45.517005,2019-01-09 16:08:00.770000,ID_09
808,8,0.5,2019-01-09 16:09:11.750001,2019-01-09 16:09:11.750001,2019-01-09 16:09:26.757997,ID_09
809,9,0.5,2019-01-09 16:10:35.481995,2019-01-09 16:10:35.481995,2019-01-09 16:10:50.490001,ID_09
810,1,0.0,2019-01-15 14:52:59.754995,2019-01-15 14:52:59.754995,2019-01-15 14:53:14.777998,ID_16
811,2,0.0,2019-01-15 14:54:27.947003,2019-01-15 14:54:27.702004,2019-01-15 14:54:42.956005,ID_16
812,3,0.0,2019-01-15 14:55:56.156996,2019-01-15 14:55:56.156996,2019-01-15 14:56:11.163995,ID_16
813,4,0.0,2019-01-15 14:57:27.131004,2019-01-15 14:57:27.131004,2019-01-15 14:57:42.136998,ID_16
814,5,0.0,2019-01-15 14:58:54.593002,2019-01-15 14:58:54.593002,2019-01-15 14:59:09.598996,ID_16
815,6,0.0,2019-01-15 15:00:19.555999,2019-01-15 15:00:19.555999,2019-01-15 15:00:34.562999,ID_16
816,7,0.0,2019-01-15 15:01:46.006999,2019-01-15 15:01:45.761003,2019-01-15 15:02:01.011997,ID_16
817,8,0.0,2019-01-15 15:03:12.203997,2019-01-15 15:03:12.203997,2019-01-15 15:03:27.210996,ID_16
818,9,0.0,2019-01-15 15:04:37.659005,2019-01-15 15:04:37.659005,2019-01-15 15:04:52.664999,ID_16
819,1,0.25,2019-01-15 15:06:04.983003,2019-01-15 15:06:04.736998,2019-01-15 15:06:19.988997,ID_16
820,2,0.25,2019-01-15 15:07:29.819005,2019-01-15 15:07:29.572999,2019-01-15 15:07:44.826004,ID_16
821,3,0.25,2019-01-15 15:08:56.030999,2019-01-15 15:08:56.030999,2019-01-15 15:09:11.037999,ID_16
822,4,0.25,2019-01-15 15:10:22.115998,2019-01-15 15:10:21.872004,2019-01-15 15:10:37.124003,ID_16
823,5,0.25,2019-01-15 15:11:47.077004,2019-01-15 15:11:47.077004,2019-01-15 15:12:02.082002,ID_16
824,6,0.25,2019-01-15 15:13:09.282995,2019-01-15 15:13:09.282995,2019-01-15 15:13:24.288999,ID_16
825,7,0.25,2019-01-15 15:14:31.485999,2019-01-15 15:14:31.485999,2019-01-15 15:14:46.495000,ID_16
826,8,0.25,2019-01-15 15:15:54.201000,2019-01-15 15:15:54.201000,2019-01-15 15:16:09.208000,ID_16
827,9,0.25,2019-01-15 15:17:18.664996,2019-01-15 15:17:18.664996,2019-01-15 15:17:33.671000,ID_16
828,1,0.5,2019-01-15 15:18:44.370999,2019-01-15 15:18:44.370999,2019-01-15 15:18:59.377998,ID_16
829,2,0.5,2019-01-15 15:20:09.204998,2019-01-15 15:20:08.961004,2019-01-15 15:20:24.211998,ID_16
830,3,0.5,2019-01-15 15:21:34.911997,2019-01-15 15:21:34.911997,2019-01-15 15:21:49.918996,ID_16
831,4,0.5,2019-01-15 15:23:02.125998,2019-01-15 15:23:02.125998,2019-01-15 15:23:17.132001,ID_16
832,5,0.5,2019-01-15 15:24:25.832997,2019-01-15 15:24:25.832997,2019-01-15 15:24:40.839001,ID_16
833,6,0.5,2019-01-15 15:25:51.168000,2019-01-15 15:25:50.923000,2019-01-15 15:26:06.174999,ID_16
834,7,0.5,2019-01-15 15:27:19.012001,2019-01-15 15:27:18.767001,2019-01-15 15:27:34.021002,ID_16
835,8,0.5,2019-01-15 15:28:46.733000,2019-01-15 15:28:46.733000,2019-01-15 15:29:01.740995,ID_16
836,9,0.5,2019-01-15 15:30:15.079000,2019-01-15 15:30:14.833005,2019-01-15 15:30:30.086000,ID_16
837,1,0.0,2019-01-15 14:53:29.456997,2019-01-15 14:53:29.456997,2019-01-15 14:53:44.472998,ID_16
838,2,0.0,2019-01-15 14:54:56.727998,2019-01-15 14:54:56.484004,2019-01-15 14:55:11.739001,ID_16
839,3,0.0,2019-01-15 14:56:26.818004,2019-01-15 14:56:26.818004,2019-01-15 14:56:41.825004,ID_16
840,4,0.0,2019-01-15 14:57:56.782996,2019-01-15 14:57:56.782996,2019-01-15 14:58:11.789000,ID_16
841,5,0.0,2019-01-15 14:59:22.745002,2019-01-15 14:59:22.745002,2019-01-15 14:59:37.752002,ID_16
842,6,0.0,2019-01-15 15:00:48.209998,2019-01-15 15:00:48.209998,2019-01-15 15:01:03.216998,ID_16
843,7,0.0,2019-01-15 15:02:15.154004,2019-01-15 15:02:14.909005,2019-01-15 15:02:30.159002,ID_16
844,8,0.0,2019-01-15 15:03:40.103996,2019-01-15 15:03:40.103996,2019-01-15 15:03:55.110996,ID_16
845,9,0.0,2019-01-15 15:05:07.308995,2019-01-15 15:05:07.308995,2019-01-15 15:05:22.316005,ID_16
846,1,0.25,2019-01-15 15:06:33.012996,2019-01-15 15:06:32.767996,2019-01-15 15:06:48.019996,ID_16
847,2,0.25,2019-01-15 15:07:58.597002,2019-01-15 15:07:58.352002,2019-01-15 15:08:13.604001,ID_16
848,3,0.25,2019-01-15 15:09:24.684002,2019-01-15 15:09:24.684002,2019-01-15 15:09:39.691002,ID_16
849,4,0.25,2019-01-15 15:10:50.893995,2019-01-15 15:10:50.648995,2019-01-15 15:11:05.901005,ID_16
850,5,0.25,2019-01-15 15:12:14.476996,2019-01-15 15:12:14.476996,2019-01-15 15:12:29.483996,ID_16
851,6,0.25,2019-01-15 15:13:36.684999,2019-01-15 15:13:36.684999,2019-01-15 15:13:51.691999,ID_16
852,7,0.25,2019-01-15 15:14:58.896995,2019-01-15 15:14:58.896995,2019-01-15 15:15:13.904005,ID_16
853,8,0.25,2019-01-15 15:16:22.110998,2019-01-15 15:16:22.110998,2019-01-15 15:16:37.117997,ID_16
854,9,0.25,2019-01-15 15:17:47.319005,2019-01-15 15:17:47.319005,2019-01-15 15:18:02.324998,ID_16
855,1,0.5,2019-01-15 15:19:12.774999,2019-01-15 15:19:12.774999,2019-01-15 15:19:27.783004,ID_16
856,2,0.5,2019-01-15 15:20:37.232004,2019-01-15 15:20:36.987004,2019-01-15 15:20:52.239003,ID_16
857,3,0.5,2019-01-15 15:22:04.570003,2019-01-15 15:22:04.570003,2019-01-15 15:22:19.575001,ID_16
858,4,0.5,2019-01-15 15:23:30.027999,2019-01-15 15:23:30.027999,2019-01-15 15:23:45.034003,ID_16
859,5,0.5,2019-01-15 15:24:53.736004,2019-01-15 15:24:53.736004,2019-01-15 15:25:08.743003,ID_16
860,6,0.5,2019-01-15 15:26:20.701998,2019-01-15 15:26:20.456998,2019-01-15 15:26:35.708997,ID_16
861,7,0.5,2019-01-15 15:27:47.792996,2019-01-15 15:27:47.547000,2019-01-15 15:28:02.799995,ID_16
862,8,0.5,2019-01-15 15:29:16.887996,2019-01-15 15:29:16.887996,2019-01-15 15:29:31.894996,ID_16
863,9,0.5,2019-01-15 15:30:43.107001,2019-01-15 15:30:42.862998,2019-01-15 15:30:58.114001,ID_16
864,1,0.0,2019-01-15 14:53:59.156001,2019-01-15 14:53:59.156001,2019-01-15 14:54:14.165998,ID_16
865,2,0.0,2019-01-15 14:55:25.507997,2019-01-15 14:55:25.264003,2019-01-15 14:55:40.514996,ID_16
866,3,0.0,2019-01-15 14:56:57.479002,2019-01-15 14:56:57.479002,2019-01-15 14:57:12.486002,ID_16
867,4,0.0,2019-01-15 14:58:26.436003,2019-01-15 14:58:26.436003,2019-01-15 14:58:41.443003,ID_16
868,5,0.0,2019-01-15 14:59:50.899999,2019-01-15 14:59:50.899999,2019-01-15 15:00:05.906999,ID_16
869,6,0.0,2019-01-15 15:01:16.858998,2019-01-15 15:01:16.858998,2019-01-15 15:01:31.865002,ID_16
870,7,0.0,2019-01-15 15:02:44.303997,2019-01-15 15:02:44.060003,2019-01-15 15:02:59.310997,ID_16
871,8,0.0,2019-01-15 15:04:08.010001,2019-01-15 15:04:08.010001,2019-01-15 15:04:23.017000,ID_16
872,9,0.0,2019-01-15 15:05:36.957004,2019-01-15 15:05:36.957004,2019-01-15 15:05:51.964003,ID_16
873,1,0.25,2019-01-15 15:07:01.042003,2019-01-15 15:07:00.797003,2019-01-15 15:07:16.049003,ID_16
874,2,0.25,2019-01-15 15:08:27.372002,2019-01-15 15:08:27.127002,2019-01-15 15:08:42.379001,ID_16
875,3,0.25,2019-01-15 15:09:53.340998,2019-01-15 15:09:53.340998,2019-01-15 15:10:08.347998,ID_16
876,4,0.25,2019-01-15 15:11:19.677997,2019-01-15 15:11:19.432997,2019-01-15 15:11:34.684001,ID_16
877,5,0.25,2019-01-15 15:12:41.881001,2019-01-15 15:12:41.881001,2019-01-15 15:12:56.886995,ID_16
878,6,0.25,2019-01-15 15:14:04.085001,2019-01-15 15:14:04.085001,2019-01-15 15:14:19.092001,ID_16
879,7,0.25,2019-01-15 15:15:26.298999,2019-01-15 15:15:26.298999,2019-01-15 15:15:41.307005,ID_16
880,8,0.25,2019-01-15 15:16:50.012003,2019-01-15 15:16:50.012003,2019-01-15 15:17:05.019998,ID_16
881,9,0.25,2019-01-15 15:18:15.969996,2019-01-15 15:18:15.969996,2019-01-15 15:18:30.976000,ID_16
882,1,0.5,2019-01-15 15:19:41.178999,2019-01-15 15:19:41.178999,2019-01-15 15:19:56.185002,ID_16
883,2,0.5,2019-01-15 15:21:05.258999,2019-01-15 15:21:05.013999,2019-01-15 15:21:20.265999,ID_16
884,3,0.5,2019-01-15 15:22:34.223001,2019-01-15 15:22:34.223001,2019-01-15 15:22:49.230996,ID_16
885,4,0.5,2019-01-15 15:23:57.930000,2019-01-15 15:23:57.930000,2019-01-15 15:24:12.936999,ID_16
886,5,0.5,2019-01-15 15:25:21.639996,2019-01-15 15:25:21.639996,2019-01-15 15:25:36.645005,ID_16
887,6,0.5,2019-01-15 15:26:50.230996,2019-01-15 15:26:49.987003,2019-01-15 15:27:05.237996,ID_16
888,7,0.5,2019-01-15 15:28:16.574996,2019-01-15 15:28:16.329001,2019-01-15 15:28:31.581000,ID_16
889,8,0.5,2019-01-15 15:29:47.043998,2019-01-15 15:29:47.043998,2019-01-15 15:30:02.052004,ID_16
890,9,0.5,2019-01-15 15:31:11.140002,2019-01-15 15:31:10.895002,2019-01-15 15:31:26.145996,ID_16
891,1,0.0,2019-01-17 09:29:48.254996,2019-01-17 09:29:48.254996,2019-01-17 09:30:03.277002,ID_19
892,2,0.0,2019-01-17 09:31:13.841999,2019-01-17 09:31:13.841999,2019-01-17 09:31:28.850004,ID_19
893,3,0.0,2019-01-17 09:32:41.807001,2019-01-17 09:32:41.807001,2019-01-17 09:32:56.814001,ID_19
894,4,0.0,2019-01-17 09:34:08.638003,2019-01-17 09:34:08.391997,2019-01-17 09:34:23.645003,ID_19
895,5,0.0,2019-01-17 09:35:35.731998,2019-01-17 09:35:35.486999,2019-01-17 09:35:50.738002,ID_19
896,6,0.0,2019-01-17 09:37:02.434003,2019-01-17 09:37:02.434003,2019-01-17 09:37:17.439996,ID_19
897,7,0.0,2019-01-17 09:38:32.516002,2019-01-17 09:38:32.271998,2019-01-17 09:38:47.521996,ID_19
898,8,0.0,2019-01-17 09:39:58.853001,2019-01-17 09:39:58.608002,2019-01-17 09:40:13.860001,ID_19
899,9,0.0,2019-01-17 09:41:26.065996,2019-01-17 09:41:26.065996,2019-01-17 09:41:41.072996,ID_19
900,1,0.25,2019-01-17 09:42:55.022002,2019-01-17 09:42:55.022002,2019-01-17 09:43:10.027995,ID_19
901,2,0.25,2019-01-17 09:44:21.725001,2019-01-17 09:44:21.725001,2019-01-17 09:44:36.730995,ID_19
902,3,0.25,2019-01-17 09:45:44.925003,2019-01-17 09:45:44.925003,2019-01-17 09:45:59.932002,ID_19
903,4,0.25,2019-01-17 09:47:09.880999,2019-01-17 09:47:09.880999,2019-01-17 09:47:24.887999,ID_19
904,5,0.25,2019-01-17 09:48:34.086004,2019-01-17 09:48:34.086004,2019-01-17 09:48:49.091998,ID_19
905,6,0.25,2019-01-17 09:49:57.289003,2019-01-17 09:49:57.289003,2019-01-17 09:50:12.296003,ID_19
906,7,0.25,2019-01-17 09:51:20.870002,2019-01-17 09:51:20.625002,2019-01-17 09:51:35.875996,ID_19
907,8,0.25,2019-01-17 09:52:47.074996,2019-01-17 09:52:47.074996,2019-01-17 09:53:02.081996,ID_19
908,9,0.25,2019-01-17 09:54:12.290004,2019-01-17 09:54:12.290004,2019-01-17 09:54:27.297999,ID_19
909,1,0.5,2019-01-17 09:55:36.756001,2019-01-17 09:55:36.756001,2019-01-17 09:55:51.762005,ID_19
