1,2,3,4,5,6,7,8,9
"[1, 1, 1, 7, 7, 7, 4, 4, 4]","[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4]","[1, 3, 1, 4, 1, 3, 3, 3, 2, 2, 4, 2, 4, 4]","[5, 5, 5, 4, 4, 4, 7, 7, 7, 4, 4, 4]","[1, 3, 1, 1, 3, 3, 2, 2, 4, 2, 4, 4]","[1, 1, 3, 1, 3, 2, 3, 2, 4, 2, 4, 4]","[1, 3, 1, 1, 3, 2, 3, 2, 2, 4, 1, 4, 2, 4]","[1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 3, 3, 2, 4, 4, 4]","[1, 3, 3, 3, 1, 1, 4, 4, 2, 2, 2, 4]"
