1,2,3,4,5,6,7,8,9
"[13, 14, 15, 16, 11, 6, 1, 5, 9, 13]","[13, 14, 15, 16, 12, 8, 4, 3, 2, 1, 5, 9, 13]","[13, 14, 10, 11, 15, 16, 12, 8, 4, 3, 2, 6, 5, 9, 13]","[13, 10, 7, 4, 8, 12, 16, 11, 6, 1, 5, 9, 13]","[13, 14, 10, 11, 12, 8, 4, 3, 2, 6, 5, 9, 13]","[13, 14, 15, 11, 12, 8, 7, 3, 2, 6, 5, 9, 13]","[13, 14, 10, 11, 12, 8, 7, 3, 2, 1, 5, 6, 10, 9, 13]","[13, 14, 15, 16, 12, 8, 4, 3, 7, 11, 10, 6, 2, 1, 5, 9, 13]","[13, 14, 10, 6, 2, 3, 4, 8, 12, 11, 10, 9, 13]"
