Unnamed: 0,ID,Número da Trajetória,Overlap,Sequência Trajetória,N pontos trajetória,Blocos MATLAB,N blocos,Duração estimulação sensorial (s),Duração estimulação sensorial fórmula pretendida (s),Tempo 1,Tempo 2,Tempo 1 Corrigido,Tempo 3
699,ID_06,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-08 19:54:42.351002,2019-01-08 19:54:42.351002,2019-01-08 19:54:40.101002,2019-01-08 19:54:57.358002
700,ID_06,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-08 19:56:06.341997,2019-01-08 19:56:06.096997,2019-01-08 19:56:04.346997,2019-01-08 19:56:21.348997
701,ID_06,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-08 19:57:31.708995,2019-01-08 19:57:31.708995,2019-01-08 19:57:29.708995,2019-01-08 19:57:46.714999
702,ID_06,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-08 19:20:47.911997,2019-01-08 19:20:47.911997,2019-01-08 19:20:45.411997,2019-01-08 19:21:02.922004
703,ID_06,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-08 19:22:16.904000,2019-01-08 19:22:16.904000,2019-01-08 19:22:14.404000,2019-01-08 19:22:31.911996
704,ID_06,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-08 19:23:43.252003,2019-01-08 19:23:43.007004,2019-01-08 19:23:40.507004,2019-01-08 19:23:58.259999
705,ID_06,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-08 19:25:07.368002,2019-01-08 19:25:07.123003,2019-01-08 19:25:03.623003,2019-01-08 19:25:22.375002
706,ID_06,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-08 19:26:33.726999,2019-01-08 19:26:33.481999,2019-01-08 19:26:29.981999,2019-01-08 19:26:48.733003
707,ID_06,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-08 19:28:04.196997,2019-01-08 19:28:04.196997,2019-01-08 19:28:00.696997,2019-01-08 19:28:19.203001
708,ID_06,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-08 19:29:36.166997,2019-01-08 19:29:36.166997,2019-01-08 19:29:31.666997,2019-01-08 19:29:51.173001
709,ID_06,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-08 19:30:59.885996,2019-01-08 19:30:59.885996,2019-01-08 19:30:56.385996,2019-01-08 19:31:14.892000
710,ID_06,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-08 19:32:26.228004,2019-01-08 19:32:25.981998,2019-01-08 19:32:21.981998,2019-01-08 19:32:41.233002
711,ID_06,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-08 19:33:53.697998,2019-01-08 19:33:53.454004,2019-01-08 19:33:51.579004,2019-01-08 19:34:08.706004
712,ID_06,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-08 19:35:17.428001,2019-01-08 19:35:17.428001,2019-01-08 19:35:15.553001,2019-01-08 19:35:32.434005
713,ID_06,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-08 19:36:43.774002,2019-01-08 19:36:43.529002,2019-01-08 19:36:41.654002,2019-01-08 19:36:58.781997
714,ID_06,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-08 19:38:12.750999,2019-01-08 19:38:12.750999,2019-01-08 19:38:10.125999,2019-01-08 19:38:27.759004
715,ID_06,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-08 19:39:34.975004,2019-01-08 19:39:34.975004,2019-01-08 19:39:32.350004,2019-01-08 19:39:49.980998
716,ID_06,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-08 19:40:59.448998,2019-01-08 19:40:59.448998,2019-01-08 19:40:56.823998,2019-01-08 19:41:14.455002
717,ID_06,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-08 19:42:21.671002,2019-01-08 19:42:21.671002,2019-01-08 19:42:18.296002,2019-01-08 19:42:36.678002
718,ID_06,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-08 19:43:50.274002,2019-01-08 19:43:50.029002,2019-01-08 19:43:47.404002,2019-01-08 19:44:05.281002
719,ID_06,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-08 19:45:16.257000,2019-01-08 19:45:16.257000,2019-01-08 19:45:13.257000,2019-01-08 19:45:31.263999
720,ID_06,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-08 19:46:41.490997,2019-01-08 19:46:41.490997,2019-01-08 19:46:40.240997,2019-01-08 19:46:56.497997
721,ID_06,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-08 19:48:05.218998,2019-01-08 19:48:05.218998,2019-01-08 19:48:03.968998,2019-01-08 19:48:20.225002
722,ID_06,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-08 19:49:29.325995,2019-01-08 19:49:29.080995,2019-01-08 19:49:27.830995,2019-01-08 19:49:44.331999
723,ID_06,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-08 19:50:51.555000,2019-01-08 19:50:51.555000,2019-01-08 19:50:49.805000,2019-01-08 19:51:06.562995
724,ID_06,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-08 19:52:20.538997,2019-01-08 19:52:20.538997,2019-01-08 19:52:18.788997,2019-01-08 19:52:35.545997
725,ID_06,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-08 19:53:46.520003,2019-01-08 19:53:46.520003,2019-01-08 19:53:44.770003,2019-01-08 19:54:01.527003
726,ID_06,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-08 19:55:10.265999,2019-01-08 19:55:10.265999,2019-01-08 19:55:08.015999,2019-01-08 19:55:25.272002
727,ID_06,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-08 19:56:34.379000,2019-01-08 19:56:34.134001,2019-01-08 19:56:32.384001,2019-01-08 19:56:49.386000
728,ID_06,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-08 19:58:00.371000,2019-01-08 19:58:00.371000,2019-01-08 19:57:58.371000,2019-01-08 19:58:15.378996
729,ID_09,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-09 15:32:22.092001,2019-01-09 15:32:22.092001,2019-01-09 15:32:19.592001,2019-01-09 15:32:37.115003
730,ID_09,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-09 15:33:45.922003,2019-01-09 15:33:45.922003,2019-01-09 15:33:43.422003,2019-01-09 15:34:00.929002
731,ID_09,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-09 15:35:08.145003,2019-01-09 15:35:08.145003,2019-01-09 15:35:05.645003,2019-01-09 15:35:23.150996
732,ID_09,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-09 15:36:30.877002,2019-01-09 15:36:30.877002,2019-01-09 15:36:27.377002,2019-01-09 15:36:45.882996
733,ID_09,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-09 15:37:56.358997,2019-01-09 15:37:56.358997,2019-01-09 15:37:52.858997,2019-01-09 15:38:11.367002
734,ID_09,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-09 15:39:24.330004,2019-01-09 15:39:24.330004,2019-01-09 15:39:20.830004,2019-01-09 15:39:39.335002
735,ID_09,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-09 15:40:51.305000,2019-01-09 15:40:51.305000,2019-01-09 15:40:46.805000,2019-01-09 15:41:06.312000
736,ID_09,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-09 15:42:19.394001,2019-01-09 15:42:19.149002,2019-01-09 15:42:15.649002,2019-01-09 15:42:34.401001
737,ID_09,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-09 15:43:46.622999,2019-01-09 15:43:46.622999,2019-01-09 15:43:42.622999,2019-01-09 15:44:01.629999
738,ID_09,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-09 15:45:16.096000,2019-01-09 15:45:16.096000,2019-01-09 15:45:14.221000,2019-01-09 15:45:31.102004
739,ID_09,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-09 15:46:45.196000,2019-01-09 15:46:44.951000,2019-01-09 15:46:43.076000,2019-01-09 15:47:00.202999
740,ID_09,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-09 15:48:10.671999,2019-01-09 15:48:10.671999,2019-01-09 15:48:08.796999,2019-01-09 15:48:25.678999
741,ID_09,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-09 15:49:36.174996,2019-01-09 15:49:36.174996,2019-01-09 15:49:33.549996,2019-01-09 15:49:51.181995
742,ID_09,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-09 15:51:02.907999,2019-01-09 15:51:02.907999,2019-01-09 15:51:00.282999,2019-01-09 15:51:17.914003
743,ID_09,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-09 15:52:25.763997,2019-01-09 15:52:25.518998,2019-01-09 15:52:22.893998,2019-01-09 15:52:40.770997
744,ID_09,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-09 15:53:50.999001,2019-01-09 15:53:50.754997,2019-01-09 15:53:47.379997,2019-01-09 15:54:06.006000
745,ID_09,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-09 15:55:17.723002,2019-01-09 15:55:17.723002,2019-01-09 15:55:15.098002,2019-01-09 15:55:32.730002
746,ID_09,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-09 15:56:42.574001,2019-01-09 15:56:42.329001,2019-01-09 15:56:39.329001,2019-01-09 15:56:57.581000
747,ID_09,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-09 15:58:09.303997,2019-01-09 15:58:09.303997,2019-01-09 15:58:08.053997,2019-01-09 15:58:24.310001
748,ID_09,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-09 15:59:40.160002,2019-01-09 15:59:39.913996,2019-01-09 15:59:38.663996,2019-01-09 15:59:55.165996
749,ID_09,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-09 16:01:08.014997,2019-01-09 16:01:07.769997,2019-01-09 16:01:06.519997,2019-01-09 16:01:23.021997
750,ID_09,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-09 16:02:33.490997,2019-01-09 16:02:33.492003,2019-01-09 16:02:31.742003,2019-01-09 16:02:48.497996
751,ID_09,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-09 16:03:57.969999,2019-01-09 16:03:57.969999,2019-01-09 16:03:56.219999,2019-01-09 16:04:12.976003
752,ID_09,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-09 16:05:23.331999,2019-01-09 16:05:23.088005,2019-01-09 16:05:21.338005,2019-01-09 16:05:38.338998
753,ID_09,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-09 16:06:48.191999,2019-01-09 16:06:47.946999,2019-01-09 16:06:45.696999,2019-01-09 16:07:03.198999
754,ID_09,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-09 16:08:14.431996,2019-01-09 16:08:14.431996,2019-01-09 16:08:12.681996,2019-01-09 16:08:29.438000
755,ID_09,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-09 16:09:39.664998,2019-01-09 16:09:39.664998,2019-01-09 16:09:37.664998,2019-01-09 16:09:54.671997
756,ID_09,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-09 15:32:50.298999,2019-01-09 15:32:50.298999,2019-01-09 15:32:47.798999,2019-01-09 15:33:05.313995
757,ID_09,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-09 15:34:13.330997,2019-01-09 15:34:13.330997,2019-01-09 15:34:10.830997,2019-01-09 15:34:28.339998
758,ID_09,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-09 15:35:35.553997,2019-01-09 15:35:35.553997,2019-01-09 15:35:33.053997,2019-01-09 15:35:50.560997
759,ID_09,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-09 15:36:58.789997,2019-01-09 15:36:58.789997,2019-01-09 15:36:55.289997,2019-01-09 15:37:13.796997
760,ID_09,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-09 15:38:26.015002,2019-01-09 15:38:26.015002,2019-01-09 15:38:22.515002,2019-01-09 15:38:41.022997
761,ID_09,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-09 15:39:52.991999,2019-01-09 15:39:52.991999,2019-01-09 15:39:49.491999,2019-01-09 15:40:07.998003
762,ID_09,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-09 15:41:20.961005,2019-01-09 15:41:20.961005,2019-01-09 15:41:16.461005,2019-01-09 15:41:35.969000
763,ID_09,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-09 15:42:48.171998,2019-01-09 15:42:47.926999,2019-01-09 15:42:44.426999,2019-01-09 15:43:03.180004
764,ID_09,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-09 15:44:16.280996,2019-01-09 15:44:16.280996,2019-01-09 15:44:12.280996,2019-01-09 15:44:31.287995
765,ID_09,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-09 15:45:46.254004,2019-01-09 15:45:46.254004,2019-01-09 15:45:44.379004,2019-01-09 15:46:01.259998
766,ID_09,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-09 15:47:13.984005,2019-01-09 15:47:13.738995,2019-01-09 15:47:11.863995,2019-01-09 15:47:28.989999
767,ID_09,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-09 15:48:38.588002,2019-01-09 15:48:38.588002,2019-01-09 15:48:36.713002,2019-01-09 15:48:53.595001
768,ID_09,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-09 15:50:05.840999,2019-01-09 15:50:05.840999,2019-01-09 15:50:03.215999,2019-01-09 15:50:20.847998
769,ID_09,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-09 15:51:30.315002,2019-01-09 15:51:30.315002,2019-01-09 15:51:27.690002,2019-01-09 15:51:45.322998
770,ID_09,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-09 15:52:53.798003,2019-01-09 15:52:53.553004,2019-01-09 15:52:50.928004,2019-01-09 15:53:08.803997
771,ID_09,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-09 15:54:20.157000,2019-01-09 15:54:19.912000,2019-01-09 15:54:16.537000,2019-01-09 15:54:35.164995
772,ID_09,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-09 15:55:46.130995,2019-01-09 15:55:46.130995,2019-01-09 15:55:43.505995,2019-01-09 15:56:01.137995
773,ID_09,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-09 15:57:10.609998,2019-01-09 15:57:10.364998,2019-01-09 15:57:07.364998,2019-01-09 15:57:25.616998
774,ID_09,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-09 15:58:39.961002,2019-01-09 15:58:39.961002,2019-01-09 15:58:38.711002,2019-01-09 15:58:54.968002
775,ID_09,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-09 16:00:09.694000,2019-01-09 16:00:09.449000,2019-01-09 16:00:08.199000,2019-01-09 16:00:24.700999
776,ID_09,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-09 16:01:36.798999,2019-01-09 16:01:36.553999,2019-01-09 16:01:35.303999,2019-01-09 16:01:51.805999
777,ID_09,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-09 16:03:01.401004,2019-01-09 16:03:01.401004,2019-01-09 16:02:59.651004,2019-01-09 16:03:16.406998
778,ID_09,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-09 16:04:26.626995,2019-01-09 16:04:26.626995,2019-01-09 16:04:24.876995,2019-01-09 16:04:41.635001
779,ID_09,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-09 16:05:51.371004,2019-01-09 16:05:51.126004,2019-01-09 16:05:49.376004,2019-01-09 16:06:06.376998
780,ID_09,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-09 16:07:16.973999,2019-01-09 16:07:16.729000,2019-01-09 16:07:14.479000,2019-01-09 16:07:31.980003
781,ID_09,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-09 16:08:43.089002,2019-01-09 16:08:43.089002,2019-01-09 16:08:41.339002,2019-01-09 16:08:58.094996
782,ID_09,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-09 16:10:07.573004,2019-01-09 16:10:07.573004,2019-01-09 16:10:05.573004,2019-01-09 16:10:22.578998
783,ID_09,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-09 15:33:18.507999,2019-01-09 15:33:18.507999,2019-01-09 15:33:16.007999,2019-01-09 15:33:33.517001
784,ID_09,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-09 15:34:40.738996,2019-01-09 15:34:40.738996,2019-01-09 15:34:38.238996,2019-01-09 15:34:55.745995
785,ID_09,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-09 15:36:02.963997,2019-01-09 15:36:02.963997,2019-01-09 15:36:00.463997,2019-01-09 15:36:17.970001
786,ID_09,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-09 15:37:26.694995,2019-01-09 15:37:26.694995,2019-01-09 15:37:23.194995,2019-01-09 15:37:41.703001
787,ID_09,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-09 15:38:55.672998,2019-01-09 15:38:55.672998,2019-01-09 15:38:52.172998,2019-01-09 15:39:10.679998
