Unnamed: 0,ID,Número da Trajetória,Overlap,Sequência Trajetória,N pontos trajetória,Blocos MATLAB,N blocos,Duração estimulação sensorial (s),Duração estimulação sensorial fórmula pretendida (s),Tempo 1,Tempo 2,Tempo 1 Corrigido,Tempo 3
250,ID_21,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-18 10:23:21.768998,2019-01-18 10:23:21.523998,2019-01-18 10:23:18.023998,2019-01-18 10:23:36.775997
251,ID_21,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-18 10:24:48.963003,2019-01-18 10:24:48.963003,2019-01-18 10:24:44.963003,2019-01-18 10:25:03.968997
252,ID_21,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-18 10:26:17.909996,2019-01-18 10:26:17.909996,2019-01-18 10:26:16.034996,2019-01-18 10:26:32.916000
253,ID_21,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-18 10:27:44.609998,2019-01-18 10:27:44.609998,2019-01-18 10:27:42.734998,2019-01-18 10:27:59.616998
254,ID_21,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-18 10:29:07.807002,2019-01-18 10:29:07.807002,2019-01-18 10:29:05.932002,2019-01-18 10:29:22.812996
255,ID_21,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-18 10:30:32.755998,2019-01-18 10:30:32.755998,2019-01-18 10:30:30.130998,2019-01-18 10:30:47.762998
256,ID_21,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-18 10:31:56.952997,2019-01-18 10:31:56.952997,2019-01-18 10:31:54.327997,2019-01-18 10:32:11.958005
257,ID_21,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-18 10:33:20.150001,2019-01-18 10:33:20.150001,2019-01-18 10:33:17.525001,2019-01-18 10:33:35.157996
258,ID_21,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-18 10:34:43.728998,2019-01-18 10:34:43.483998,2019-01-18 10:34:40.108998,2019-01-18 10:34:58.735998
259,ID_21,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-18 10:36:09.932001,2019-01-18 10:36:09.932001,2019-01-18 10:36:07.307001,2019-01-18 10:36:24.941002
260,ID_21,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-18 10:37:35.132997,2019-01-18 10:37:35.132997,2019-01-18 10:37:32.132997,2019-01-18 10:37:50.139997
261,ID_21,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-18 10:38:59.593000,2019-01-18 10:38:59.593000,2019-01-18 10:38:58.343000,2019-01-18 10:39:14.599003
262,ID_21,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-18 10:40:26.543001,2019-01-18 10:40:26.543001,2019-01-18 10:40:25.293001,2019-01-18 10:40:41.550000
263,ID_21,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-18 10:41:54.996001,2019-01-18 10:41:54.749996,2019-01-18 10:41:53.499996,2019-01-18 10:42:10.002005
264,ID_21,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-18 10:43:21.195996,2019-01-18 10:43:21.195996,2019-01-18 10:43:19.445996,2019-01-18 10:43:36.202000
265,ID_21,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-18 10:44:45.774003,2019-01-18 10:44:45.529003,2019-01-18 10:44:43.779003,2019-01-18 10:45:00.781002
266,ID_21,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-18 10:46:13.483998,2019-01-18 10:46:13.483998,2019-01-18 10:46:11.733998,2019-01-18 10:46:28.490001
267,ID_21,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-18 10:47:41.197996,2019-01-18 10:47:41.197996,2019-01-18 10:47:38.947996,2019-01-18 10:47:56.204000
268,ID_21,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-18 10:49:04.030005,2019-01-18 10:49:03.784995,2019-01-18 10:49:02.034995,2019-01-18 10:49:19.037004
269,ID_21,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-18 10:50:28.115004,2019-01-18 10:50:27.871000,2019-01-18 10:50:25.871000,2019-01-18 10:50:43.120998
270,ID_21,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-18 10:13:39.245996,2019-01-18 10:13:39.245996,2019-01-18 10:13:36.745996,2019-01-18 10:13:54.261002
271,ID_21,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-18 10:15:06.509000,2019-01-18 10:15:06.509000,2019-01-18 10:15:04.009000,2019-01-18 10:15:21.518997
272,ID_21,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-18 10:16:33.457996,2019-01-18 10:16:33.457996,2019-01-18 10:16:30.957996,2019-01-18 10:16:48.464000
273,ID_21,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-18 10:18:01.149996,2019-01-18 10:18:00.904997,2019-01-18 10:17:57.404997,2019-01-18 10:18:16.156000
274,ID_21,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-18 10:19:26.720997,2019-01-18 10:19:26.475997,2019-01-18 10:19:22.975997,2019-01-18 10:19:41.727001
275,ID_21,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-18 10:20:56.036998,2019-01-18 10:20:56.036998,2019-01-18 10:20:52.536998,2019-01-18 10:21:11.043002
276,ID_21,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-18 10:22:24.228996,2019-01-18 10:22:23.983996,2019-01-18 10:22:19.483996,2019-01-18 10:22:39.237001
277,ID_21,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-18 10:23:50.540004,2019-01-18 10:23:50.295005,2019-01-18 10:23:46.795005,2019-01-18 10:24:05.545998
278,ID_21,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-18 10:25:18.609995,2019-01-18 10:25:18.609995,2019-01-18 10:25:14.609995,2019-01-18 10:25:33.615999
279,ID_21,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-18 10:26:47.556998,2019-01-18 10:26:47.556998,2019-01-18 10:26:45.681998,2019-01-18 10:27:02.563998
280,ID_21,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-18 10:28:12.012998,2019-01-18 10:28:12.012998,2019-01-18 10:28:10.137998,2019-01-18 10:28:27.019997
281,ID_21,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-18 10:29:36.209996,2019-01-18 10:29:36.209996,2019-01-18 10:29:34.334996,2019-01-18 10:29:51.218002
282,ID_21,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-18 10:31:00.905001,2019-01-18 10:31:00.905001,2019-01-18 10:30:58.280001,2019-01-18 10:31:15.911004
283,ID_21,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-18 10:32:24.852000,2019-01-18 10:32:24.852000,2019-01-18 10:32:22.227000,2019-01-18 10:32:39.859000
284,ID_21,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-18 10:33:47.550999,2019-01-18 10:33:47.550999,2019-01-18 10:33:44.925999,2019-01-18 10:34:02.557003
285,ID_21,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-18 10:35:12.505004,2019-01-18 10:35:12.260004,2019-01-18 10:35:08.885004,2019-01-18 10:35:27.512999
286,ID_21,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-18 10:36:38.583998,2019-01-18 10:36:38.583998,2019-01-18 10:36:35.958998,2019-01-18 10:36:53.590997
287,ID_21,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-18 10:38:03.032001,2019-01-18 10:38:03.032001,2019-01-18 10:38:00.032001,2019-01-18 10:38:18.038005
288,ID_21,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-18 10:39:28.241999,2019-01-18 10:39:28.241999,2019-01-18 10:39:26.991999,2019-01-18 10:39:43.248999
289,ID_21,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-18 10:40:56.195002,2019-01-18 10:40:56.195002,2019-01-18 10:40:54.945002,2019-01-18 10:41:11.200996
290,ID_21,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-18 10:42:24.144998,2019-01-18 10:42:23.899998,2019-01-18 10:42:22.649998,2019-01-18 10:42:39.151002
291,ID_21,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-18 10:43:49.095996,2019-01-18 10:43:49.095996,2019-01-18 10:43:47.345996,2019-01-18 10:44:04.102000
292,ID_21,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-18 10:45:14.552996,2019-01-18 10:45:14.307996,2019-01-18 10:45:12.557996,2019-01-18 10:45:29.559995
293,ID_21,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-18 10:46:43.635997,2019-01-18 10:46:43.635997,2019-01-18 10:46:41.885997,2019-01-18 10:46:58.642000
294,ID_21,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-18 10:48:08.597998,2019-01-18 10:48:08.597998,2019-01-18 10:48:06.347998,2019-01-18 10:48:23.604002
295,ID_21,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-18 10:49:32.057996,2019-01-18 10:49:31.812996,2019-01-18 10:49:30.062996,2019-01-18 10:49:47.064996
296,ID_21,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-18 10:50:56.142000,2019-01-18 10:50:55.897996,2019-01-18 10:50:53.897996,2019-01-18 10:51:11.148004
297,ID_21,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-18 10:14:07.194999,2019-01-18 10:14:07.194999,2019-01-18 10:14:04.694999,2019-01-18 10:14:22.204996
298,ID_21,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-18 10:15:36.161002,2019-01-18 10:15:36.161002,2019-01-18 10:15:33.661002,2019-01-18 10:15:51.166996
299,ID_21,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-18 10:17:02.101001,2019-01-18 10:17:02.101001,2019-01-18 10:16:59.601001,2019-01-18 10:17:17.108000
300,ID_21,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-18 10:18:30.670003,2019-01-18 10:18:30.425004,2019-01-18 10:18:26.925004,2019-01-18 10:18:45.677003
301,ID_21,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-18 10:19:54.743003,2019-01-18 10:19:54.496998,2019-01-18 10:19:50.996998,2019-01-18 10:20:09.750003
302,ID_21,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-18 10:21:26.683000,2019-01-18 10:21:26.683000,2019-01-18 10:21:23.183000,2019-01-18 10:21:41.689999
303,ID_21,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-18 10:22:53.000003,2019-01-18 10:22:52.755003,2019-01-18 10:22:48.255003,2019-01-18 10:23:08.005996
304,ID_21,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-18 10:24:19.313003,2019-01-18 10:24:19.068999,2019-01-18 10:24:15.568999,2019-01-18 10:24:34.320002
305,ID_21,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-18 10:25:48.259000,2019-01-18 10:25:48.259000,2019-01-18 10:25:44.259000,2019-01-18 10:26:03.265004
306,ID_21,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-18 10:27:17.202000,2019-01-18 10:27:17.202000,2019-01-18 10:27:15.327000,2019-01-18 10:27:32.210005
307,ID_21,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-18 10:28:39.410003,2019-01-18 10:28:39.410003,2019-01-18 10:28:37.535003,2019-01-18 10:28:54.417002
308,ID_21,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-18 10:30:04.608002,2019-01-18 10:30:04.608997,2019-01-18 10:30:02.733997,2019-01-18 10:30:19.615997
309,ID_21,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-18 10:31:29.052001,2019-01-18 10:31:29.052001,2019-01-18 10:31:26.427001,2019-01-18 10:31:44.059001
310,ID_21,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-18 10:32:52.749998,2019-01-18 10:32:52.749998,2019-01-18 10:32:50.124998,2019-01-18 10:33:07.756002
311,ID_21,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-18 10:34:14.951001,2019-01-18 10:34:14.951001,2019-01-18 10:34:12.326001,2019-01-18 10:34:29.957005
312,ID_21,7,0.25,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,3.375,3.5,2019-01-18 10:35:41.280004,2019-01-18 10:35:41.035004,2019-01-18 10:35:37.660004,2019-01-18 10:35:56.287999
313,ID_21,8,0.25,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,2.625,2.75,2019-01-18 10:37:07.232997,2019-01-18 10:37:07.232997,2019-01-18 10:37:04.607997,2019-01-18 10:37:22.239001
314,ID_21,9,0.25,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,3.0,3.125,2019-01-18 10:38:30.943004,2019-01-18 10:38:30.943004,2019-01-18 10:38:27.943004,2019-01-18 10:38:45.948998
315,ID_21,1,0.5,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.25,1.5,2019-01-18 10:39:56.893996,2019-01-18 10:39:56.893996,2019-01-18 10:39:55.643996,2019-01-18 10:40:11.900996
316,ID_21,2,0.5,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.25,1.5,2019-01-18 10:41:25.845003,2019-01-18 10:41:25.845003,2019-01-18 10:41:24.595003,2019-01-18 10:41:40.850996
317,ID_21,3,0.5,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.25,1.5,2019-01-18 10:42:53.295997,2019-01-18 10:42:53.050997,2019-01-18 10:42:51.800997,2019-01-18 10:43:08.302001
318,ID_21,4,0.5,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,1.75,2.0,2019-01-18 10:44:16.997997,2019-01-18 10:44:16.997997,2019-01-18 10:44:15.247997,2019-01-18 10:44:32.004001
319,ID_21,5,0.5,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,1.75,2.0,2019-01-18 10:45:43.331999,2019-01-18 10:45:43.086999,2019-01-18 10:45:41.336999,2019-01-18 10:45:58.338002
320,ID_21,6,0.5,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,1.75,2.0,2019-01-18 10:47:13.791003,2019-01-18 10:47:13.791003,2019-01-18 10:47:12.041003,2019-01-18 10:47:28.796997
321,ID_21,7,0.5,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,2.25,2.5,2019-01-18 10:48:36.002999,2019-01-18 10:48:36.002999,2019-01-18 10:48:33.752999,2019-01-18 10:48:51.009003
322,ID_21,8,0.5,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,1.75,2.0,2019-01-18 10:50:00.087999,2019-01-18 10:49:59.842999,2019-01-18 10:49:58.092999,2019-01-18 10:50:15.096004
323,ID_21,9,0.5,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,2.0,2.25,2019-01-18 10:51:24.170997,2019-01-18 10:51:23.925001,2019-01-18 10:51:21.925001,2019-01-18 10:51:39.176005
324,ID_24,1,0.0,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,2.5,2.5,2019-01-21 11:52:19.724997,2019-01-21 11:52:19.724997,2019-01-21 11:52:17.224997,2019-01-21 11:52:34.748995
325,ID_24,2,0.0,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,2.5,2.5,2019-01-21 11:53:45.911001,2019-01-21 11:53:45.666001,2019-01-21 11:53:43.166001,2019-01-21 11:54:00.918001
326,ID_24,3,0.0,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,2.5,2.5,2019-01-21 11:55:12.245003,2019-01-21 11:55:12.000003,2019-01-21 11:55:09.500003,2019-01-21 11:55:27.252002
327,ID_24,4,0.0,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,3.5,3.5,2019-01-21 11:56:37.697999,2019-01-21 11:56:37.697999,2019-01-21 11:56:34.197999,2019-01-21 11:56:52.704003
328,ID_24,5,0.0,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,3.5,3.5,2019-01-21 11:58:03.154003,2019-01-21 11:58:03.154003,2019-01-21 11:57:59.654003,2019-01-21 11:58:18.161003
329,ID_24,6,0.0,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,3.5,3.5,2019-01-21 11:59:29.848997,2019-01-21 11:59:29.848997,2019-01-21 11:59:26.348997,2019-01-21 11:59:44.855996
330,ID_24,7,0.0,"[13, 9, 10, 14, 15, 16, 12, 8, 4, 3, 7, 6, 5, 1]",14,"[1, 2, 3, 4, 6, 9, 10, 11, 13, 14]",9,4.5,4.5,2019-01-21 12:00:52.544998,2019-01-21 12:00:52.544998,2019-01-21 12:00:48.044998,2019-01-21 12:01:07.551002
331,ID_24,8,0.0,"[13, 14, 15, 16, 12, 11, 7, 8, 3, 2, 1, 5, 9, 10]",14,"[1, 4, 5, 6, 7, 11, 13, 14]",7,3.5,3.5,2019-01-21 12:02:17.487999,2019-01-21 12:02:17.242004,2019-01-21 12:02:13.742004,2019-01-21 12:02:32.494999
332,ID_24,9,0.0,"[13, 9, 5, 6, 10, 11, 11, 15, 16, 12, 8, 4, 3, 7]",14,"[1, 3, 4, 5, 8, 9, 12, 13, 14]",8,4.0,4.0,2019-01-21 12:03:45.432996,2019-01-21 12:03:45.432996,2019-01-21 12:03:41.432996,2019-01-21 12:04:00.439995
333,ID_24,1,0.25,"[13, 9, 5, 1, 2, 3, 7, 11, 12, 8, 4]",11,"[1, 4, 6, 8, 9, 11]",5,1.875,2.0,2019-01-21 12:05:14.251997,2019-01-21 12:05:14.006997,2019-01-21 12:05:12.131997,2019-01-21 12:05:29.258997
334,ID_24,2,0.25,"[13, 14, 10, 11, 12, 8, 4, 3, 2]",9,"[1, 2, 3, 5, 7, 9]",5,1.875,2.0,2019-01-21 12:06:42.953004,2019-01-21 12:06:42.953004,2019-01-21 12:06:41.078004,2019-01-21 12:06:57.960004
335,ID_24,3,0.25,"[13, 9, 5, 6, 10, 14, 15, 16, 12, 8, 4]",11,"[1, 3, 4, 6, 8, 11]",5,1.875,2.0,2019-01-21 12:08:10.149001,2019-01-21 12:08:10.149001,2019-01-21 12:08:08.274001,2019-01-21 12:08:25.156001
336,ID_24,4,0.25,"[13, 14, 15, 11, 10, 9, 5, 6, 7, 8, 4, 3, 2, 1]",14,"[1, 3, 4, 6, 7, 10, 11, 14]",7,2.625,2.75,2019-01-21 12:09:34.093999,2019-01-21 12:09:34.093999,2019-01-21 12:09:31.468999,2019-01-21 12:09:49.102005
337,ID_24,5,0.25,"[13, 9, 10, 11, 15, 16, 12, 8, 4, 3, 2, 1, 5]",13,"[1, 2, 4, 5, 6, 9, 12, 13]",7,2.625,2.75,2019-01-21 12:10:58.302002,2019-01-21 12:10:58.302002,2019-01-21 12:10:55.677002,2019-01-21 12:11:13.307995
338,ID_24,6,0.25,"[13, 9, 5, 1, 2, 6, 10, 14, 15, 16, 12, 8, 4, 3, 7, 11]",16,"[1, 4, 5, 8, 10, 13, 14, 16]",7,2.625,2.75,2019-01-21 12:12:22.746997,2019-01-21 12:12:22.748003,2019-01-21 12:12:20.123003,2019-01-21 12:12:37.753001
