Sorteio,Tempo 1,Tempo 2,ID,Fase,Score total,Score Parcial,Proporção espacial x,Proporção espacial y,Trajetória Completa,Trajetória Simplificada,Acuracia,Media Acuracia,Taxa de Falsos Positivos,Media FPR,Similaridade,Media Similaridade,Desempenho,Desempenho ponderado com proporção,Complexidade,nivel
13,737434.5375367246,737434.5378260764,df_ID_08,Fase Execucao,0.2666666666666666,0.2250682203702338,0.8653846153846154,0.822627037392138,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 1, 4]","[2, 3, 1, 4, 1, 4]",0.375,0.5173611111111112,0.2857142857142857,0.4222222222222221,0.7731721435648321,0.8187436174772847,0.6208192859501822,0.5239750944762255,4,Fácil
5,737434.5385175231,737434.538806875,df_ID_08,Fase Execucao,0.5,0.4205744339553064,0.8788461538461538,0.8034515819750719,"[2, 2, 3, 2, 3, 3, 1, 1, 4, 1, 4, 4]","[2, 3, 2, 3, 1, 4, 1, 4]",0.5,0.5173611111111112,0.0,0.4222222222222221,0.8249579113843054,0.8187436174772847,0.7749859704614351,0.6518785717002439,4,Fácil
10,737434.5396083681,737434.5398977083,df_ID_08,Fase Execucao,0.2857142857142857,0.2555316447694203,0.8788461538461538,0.909875359539789,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4]","[2, 3, 1, 4]",0.375,0.5173611111111112,0.0,0.4222222222222221,0.9062932866172634,0.8187436174772847,0.7604310955390878,0.6800997300192039,6,Médio
7,737434.5407001968,737434.5409895487,df_ID_08,Fase Execucao,0.3095238095238095,0.2595751723508195,0.7923076923076923,0.8849472674976031,"[2, 1, 2, 2, 1, 3, 3, 3, 2, 2, 4, 4, 1, 1, 1, 4]","[2, 1, 2, 1, 3, 2, 4, 1, 4]",0.3125,0.5173611111111112,0.0,0.4222222222222221,0.8451848019206156,0.8187436174772847,0.719228267306872,0.6031645892863098,6,Médio
17,737434.5419557523,737434.5422451042,df_ID_08,Fase Execucao,0.3809523809523809,0.3498463505174914,0.8903846153846153,0.9463087248322148,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 3, 3, 1, 4, 4, 4, 5, 3, 3, 4, 4, 4]","[2, 3, 1, 4, 3, 1, 4, 5, 3, 4]",0.25,0.5173611111111112,0.0,0.4222222222222221,0.8107358572806586,0.8187436174772847,0.6869119524268862,0.630823304168901,6,Médio
11,737434.5429568171,737434.543246169,df_ID_08,Fase Execucao,0.1481481481481481,0.1364056400969152,0.8865384615384615,0.9549376797698944,"[3, 2, 2, 2, 3, 3, 1, 1, 1, 4, 4, 2, 1, 4]","[3, 2, 3, 1, 4, 2, 1, 4]",0.375,0.5173611111111112,0.0,0.4222222222222221,0.7808491534590186,0.8187436174772847,0.7186163844863396,0.6616574633924333,8,Difícil
12,737434.5439704513,737434.5442598033,df_ID_08,Fase Execucao,0.574074074074074,0.5123205715487593,0.8692307692307693,0.9156279961649088,"[3, 2, 3, 2, 3, 2, 4, 4, 4, 1, 3, 1, 3, 5, 4, 4, 4]","[3, 2, 3, 2, 3, 2, 4, 1, 3, 1, 3, 5, 4]",0.375,0.5173611111111112,0.0,0.4222222222222221,0.754329775338138,0.8187436174772847,0.7097765917793794,0.6334254856550476,8,Difícil
3,737434.544893912,737434.5451832638,df_ID_08,Fase Execucao,0.1481481481481481,0.13249543148872,0.8673076923076923,0.9213806327900288,"[2, 2, 2, 3, 3, 3, 1, 1, 1, 4, 4, 4]","[2, 3, 1, 4]",0.3125,0.5173611111111112,0.3333333333333333,0.4222222222222221,0.7800284895082003,0.8187436174772847,0.5863983853916223,0.5244419729030745,8,Difícil
6,737436.3861740972,737436.3864634491,df_ID_11,Fase Execucao,0.1666666666666666,0.1058932259016151,0.7865384615384615,0.4841802492809204,"[1, 1, 3, 1, 3, 3, 3, 3, 2, 4, 4, 4]","[1, 3, 1, 3, 2, 4]",0.7222222222222222,0.5802469135802469,0.24,0.3421693121693122,0.8385254915624211,0.794581665312842,0.7735825712615477,0.4915029238329083,4,Fácil
3,737436.3881222106,737436.3884115741,df_ID_11,Fase Execucao,0.8,0.5543284903016447,0.8038461538461539,0.5819750719079578,"[1, 3, 1, 1, 3, 2, 4, 4, 1, 3, 3, 4, 4, 3, 3, 3, 2, 2, 2, 4, 4, 4]","[1, 3, 1, 3, 2, 4, 1, 3, 4, 3, 2, 4]",0.625,0.5802469135802469,0.8571428571428571,0.3421693121693122,0.6389304490775459,0.794581665312842,0.4689291973115629,0.324926017505101,4,Fácil
16,737436.3894759953,737436.3897653588,df_ID_11,Fase Execucao,0.2,0.1225717235784349,0.8076923076923077,0.4180249280920421,"[1, 1, 2, 3, 1, 1, 3, 3, 2, 2, 4, 1, 2, 2, 4, 4]","[1, 2, 3, 1, 3, 2, 4, 1, 2, 4]",0.6875,0.5802469135802469,0.8,0.3421693121693122,0.860886171337419,0.794581665312842,0.5827953904458063,0.3571711775025473,4,Fácil
11,737436.3904849768,737436.3907743287,df_ID_11,Fase Execucao,0.1428571428571428,0.1225804157491597,0.9730769230769232,0.7430488974113135,"[3, 3, 3, 2, 2, 2, 4, 4, 4, 1, 1, 1]","[3, 2, 4, 1]",0.375,0.5802469135802469,0.0,0.3421693121693122,0.862440385651912,0.794581665312842,0.7458134618839707,0.6399548696034006,6,Médio
7,737436.3927223727,737436.3930117361,df_ID_11,Fase Execucao,0.6666666666666665,0.4866484745679376,0.9076923076923076,0.5522531160115053,"[1, 1, 2, 3, 1, 1, 3, 3, 2, 2, 2, 4, 1, 2, 2, 4]","[1, 2, 3, 1, 3, 2, 4, 1, 2, 4]",0.75,0.5802469135802469,0.6666666666666666,0.3421693121693122,0.8307645695316135,0.794581665312842,0.6380326342883157,0.4657464123014575,6,Médio
17,737436.394141169,737436.3944305208,df_ID_11,Fase Execucao,0.4285714285714285,0.4195185327615816,0.9788461538461538,0.9789069990412272,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 3, 3, 2, 4, 4, 4, 3, 3, 4, 4, 4]","[1, 3, 2, 4, 2, 3, 2, 4, 3, 4]",1.0,0.5802469135802469,0.0,0.3421693121693122,0.8331921659677362,0.794581665312842,0.944397388655912,0.9244484826098603,6,Médio
14,737436.3951051042,737436.395394456,df_ID_11,Fase Execucao,0.2777777777777778,0.2653851787660513,0.9788461538461538,0.9319271332694152,"[1, 1, 1, 3, 3, 3, 2, 2, 4, 1, 2, 2, 4, 4]","[1, 3, 2, 4, 1, 2, 4]",0.8125,0.5802469135802469,0.5,0.3421693121693122,0.8557250996811163,0.794581665312842,0.7227416998937054,0.6904977668206947,8,Difícil
8,737436.3971304282,737436.3974197685,df_ID_11,Fase Execucao,0.2592592592592592,0.1851249545880418,0.8384615384615385,0.5896452540747843,"[1, 1, 1, 3, 3, 3, 2, 4, 4, 2, 3, 3, 2, 4, 4, 4, 4, 4]","[1, 3, 2, 4, 2, 3, 2, 4]",0.875,0.5802469135802469,1.0,0.3421693121693122,0.7716729553119661,0.794581665312842,0.5488909851039887,0.3919374720944799,8,Difícil
5,737436.3982296296,737436.3985189699,df_ID_11,Fase Execucao,0.3518518518518518,0.3081412202637035,0.9519230769230768,0.7996164908916586,"[1, 3, 1, 1, 3, 3, 2, 2, 4, 1, 2, 2, 4, 4]","[1, 3, 1, 3, 2, 4, 1, 2, 4]",0.75,0.5802469135802469,0.6666666666666666,0.3421693121693122,0.8105228981472717,0.794581665312842,0.6312854104935351,0.5528606875317972,8,Difícil
15,737436.3994967476,737436.3997860879,df_ID_11,Fase Execucao,0.3833333333333333,0.2435544195737148,0.7865384615384615,0.4841802492809204,"[2, 2, 3, 2, 3, 3, 3, 3, 1, 4, 4, 4]","[2, 3, 2, 3, 1, 4]",0.7222222222222222,0.5802469135802469,0.0,0.3421693121693122,0.8253072612498318,0.794581665312842,0.8491764944906848,0.5395322301686625,4,Fácil
1,737436.4018339468,737436.4021232986,df_ID_11,Fase Execucao,0.3,0.2078731838631168,0.8038461538461539,0.5819750719079578,"[2, 3, 2, 2, 3, 1, 4, 4, 2, 3, 3, 4, 4, 3, 3, 3, 1, 1, 1, 4, 4, 4]","[2, 3, 2, 3, 1, 4, 2, 3, 4, 3, 1, 4]",0.3125,0.5802469135802469,0.4285714285714285,0.3421693121693122,0.6505473663335013,0.794581665312842,0.5114919792540242,0.3544182208266043,4,Fácil
2,737436.402707801,737436.4029971644,df_ID_11,Fase Execucao,0.5,0.3064293089460874,0.8076923076923077,0.4180249280920421,"[2, 2, 1, 3, 2, 2, 3, 3, 1, 1, 4, 1, 4, 4]","[2, 1, 3, 2, 3, 1, 4, 1, 4]",0.5,0.5802469135802469,0.0,0.3421693121693122,0.8029550685469662,0.794581665312842,0.7676516895156554,0.4704619534591575,4,Fácil
4,737436.4045113195,737436.4048006713,df_ID_11,Fase Execucao,0.0,0.0,0.9730769230769232,0.7430488974113135,"[3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 2]","[3, 1, 4, 2]",0.625,0.5802469135802469,1.0,0.3421693121693122,0.8478227519967948,0.794581665312842,0.4909409173322649,0.4212581922840404,6,Médio
18,737436.4054671759,737436.4057565278,df_ID_11,Fase Execucao,0.4761904761904761,0.3476060532628126,0.9076923076923076,0.5522531160115053,"[2, 2, 1, 3, 2, 2, 3, 3, 1, 1, 2, 1, 1, 4, 2, 4]","[2, 1, 3, 2, 3, 1, 2, 1, 4, 2, 4]",0.375,0.5802469135802469,0.0,0.3421693121693122,0.7722600223814999,0.794581665312842,0.7157533407938333,0.5224804071963364,6,Médio
13,737436.4081133218,737436.4084026737,df_ID_11,Fase Execucao,0.5476190476190476,0.5360514585286875,0.9788461538461538,0.9789069990412272,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 1, 3, 3, 1, 4, 4, 4, 3, 3, 4, 4, 4]","[2, 3, 1, 4, 1, 3, 1, 4, 3, 4]",0.25,0.5802469135802469,0.0,0.3421693121693122,0.7862517622512439,0.794581665312842,0.6787505874170813,0.6644130512699764,6,Médio
9,737436.4090812848,737436.4093706366,df_ID_11,Fase Execucao,0.2037037037037037,0.1946157977617709,0.9788461538461538,0.9319271332694152,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 2, 1, 1, 4, 4]","[2, 3, 1, 4, 2, 1, 4]",0.3125,0.5802469135802469,0.0,0.3421693121693122,0.7915457172050325,0.794581665312842,0.7013485724016775,0.6700590585508824,8,Difícil
10,737436.4101025347,737436.4103918981,df_ID_11,Fase Execucao,0.4074074074074074,0.2909106429240657,0.8384615384615385,0.5896452540747843,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 1, 3, 3, 1, 4, 4, 4, 4]","[2, 3, 1, 4, 1, 3, 1, 4]",0.375,0.5802469135802469,0.0,0.3421693121693122,0.7433762918125657,0.794581665312842,0.7061254306041885,0.5042112619142388,8,Difícil
12,737436.4111849768,737436.4114743287,df_ID_11,Fase Execucao,0.2777777777777778,0.2432693844187132,0.9519230769230768,0.7996164908916586,"[2, 3, 2, 2, 3, 3, 1, 1, 4, 2, 1, 1, 4, 4]","[2, 3, 2, 3, 1, 4, 2, 1, 4]",0.375,0.5802469135802469,0.0,0.3421693121693122,0.7797435475847171,0.794581665312842,0.7182478491949057,0.6290197636813541,8,Difícil
6,737439.8311103125,737439.8313996644,df_ID_14,Fase Execucao,0.1666666666666666,0.1354664490989994,0.8326923076923077,0.7929050814956855,"[1, 3, 1, 3, 3, 1, 2, 2, 2, 4, 4, 4]","[1, 3, 1, 3, 1, 2, 4]",0.75,0.5347222222222222,0.4,0.4261904761904762,0.8013876853447538,0.7347671814019611,0.7171292284482513,0.5828817007379387,4,Fácil
3,737439.832531331,737439.8328206829,df_ID_14,Fase Execucao,0.6,0.4751047274872778,0.926923076923077,0.6567593480345159,"[1, 3, 1, 3, 4, 4, 1, 3, 3, 3, 2, 2, 2, 4, 4, 4, 2, 2, 2, 4, 4, 4]","[1, 3, 1, 3, 4, 1, 3, 2, 4, 2, 4]",0.625,0.5347222222222222,0.8571428571428571,0.4261904761904762,0.6194224814505167,0.7347671814019611,0.4624265414358866,0.3661683932529688,4,Fácil
16,737439.8344242246,737439.834713588,df_ID_14,Fase Execucao,0.3,0.2595072461095951,0.8134615384615385,0.9165867689357622,"[1, 1, 1, 3, 3, 4, 4, 3, 2, 3, 2, 3, 1, 2, 2, 4, 4, 4]","[1, 3, 4, 3, 2, 3, 2, 3, 1, 2, 4]",0.5625,0.5347222222222222,1.0,0.4261904761904762,0.7056422850727971,0.7347671814019611,0.4227140950242656,0.3656579023048562,4,Fácil
11,737439.8360834144,737439.8363727662,df_ID_14,Fase Execucao,0.238095238095238,0.2359200004214385,0.9807692307692308,1.000958772770853,"[1, 1, 1, 3, 3, 3, 2, 2, 2, 4, 4, 1, 4, 1, 3]","[1, 3, 2, 4, 1, 4, 1, 3]",0.75,0.5347222222222222,1.0,0.4261904761904762,0.8555183532243665,0.7347671814019611,0.5351727844081222,0.530283446797048,6,Médio
7,737439.8379156134,737439.8382049769,df_ID_14,Fase Execucao,0.3571428571428571,0.3158458272312539,0.9307692307692308,0.837967401725791,"[3, 1, 1, 3, 1, 4, 2, 3, 3, 2, 2, 4, 1, 4, 2, 4]","[3, 1, 3, 1, 4, 2, 3, 2, 4, 1, 4, 2, 4]",0.6875,0.5347222222222222,0.6666666666666666,0.4261904761904762,0.8116248762569048,0.7347671814019611,0.6108194031967461,0.5401893271364159,6,Médio
