Trajectory,Repetition,Y_Position,X_Position
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2125,763
1,1,2194,779
1,1,2222,779
1,1,2256,780
1,1,2283,780
1,1,2316,780
1,1,2352,780
1,1,2390,780
1,1,2424,780
1,1,2466,780
1,1,2507,780
1,1,2545,780
1,1,2587,781
1,1,2619,781
1,1,2654,781
1,1,2693,782
1,1,2727,783
1,1,2763,782
1,1,2795,781
1,1,2823,780
1,1,2848,779
1,1,2871,778
1,1,2887,777
1,1,2906,777
1,1,2916,777
1,1,2931,777
1,1,2945,778
1,1,2958,779
1,1,2973,779
1,1,2984,779
1,1,2990,779
1,1,2993,778
1,1,2998,772
1,1,3002,761
1,1,3006,745
1,1,3007,720
1,1,3007,697
1,1,3008,667
1,1,3006,635
1,1,3009,606
1,1,3012,566
1,1,3016,539
1,1,3021,508
1,1,3024,484
1,1,3026,462
1,1,3030,449
1,1,3032,432
1,1,3029,420
1,1,3029,409
1,1,3028,400
1,1,3028,390
1,1,3028,378
1,1,3030,367
1,1,3031,365
1,1,3031,365
1,1,3031,365
1,1,3031,365
1,1,3031,365
