737436.383591933,737436.386067442,737436.386174097,737436.386463449
737436.38657,737436.38801625,737436.388122211,737436.388411574
737436.388517569,737436.389369988,737436.389475995,737436.389765359
737436.389871308,737436.390379005,737436.390484977,737436.390774329
737436.390880289,737436.392616412,737436.392722373,737436.393011736
737436.39311772,737436.39403522,737436.394141169,737436.394430521
737436.394536447,737436.39499912,737436.395105104,737436.395394456
737436.395500382,737436.397024433,737436.397130428,737436.397419769
737436.397525752,737436.398123634,737436.39822963,737436.39851897
737436.398624954,737436.399390799,737436.399496748,737436.399786088
737436.399892049,737436.401727998,737436.401833947,737436.402123299
737436.402229236,737436.402601852,737436.402707801,737436.402997164
737436.403103102,737436.404405289,737436.404511319,737436.404800671
737436.40490662,737436.405361181,737436.405467176,737436.405756528
737436.405862465,737436.408007373,737436.408113322,737436.408402674
737436.408508634,737436.408975359,737436.409081285,737436.409370637
737436.40947669,737436.409996597,737436.410102535,737436.410391898
737436.410497859,737436.411079039,737436.411184977,737436.411474329
