737457.490959294,737457.490959294,737457.491133183,737457.491282859,737457.491282859,737457.491456632,737457.491606412,737457.491606412,737457.491780127
737457.491939653,737457.491936817,737457.492113345,737457.492272905,737457.492270081,737457.492446644,737457.492606065,737457.492603241,737457.492779745
737457.492934826,737457.492934826,737457.493108507,737457.493263553,737457.493263553,737457.493437245,737457.493592361,737457.493592361,737457.493766042
737457.493915428,737457.493915428,737457.494089109,737457.49423838,737457.49423838,737457.49441206,737457.494561354,737457.494561354,737457.494735046
737457.49491625,737457.49491625,737457.495089942,737457.495271053,737457.495271053,737457.495444734,737457.495625868,737457.495625868,737457.49579956
737457.495957546,737457.495957546,737457.496131227,737457.496289201,737457.496289201,737457.496462882,737457.496620845,737457.496620845,737457.496794525
737457.496938032,737457.496938032,737457.497111713,737457.497255208,737457.497255208,737457.497428889,737457.497572373,737457.497572373,737457.497746053
737457.497895394,737457.497895394,737457.498069074,737457.498218368,737457.498218368,737457.498392049,737457.498541435,737457.498541435,737457.498715116
737457.498858634,737457.498858634,737457.499032326,737457.499175845,737457.499175845,737457.499349549,737457.499493079,737457.499493079,737457.499666771
737457.499836331,737457.499836331,737457.500010012,737457.500179595,737457.500179595,737457.500353299,737457.500522836,737457.500522836,737457.500696528
737457.500866123,737457.500866123,737457.501039826,737457.50120941,737457.50120941,737457.501383102,737457.501552662,737457.501552662,737457.501726343
737457.501869826,737457.501869826,737457.502043518,737457.502187049,737457.502187049,737457.502360729,737457.502504294,737457.502504294,737457.502677975
737457.502828727,737457.502825891,737457.503002419,737457.503153206,737457.50315037,737457.503326898,737457.503477627,737457.50347478,737457.503651308
737457.50381941,737457.503816574,737457.503993102,737457.504161215,737457.504158391,737457.504334896,737457.504503009,737457.504500174,737457.504676701
737457.504826099,737457.504826099,737457.50499978,737457.505149097,737457.505149097,737457.505322778,737457.505472107,737457.505472107,737457.505645787
737457.505809572,737457.505806748,737457.505983264,737457.506147026,737457.506144178,737457.506320694,737457.506484433,737457.506481597,737457.506658125
737457.506817546,737457.506814699,737457.506991215,737457.507150776,737457.50714794,737457.507324468,737457.507483877,737457.507481042,737457.507657558
737457.50780831,737457.507805475,737457.507982002,737457.508132731,737457.508129907,737457.508306424,737457.508457187,737457.508454352,737457.50863088
737457.508800463,737457.508800475,737457.508974144,737457.509143704,737457.509143704,737457.509317373,737457.509486991,737457.509486991,737457.509660683
737457.50981287,737457.50981287,737457.509986551,737457.51013875,737457.51013875,737457.510312419,737457.510464653,737457.510464653,737457.510638333
737457.510797778,737457.510794942,737457.51097147,737457.511130903,737457.511128067,737457.511304595,737457.511464062,737457.511461227,737457.511637755
737457.511813137,737457.511813137,737457.511986829,737457.512162187,737457.512162187,737457.512335868,737457.512511262,737457.512511262,737457.512684942
737457.512844375,737457.512841539,737457.513018067,737457.513177558,737457.513174722,737457.513351238,737457.513510683,737457.513507847,737457.513684375
737457.513853958,737457.513853958,737457.51402765,737457.514197222,737457.514197222,737457.514370914,737457.514540498,737457.514540498,737457.51471419
737457.514865012,737457.514862176,737457.515038704,737457.515189479,737457.515186643,737457.51536316,737457.515514005,737457.515511169,737457.515687685
737457.51584581,737457.51584581,737457.516019502,737457.516177512,737457.516177512,737457.516351204,737457.516509248,737457.516509248,737457.516682928
737457.516840984,737457.516840984,737457.517014653,737457.517172674,737457.517172674,737457.517346366,737457.517504387,737457.517504387,737457.517678067
