737455.378601354,737455.379376806,737455.379483414,737455.379772766
737455.379879028,737455.380464873,737455.380570857,737455.380860208
737455.380966181,737455.381593403,737455.381699363,737455.381988727
737455.382094688,737455.382859965,737455.382965914,737455.383255255
737455.383361204,737455.383988333,737455.384094282,737455.384383634
737455.384489583,737455.384989294,737455.385095278,737455.38538463
737455.385490579,737455.386129537,737455.386235486,737455.38652485
737455.386630764,737455.386946204,737455.387052141,737455.387341482
737455.387447431,737455.387938889,737455.388044838,737455.388334201
737455.38844015,737455.388931528,737455.389037778,737455.38932713
737455.389433056,737455.390182095,737455.390288021,737455.390577373
737455.390683299,737455.391096898,737455.391202824,737455.391492176
737455.39159809,737455.392412766,737455.392518715,737455.392808067
737455.392914005,737455.393299039,737455.393404965,737455.393694306
737455.393800255,737455.394283681,737455.394389595,737455.394678947
737455.394784873,737455.395067732,737455.395173669,737455.395463032
737455.395568958,737455.396051968,737455.396157905,737455.396447269
737455.396553194,737455.397081447,737455.397187407,737455.397476759
