737443.516860081,737443.51872375,737443.518830336,737443.519119699
737443.519225961,737443.521351481,737443.521457442,737443.521746794
737443.521852731,737443.523548495,737443.523654433,737443.523943808
737443.524049734,737443.525430625,737443.525536551,737443.525825903
737443.525931863,737443.527197326,737443.527303264,737443.527592616
737443.52769853,737443.52874441,737443.528850359,737443.529139699
737443.529245613,737443.52996228,737443.530068218,737443.530357569
737443.530463472,737443.531836435,737443.531942384,737443.532231736
737443.532337662,737443.532960232,737443.533066146,737443.533355498
737443.533461412,737443.53663559,737443.536741586,737443.537030926
737443.53713684,737443.538283183,737443.538389109,737443.538678461
737443.538784363,737443.539488727,737443.53959463,737443.539883981
737443.539989907,737443.54127515,737443.541381088,737443.541670451
737443.541776354,737443.54512169,737443.545227662,737443.545517026
737443.545622998,737443.54672897,737443.546834884,737443.547124236
737443.547230162,737443.547971678,737443.548077604,737443.548366956
737443.548472847,737443.549268102,737443.549374028,737443.54966338
737443.549769282,737443.550436991,737443.550542905,737443.550832257
